,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124
"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",-0.497354750,-0.172298780,-0.496213148,-0.601507902,-0.331040299,-0.493244475,-0.707578707,-0.228835884,-0.328143572,-0.439236287,-0.516332709,-0.613000081,-0.623334803,-0.658608121,-0.601452019, 0.018252616,-0.650473252,-0.607872215,-0.652844917
1-Monoacetin,-0.15553914,-0.10977141,-0.40721954,-0.03687095,-0.17520675,-0.28062396,-0.30245264,-0.48613406,-0.28827205,-0.29400000,-0.30458440,-0.28444286,-0.40945437,-0.49022879,-0.30459291,-0.26088584,-0.31214584,-0.48552123,-0.27960968
1-Octadecanol, 0.78337687, 1.56075679, 0.38513184, 1.91786995, 1.48293912, 0.85684956, 0.16076486,-1.36391744, 0.48639302, 0.28432842,-0.01264235, 0.44792986,-0.27473933,-0.15162111,-0.02844448, 0.24870656,-0.08264751,-1.36117096, 0.27198729
"1-Octanol, 2-butyl-", 2.839722738, 2.823607873,-0.323712544, 3.980781333, 0.834483562, 0.977590306, 1.115892651, 0.068230459, 1.272084427, 0.586015296, 0.181983137, 1.562573584,-0.845748914, 0.100731807, 0.322783499, 0.014409553, 0.732906500, 0.026700808, 1.150294964
1-Octanol, 0.462314661, 0.981393538, 0.551706836, 1.166263794,-0.918607331, 0.504115739, 0.278637153,-0.918251877,-0.825865607, 0.318654206, 0.414436774, 0.354235355, 0.228545997,-0.862350700,-0.856173951, 0.650001984,-0.875315649,-0.917998970,-0.919435352
"1-Octene, 2-methyl-", 2.2635377604, 2.9723585470, 2.0307600450, 3.3193045461, 1.7117296191, 0.0005446453, 0.6844946011,-0.6367675539,-1.0407249205,-0.9465195446,-0.0604563594, 0.1123944220,-0.6839213990, 0.1165975326,-0.3676016620, 0.7369227393, 0.9943003282,-1.0410219281,-0.9875809785
"1-Pentene, 3,3-dimethyl-",-0.390446346,-0.388751745,-0.389489974, 4.852180110,-0.391020350,-0.390580507,-0.391700067, 3.004458873,-0.389504802,-0.390312099, 2.975524293, 2.928356156,-0.392778809,-0.393434626,-0.392203959,-0.390867233, 2.691273109, 3.603791975, 2.810511969
1-Phenethylamine,-0.427445120,-0.427818707,-0.437222486,-0.425271521,-0.437390524,-0.429561347,-0.437465159,-0.437319910,-0.437224114,-0.432387426,-0.437372788,-0.437427499,-0.430782385,-0.437655616,-0.428915834,-0.437373712,-0.427272782,-0.437269667,-0.437555020
"1-Phenyl-1,2-ethanediol", 1.79050346, 2.08845566, 2.64467998, 0.43256218, 0.57601989, 1.89345189, 1.76401388, 0.26614517, 0.78529120, 0.94794772, 2.07421906, 2.01255153, 1.35602621, 1.65631435,-0.10231341, 1.53229776, 1.41853803, 1.05381547, 0.48068327
1-Phenylethanol,-0.27722552, 1.86748711,-0.27721867, 2.21683663,-0.27722964, 5.34283673,-0.27723451,-0.27722503,-0.27721877,-0.27722456,-0.27722848,-0.27723205,-0.27724224,-0.27724694,-0.27723812,-0.27722854,-0.27724270,-0.27722175,-0.27724037
"1-Piperazineethanol, 4-dibenzo[b,f][1,4]thiazepin-11-yl-", 1.64089006, 2.15645974, 0.42698730, 2.61677560, 1.42746686, 0.59457659, 0.69809653,-0.74106280,-0.02940202,-0.01550294, 0.90377429, 0.20812875,-0.75529366, 0.17330289, 0.32976196, 0.20234802, 0.28816738, 0.08216254,-0.75375093
"1-Propanamine, N,N-diethyl- ", 0.761779299, 1.146601630, 0.515526378, 1.661137631, 0.647044417, 0.174452992, 0.129056219, 0.220363763, 0.443766287, 0.348441240, 0.119560224, 0.023342045,-0.218227623,-0.325229599,-0.118007393, 0.182289203,-0.172909952, 0.440239767, 0.146078417
1-Tetradecanol,-0.292355811, 4.003429542,-0.289517612,-0.279899763,-0.294059267,-0.292753957, 0.421629871, 4.414003414, 3.090148406,-0.291957409,-0.293579908,-0.295058611,-0.299277795,-0.301224046,-0.297571828,-0.293604865,-0.299469135,-0.290792788,-0.298505165
"1,1'-Biphenyl, 3,4-diethyl-",-0.50655807,-0.50636359,-0.52748880,-0.52739006,-0.51181878,-0.52752203,-0.52755614,-0.51091816,-0.51691017,-0.50909865,-0.52753051,-0.52754569,-0.51386693,-0.52760899,-0.50821216,-0.52753077,-0.51252132,-0.50435843,-0.51033374
"1,2-Benzenedicarboxylic acid", 1.79386820, 1.99703780, 2.01424590, 2.64034993, 1.50027011, 1.39202928, 1.72403901, 0.88268919, 0.91121557, 1.30302623, 1.46565205, 1.39781572, 0.85554595, 0.98589232, 0.97104501,-0.80767424,-0.80767691, 0.93949171,-0.80767647
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-", 1.0171901219, 2.1680844048,-0.7269135481, 2.0675219795, 1.2476710241, 1.1183771956, 0.6483799905,-0.7366199452, 1.3852352765,-0.7359073382, 1.3639356266, 0.9742263536, 0.8413269749,-0.7700668198, 1.0201641604, 1.6793039558, 1.0131404969, 2.0061011978, 1.4511162342
"1,2-Butanediol",-0.221691143,-0.217738170,-0.219460227,-0.211900287,-0.223030115,-0.222004099, 4.356566784,-0.221529936,-0.219494817,-0.221377986, 6.227112218, 3.652642406,-0.227132047,-0.228661863,-0.225791101,-0.222672940, 0.536912437,-0.220462556,-0.226524735
"1,2-Cyclohexanedicarboxylic acid, dinonyl ester",-0.3671671, 2.0520879, 1.0984843,-0.3558220, 1.0873813,-0.3675297,-0.3705559,-0.3669803,-0.3646221,-0.3668042, 3.2674783,-0.3696288, 3.0897497,-0.3752444,-0.3719179,-0.3683047, 1.0801398, 1.6042029,-0.3727680
"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-0.35660142,-0.35355626,-0.35488284,-0.34905906,-0.35763289,-0.35684251,-0.35885433,-0.35647724,-0.35490949,-0.35636018,-0.35734263,-0.35823801,-0.36079280,-0.36197129,-0.35975981,-0.35735775,-0.36090866,-0.35565498,-0.36032496
"1,2,2-Trimethyl-1-aza-spiro[2.3]hexane", 1.580582511, 2.796005687, 0.682247296, 2.149500599, 0.986403215,-0.223080305, 0.504837257, 1.102595144, 1.266685275, 2.957951109, 2.150185581, 2.218217705, 1.307892590, 1.736811465, 0.862891903, 3.104209222, 1.590688180, 1.449977578, 1.110600525
"1,2,3-Butanetriol",-0.496839283,-0.496175746,-0.496464807,-0.495195812,-0.497064040,-0.496891815,-0.497330190,-0.496812224,-0.496470613,-0.496786717,-0.497000793,-0.497195895,-0.497752582,-0.498009373,-0.497527493,-0.497004086,-0.497777827, 3.553781424, 2.964206120
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",-0.789735626, 0.203945605,-0.082839449, 0.563335792,-0.001411114,-0.789910904,-0.469300021,-0.627168840,-0.532003729,-0.789560235,-0.431353238,-0.790925494,-0.602395348,-0.223693067,-0.734922221,-0.483909432,-0.747490936,-0.104361477,-0.382924402
"1,3-bis[(Trimethylsilyl)ethynyl]benzene", 2.00647785, 0.99046217, 0.90351529, 3.03935113, 0.70172957,-0.21108494, 0.89721173, 0.20957481, 0.75143327, 0.33952027, 0.41567150,-0.64840015, 0.12730728, 0.30571114, 0.19936894, 1.68315808, 1.09636949, 1.52859787, 0.49553356
"1,3-Cyclohexanebis(methylamine)",-0.503467933,-0.501042328,-0.331080389,-0.497460112,-0.504289546,-0.200588263,-0.505262474,-0.503369014,-0.502120233,-0.503275775,-0.504058341,-0.408117134,-0.506806555,-0.507745274,-0.386573427,-0.504070379,-0.506898843,-0.502714053,-0.506433899
"1,3-Dioxane-4-methanol, 4,5-dimethyl-",-0.3364481687,-0.3349128781,-0.2919628162,-0.3326455095,-0.2111917119,-0.3365697172,-0.1765268480,-0.3363855578,-0.3355951402,-0.3363265420,-0.3368218685,-0.3372732960,-0.3385613548,-0.3391555181,-0.3380405465,-0.3368294876,-0.3386197681,-0.3359709993,-0.1756449202
"1,3,5-Benzetriol",-0.351306347,-0.275996608,-0.220166192,-0.234870346,-0.393970794,-0.284248524, 0.089951044,-0.342722650,-0.211895828,-0.299701489,-0.530563030,-0.409172134,-0.160610699,-0.197711117,-0.247765599,-0.134284823,-0.399700412,-0.087823117,-0.283805191
"1,3,5-Trimethyl-1H-pyrazol-4-amine", 0.130278646, 0.169787650,-0.274387088, 0.636768400,-0.274413992, 0.101358692, 0.065834030, 0.199625729,-0.274387348, 0.339197133,-0.060363028, 0.672648151,-0.074817131,-0.020831921, 0.032018316, 0.080386418, 0.018763121,-0.274394642,-0.274440328
"1,4-Butanediol", 1.3460483, 1.8948397, 1.6685945, 2.1362166,-0.8307794, 1.3571448,-0.8313554, 0.9591250, 1.1720860, 1.0384429, 1.1762568, 1.2305449, 1.2115772, 0.8832809, 1.0870107, 1.8249978, 0.9497008, 1.8434907, 1.2027080
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",-0.22477185,-0.09089419,-0.37085932,-0.37025848,-0.11805849,-0.37106149,-0.37126905,-0.31800727,-0.12878769,-0.11120517,-0.25008000,-0.28779226,-0.37146904,-0.17628240,-0.15223015,-0.37111465,-0.19963581,-0.37093898,-0.22659528
"1,4-Dioxaspiro[4.5]decane", 2.48917368,-0.29910925, 0.33082188, 5.94939414, 5.65637607,-0.29911440,-0.29911754,-0.29911382,-0.29122756,-0.29911364,-0.29911518,-0.29911658,-0.29912058,-0.29912242,-0.29911896,-0.29761071,-0.29912076,-0.29911254,-0.29911985
"1,5-Anhydroglucitol",-0.64872184,-0.64864076,-0.29858568,-0.64852103,-0.32721420,-0.64872826,-0.30701685,-0.64871853,-0.24693525,-0.24040348,-0.37438585,-0.44417365,-0.30490697,-0.32132257,-0.22574043,-0.27860041,-0.31969147,-0.24133278,-0.30107816
10-Heptadecenoic acid,-0.2720553771,-0.2200153048,-0.3081443320,-0.3079164292,-0.2388829829,-0.2794547840,-0.2911112241,-0.2005354396,-0.2821737713,-0.3082021450,-0.3082405915,-0.2784662553,-0.2874358756,-0.3084217257,-0.2816664377,-0.3082411829,-0.3083801416,-0.3081745484,-0.1467847891
10-Nonadecenoic acid,-0.48257667,-0.47336495,-0.47737791,-0.45976077,-0.48569691, 0.09022094,-0.48939180,-0.48220101,-0.47745851,-0.48184691,-0.48481886,-0.48752742,-0.49525576,-0.49882073,-0.49213092,-0.48486458,-0.49560624,-0.47971366,-0.49384052
12-Hydroxyoctadecanoic acid,-0.516333560,-0.506736159,-0.005980025, 1.959353017,-0.124467618, 0.455315815, 1.433803712, 1.965125622, 3.203490328, 4.558306003, 0.006325355, 0.369064403, 0.167030095, 1.069827578, 0.578552595, 0.386850124, 0.759343988,-0.513350680, 0.210229216
12-Oxooctadecanoate, 0.0368475760, 0.1577592452,-0.0058898847, 0.2262493537, 0.1110208084, 0.3999608267, 0.0815784025, 0.0541868537, 0.1232223955,11.4455653950, 0.0456113051, 0.0490361557,-0.0046489348, 0.0363552899, 0.0596987094, 0.3314088652,-0.0121329583, 0.1929581719, 0.3019566702
13-Docosenamide, 0.70906254, 0.62543482, 0.77700432, 2.88151526, 3.33101832,-0.08644421, 0.99679800,-0.76353091, 1.05527716, 0.80981362, 1.38754774, 0.40515652, 0.14251369, 0.80476982, 1.55549550, 0.59402424, 0.71994613, 0.46322436, 0.26912720
"15-Oxo-11Z,13E-eicosadienoic acid",-0.4808591687,-0.4804688512,-0.4839544495,-0.4807963758,-0.4798111306,-0.4809552457,-0.4831858824,-0.4783000584,-0.4753141435,-0.4791265736,-0.4788302593,-0.4714057774,-0.4753816633,-0.4872245326,-0.4872126503,-0.4707966714,-0.4747658270,-0.4699642770,-0.4746222497
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl- ", 0.60015075,-0.45395270,-0.02987611, 1.28797673, 0.84270136,-0.45491024, 0.36844967, 0.33825744,-0.45434700,-0.45476970, 1.16070009,-0.45531686, 0.19170485,-0.45640466,-0.45576028, 1.97699756, 0.02431541, 4.85938325, 1.38321246
"1H-Indole, 1-(trimethysilyl)-2,5-bis[(trimethylsilyl)oxy]-",-0.747402011,-0.362376655, 0.464380812,-0.825872807,-0.038760698, 0.622781905, 0.424220522, 0.574043569, 1.887480455, 2.339539265, 0.245635563, 0.092512470, 1.047329393, 0.662656680, 0.652276712, 0.693186599, 0.423501918,-0.213484934, 0.009115765
"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.57194636,-0.57104458,-0.57143743,-0.01695206,-0.03594682,-0.57201775,-0.57261352,-0.27610164,-0.57144532,-0.26881248,-0.57216585,-0.57243101,-0.57318756,-0.32693251,-0.41267102,-0.21405571,-0.57322187,-0.57166608,-0.57304902
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",-0.17813696,-0.17454923, 0.01512344,-0.01595018,-0.23122639,-0.28013086,-0.40537385,-0.05255473,-0.03328938,-0.09595503,-0.34769873,-0.09135026,-0.37363627,-0.55247227,-0.41852960,-0.24914912,-0.52500238,-0.23707522,-0.18972374
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid,-0.40318725,-0.40315900,-0.40184226,-0.39248157,-0.38466600,-0.40318949,-0.40320816,-0.39891257,-0.40317155,-0.40318501,-0.40319413,-0.40037995,-0.40322614,-0.40323708,-0.39852870,-0.39763871,-0.40322722,-0.40317847,-0.40322180
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",-0.109633274,-0.111822697,-0.111535089,-0.110801740,-0.111825415,-0.111002388,-0.111262481,-0.111383350,-0.111415670,-0.111824566,-0.111825222,-0.111825819,-0.111827522,-0.111424909,-0.111380994,-0.111358919,-0.111727036,-0.111824096,-0.110995121
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol",-0.388931754,-0.387430663,-0.388084592,-0.385213802,-0.389440211, 0.281694985, 1.583530430,-0.388870538,-0.388097727,-0.388812837,-0.389297129,-0.389738501,-0.390997867, 1.458800901,-0.390488660,-0.389304579,-0.391054979,-0.388465214,-0.390767248
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,-0.181631857,-0.673678052,-0.583098989,-0.678020438,-0.635162170,-0.427465870,-0.504352992,-0.479232753,-0.217414882,-0.449127137, 0.461544088,-0.249360696,-0.181496623,-0.490279149,-0.275173661,-0.291795485,-0.518085202,-0.233852265,-0.507817238
"2-Allyl-1,4-dimethoxybenzene",-0.406599511,-0.492350744,-0.483572017,-0.484265089,-0.489307350,-0.436218030,-0.449001660,-0.446586693,-0.394327303,-0.432372207,-0.358829474,-0.444254728,-0.404684166,-0.473916313,-0.446900974,-0.437199477,-0.492296569,-0.439986956,-0.446013475
2-Amino-4-methylphenol,-0.19931000,-0.24429392,-0.22970310,-0.21299677,-0.24471437,-0.24463285,-0.22403360,-0.24459518,-0.20867995,-0.24458311,-0.24468443,-0.20478783,-0.22810848,-0.20679557,-0.23190856,-0.24468599,-0.23518616,-0.24451038,-0.23492058
"2-Amino-4,6-dihydroxypyrimidine", 0.45829933,-0.55502775, 2.51982290,-0.86408779,-0.86473565, 2.17388181, 2.77690914, 0.68341226, 0.57389700, 0.34611722, 1.89465738, 0.36264266, 1.33781919, 1.04318793, 1.91289526, 0.82048607, 0.36182774, 1.11224411, 0.81633570
2-Aminoadipic acid,-0.382422619,-0.381413962,-0.326113075,-0.379924344,-0.382764276,-0.382502474,-0.299258328,-0.382381485,-0.381862195,-0.382342713,-0.382668133,-0.382964712,-0.336952643,-0.384201297,-0.383468781,-0.382673138,-0.383849319,-0.382109128,-0.383655978
2-Aminobutanoic acid,-0.4904861276,-0.4904858699,-0.4904859822,-0.4904854894,-0.4904862149,-0.3531504936,-0.3482631224,-0.4904861171,-0.3801449772,-0.4092277990,-0.4308981147,-0.4471814739,-0.4207587020,-0.4381146243,-0.4182520728,-0.4187312166,-0.4327629910,-0.4480918490,-0.3691536519
2-Butenedioic acid,-0.4545788146,-0.2716354028,-0.5120916080,-0.2374356708,-0.1768310689,-0.4309502782,-0.5765061310,-0.4529322262,-0.3915392787,-0.3550480821,-0.3875693688,-0.5218169392,-0.4705381412,-0.4730959266,-0.4781754200,-0.4415139139,-0.4987939096,-0.4491950593,-0.4966943320
"2-Butenoic acid, 2-[(trimethylsilyl)oxy]-",-0.31705915,-0.31705908,-0.31705911,-0.31705898,-0.31705917,-0.31705915,-0.31705920,-0.31705915,-0.31705911,-0.31705914,-0.31705749,-0.31705918,-0.31705924,-0.31705927,-0.31705922,-0.31705917,-0.31705924,-0.31705913,-0.31705923
2-Ethyl-3-hydroxypropionic acid, 1.166110405, 1.393128311, 0.465188056, 1.947475575, 0.954844172, 0.135810567,-0.052704873, 0.512955442, 0.513387469, 0.608024836, 0.362598832, 0.527647737, 0.310702525, 0.093285574, 0.283129023, 0.722357885, 0.269810079, 0.574826206, 0.343812546
2-Furoic acid,-0.48725249,-0.45215471, 1.83116922,-0.40032113,-0.49914099,-0.49003117,-0.51321896,-0.48582116,-0.46775168,-0.48447202, 1.58166405,-0.50611546, 1.29245813,-0.54914433, 1.39941006, 1.65833205, 2.55979009, 1.78314087,-0.53016913
"2-Heptanone, 4,6-dimethyl-",-0.245066518,-0.244990128,-0.245023406,-0.244877312,-0.239849648,-0.241196631,-0.245123034,-0.245063403,-0.245024074,-0.239133981,-0.245085112,-0.245107573,-0.245171662,-0.245201225,-0.245145749,-0.238423345,-0.240494558,-0.242949944,-0.238942712
2-Heptenoic acid, 0.40432054, 0.43089718,-0.19709798, 0.60223828, 0.39736213,-0.44281828, 0.44951430, 0.27079007, 0.48252782, 0.32805056, 0.17240308,-0.44358252,-0.44498164, 0.07277217, 0.16896355, 0.23435714, 0.10484960,-0.44216794,-0.44472543
2-Hexen-1-ol, 0.983863324, 1.794071908, 0.492567647, 2.287711008, 1.161202579,-0.940246684,-0.589862187, 0.431261728, 0.432371044,-0.919026664,-0.990099370,-1.224712674,-1.224755131, 0.232682437, 0.464794742,-0.741939762, 0.170872498,-1.224669748, 0.393782772
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-", 1.148523468, 1.156731412, 0.793917822, 1.729015325, 1.023519340, 0.362384422, 0.484954199, 1.035959580, 1.502557249, 2.264365417, 0.459157025, 0.941447445, 0.799180426, 0.902851248, 1.115648114, 1.413314571, 0.994261677, 0.823879505, 0.973504217
