Gene,ctx_direction,Metabolite,cpx_direction,VECPAC r,VECPAC p,VECPAC n,DSS r,DSS p,DSS n,LPS r,LPS p,LPS n,Pooled r,Pooled p,Pooled n,Consistent,Sign,Pooled FDR,edge_direction
ENSMUSG00000022750-C,1.0,L-Glutamic acid,,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000022750-C,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,0,,,0,,,0,1.0,0.0,4,True,+,0.0,
ENSMUSG00000022750-C,1.0,Sulindac,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000022768-C,-1.0,"2-Butene-1,4-diol",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000022768-C,-1.0,5-Nitroso-8-quinolinol,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000022768-C,-1.0,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,1.0
ENSMUSG00000022768-C,-1.0,Benzeneacetic acid,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000022768-C,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000022768-C,-1.0,Sulindac,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000022768-C,-1.0,Trimethylolpropane,,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000022801-C,-1.0,"2-Butene-1,4-diol",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000022801-C,-1.0,"3,3-Dimethylacrylic acid",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000022801-C,-1.0,5-Nitroso-8-quinolinol,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000022801-C,-1.0,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,1.0
ENSMUSG00000022801-C,-1.0,Benzeneacetic acid,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000022801-C,-1.0,Tyr-Val,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000022833-C,-1.0,"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene ",-1.0,,,0,0.5,0.6666666666666666,3,1.0,0.0,3,0.9285714285714288,0.0008629681828999,8,True,+,0.0378249224632949,1.0
ENSMUSG00000022833-C,-1.0,Benzeneacetic acid,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000022833-C,-1.0,Octadecanoic acid,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000022833-C,-1.0,Sulindac,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000022842-C,-1.0,"1-Heptanol, 2-propyl-",,,,0,,,0,1.0,0.0,3,1.0,0.0,3,True,+,0.0,
ENSMUSG00000022842-C,-1.0,"2-Butene-1,4-diol",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000022842-C,-1.0,5-Nitroso-8-quinolinol,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000022842-C,-1.0,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,1.0
ENSMUSG00000022842-C,-1.0,Benzeneacetic acid,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000022842-C,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000022842-C,-1.0,L-Threonine,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000022842-C,-1.0,Trimethylolpropane,,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000022893-C,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000022893-C,1.0,"1-Heptanol, 2-propyl-",,,,0,,,0,-1.0,0.0,3,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000022893-C,1.0,2-Cyanobenzaldehyde,,,,0,,,0,-1.0,0.0,3,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000022893-C,1.0,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,-1.0
ENSMUSG00000022893-C,1.0,Chlorobenzilate ,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000022914-C,-1.0,Benzeneacetic acid,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000022914-C,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000022914-C,-1.0,L-Threonine,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000022914-C,-1.0,Lupinine,,,,0,,,0,1.0,0.0,3,1.0,0.0,4,True,+,0.0,
ENSMUSG00000022914-C,-1.0,Sulindac,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000022974-C,-1.0,"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene ",-1.0,,,0,1.0,0.0,3,1.0,0.0,3,0.9285714285714288,0.0008629681828999,8,True,+,0.0378249224632949,1.0
ENSMUSG00000022974-C,-1.0,"3,3-Dimethylacrylic acid",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000022974-C,-1.0,Benzeneacetic acid,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000022974-C,-1.0,Chlorobenzilate ,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000022974-C,-1.0,Luciferin,,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000022974-C,-1.0,Sulindac,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000022974-C,-1.0,Tyr-Val,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000022983-C,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000022983-C,-1.0,"3,3-Dimethylacrylic acid",,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000022983-C,-1.0,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,1.0
ENSMUSG00000022983-C,-1.0,Adipoyl-L-carnitine,,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000023025-C,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000023025-C,-1.0,"2-Butene-1,4-diol",,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000023025-C,-1.0,"3,3-Dimethylacrylic acid",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000023025-C,-1.0,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,1.0
ENSMUSG00000023025-C,-1.0,Sulindac,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000023025-C,-1.0,Trimethylolpropane,,,,0,,,0,,,0,1.0,0.0,4,True,+,0.0,
ENSMUSG00000023025-C,-1.0,Tyr-Val,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000023064-C,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000023064-C,1.0,"2-Butene-1,4-diol",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000023064-C,1.0,L-Threonine,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000023064-C,1.0,Sulindac,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000023064-C,1.0,Trimethylolpropane,,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000023089-C,1.0,Chlorobenzilate ,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000023089-C,1.0,L-Glutamic acid,,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000023089-C,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,0,,,0,,,0,1.0,0.0,4,True,+,0.0,
ENSMUSG00000023094-C,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000023094-C,1.0,"3,3-Dimethylacrylic acid",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000023094-C,1.0,Chlorobenzilate ,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000023094-C,1.0,L-Ornithine,,,,0,,,0,,,0,1.0,0.0,4,True,+,0.0,
ENSMUSG00000023094-C,1.0,L-Threonine,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000023094-C,1.0,Octadecanoic acid,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000023755-C,-1.0,"4,5-Dihydro-1H-pyrazole",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000023755-C,-1.0,Benzeneacetic acid,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000023755-C,-1.0,Chlorobenzilate ,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000023755-C,-1.0,L-Glutamic acid,,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000023755-C,-1.0,Tyr-Val,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024019-C,1.0,"1-Heptanol, 2-propyl-",,,,0,,,0,-1.0,0.0,3,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024019-C,1.0,"2-Butene-1,4-diol",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024019-C,1.0,2-Cyanobenzaldehyde,,,,0,,,0,-1.0,0.0,3,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000024019-C,1.0,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",1.0,,,0,,,0,,,0,1.0,0.0,4,True,+,0.0,1.0
ENSMUSG00000024019-C,1.0,L-Leucine,1.0,,,0,-0.5,0.6666666666666666,3,-0.5,0.6666666666666666,3,-0.9285714285714288,0.0008629681828999,8,True,-,0.0378249224632949,1.0
ENSMUSG00000024019-C,1.0,L-Ornithine,,,,0,,,0,,,0,1.0,0.0,4,True,+,0.0,
ENSMUSG00000024019-C,1.0,Luciferin,,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000024019-C,1.0,Octadecanoic acid,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024019-C,1.0,Octanoic acid,1.0,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,1.0
ENSMUSG00000024038-C,1.0,5-Nitroso-8-quinolinol,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024038-C,1.0,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,-1.0
ENSMUSG00000024038-C,1.0,6-Nitroveratryl alcohol,,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000024038-C,1.0,Chlorobenzilate ,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024038-C,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,0,,,0,,,0,1.0,0.0,4,True,+,0.0,
ENSMUSG00000024059-C,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024059-C,-1.0,"2,6-di-tert-Butyl-4-(dimethylaminomethyl)phenol",-1.0,,,0,,,0,,,0,1.0,1.4042654220543602e-24,5,True,+,6.447514612070602e-23,1.0
ENSMUSG00000024059-C,-1.0,"2-Butene-1,4-diol",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024059-C,-1.0,Adipoyl-L-carnitine,,,,0,,,0,,,0,1.0,0.0,4,True,+,0.0,
ENSMUSG00000024059-C,-1.0,L-Threonine,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024059-C,-1.0,Lupinine,,,,0,,,0,1.0,0.0,3,1.0,0.0,4,True,+,0.0,
ENSMUSG00000024059-C,-1.0,Methyl lactate,,,,0,1.0,0.0,3,1.0,0.0,3,0.9549937104572924,0.0008055353363017,7,True,+,0.035515166358216,
ENSMUSG00000024059-C,-1.0,Octadecanoic acid,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024083-C,-1.0,"1-Heptanol, 2-propyl-",,,,0,,,0,-1.0,0.0,3,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024083-C,-1.0,5-Nitroso-8-quinolinol,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024083-C,-1.0,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,1.0
ENSMUSG00000024083-C,-1.0,L-Serine,,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000024083-C,-1.0,Octadecanoic acid,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024209-C,1.0,Sulindac,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024220-C,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024220-C,1.0,"1-Heptanol, 2-propyl-",,,,0,,,0,-1.0,0.0,3,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024220-C,1.0,2-Cyanobenzaldehyde,,,,0,,,0,-1.0,0.0,3,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000024220-C,1.0,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",1.0,,,0,,,0,,,0,1.0,0.0,4,True,+,0.0,1.0
ENSMUSG00000024220-C,1.0,alpha-Hydroxyisobutyric acid,1.0,,,0,,,0,-1.0,0.0,3,-1.0,1.4042654220543602e-24,5,True,-,6.447514612070602e-23,1.0
ENSMUSG00000024220-C,1.0,Benzeneacetic acid,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024220-C,1.0,L-Serine,,,,0,,,0,,,0,1.0,0.0,4,True,+,0.0,
ENSMUSG00000024220-C,1.0,Octadecanoic acid,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024220-C,1.0,Octanoic acid,1.0,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,1.0
ENSMUSG00000024234-C,-1.0,"1-Heptanol, 2-propyl-",,,,0,,,0,1.0,0.0,3,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024234-C,-1.0,"3,3-Dimethylacrylic acid",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024234-C,-1.0,5-Nitroso-8-quinolinol,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024234-C,-1.0,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,1.0
ENSMUSG00000024234-C,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000024234-C,-1.0,L-Threonine,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024234-C,-1.0,Sulindac,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024236-C,-1.0,"3,3-Dimethylacrylic acid",,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024236-C,-1.0,L-Threonine,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024236-C,-1.0,Sulindac,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024294-C,-1.0,"3,3-Dimethylacrylic acid",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024294-C,-1.0,5-Nitroso-8-quinolinol,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024294-C,-1.0,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,1.0
ENSMUSG00000024294-C,-1.0,Benzeneacetic acid,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024294-C,-1.0,Chlorobenzilate ,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024294-C,-1.0,L-Threonine,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024294-C,-1.0,Sulindac,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024294-C,-1.0,Tyr-Val,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024349-C,-1.0,"1-Heptanol, 2-propyl-",,,,0,,,0,1.0,0.0,3,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024349-C,-1.0,"2-Butene-1,4-diol",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024349-C,-1.0,2-Cyanobenzaldehyde,,,,0,,,0,1.0,0.0,3,1.0,0.0,4,True,+,0.0,
ENSMUSG00000024349-C,-1.0,"4,5-Dihydro-1H-pyrazole",,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024349-C,-1.0,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,1.0
ENSMUSG00000024349-C,-1.0,Chlorobenzilate ,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024349-C,-1.0,Sulindac,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024349-C,-1.0,Trimethylolpropane,,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000024352-C,-1.0,"3,3-Dimethylacrylic acid",,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024352-C,-1.0,"4,5-Dihydro-1H-pyrazole",,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024352-C,-1.0,Hydracrylic acid,-1.0,,,0,1.0,0.0,3,0.5,0.6666666666666666,3,0.9221722216732094,0.0011108173578061,8,True,+,0.0481369595003417,1.0
ENSMUSG00000024352-C,-1.0,Lupinine,,,,0,,,0,1.0,0.0,3,1.0,0.0,4,True,+,0.0,
ENSMUSG00000024378-C,-1.0,"1-Heptanol, 2-propyl-",,,,0,,,0,1.0,0.0,3,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024378-C,-1.0,"2-Butene-1,4-diol",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024378-C,-1.0,"3,3-Dimethylacrylic acid",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024378-C,-1.0,5-Nitroso-8-quinolinol,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024378-C,-1.0,L-Glutamic acid,,,,0,,,0,,,0,1.0,0.0,4,True,+,0.0,
ENSMUSG00000024378-C,-1.0,L-Threonine,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024378-C,-1.0,Trimethylolpropane,,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000024383-C,-1.0,"1-Heptanol, 2-propyl-",,,,0,,,0,-1.0,0.0,3,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024383-C,-1.0,2-Cyanobenzaldehyde,,,,0,,,0,-1.0,0.0,3,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000024383-C,-1.0,5-Nitroso-8-quinolinol,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024383-C,-1.0,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,1.0
ENSMUSG00000024383-C,-1.0,Benzeneacetic acid,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024383-C,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000024383-C,-1.0,Sulindac,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024384-C,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024384-C,-1.0,"1-Heptanol, 2-propyl-",,,,0,,,0,-1.0,0.0,3,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024384-C,-1.0,"2-Butene-1,4-diol",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024384-C,-1.0,2-Cyanobenzaldehyde,,,,0,,,0,-1.0,0.0,3,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000024384-C,-1.0,2-Methyl-3-pentanol,-1.0,,,0,,,0,-1.0,0.0,3,-1.0,1.4042654220543602e-24,5,True,-,6.447514612070602e-23,1.0
ENSMUSG00000024384-C,-1.0,5-Nitroso-8-quinolinol,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024384-C,-1.0,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,1.0
ENSMUSG00000024384-C,-1.0,Adipoyl-L-carnitine,,,,0,,,0,,,0,1.0,0.0,4,True,+,0.0,
ENSMUSG00000024384-C,-1.0,Benzeneacetic acid,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024384-C,-1.0,Octadecanoic acid,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024387-C,1.0,"4,5-Dihydro-1H-pyrazole",,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024387-C,1.0,Chlorobenzilate ,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024387-C,1.0,Tyr-Val,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024423-C,-1.0,"2-Butene-1,4-diol",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024423-C,-1.0,5-Nitroso-8-quinolinol,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024423-C,-1.0,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,1.0
ENSMUSG00000024423-C,-1.0,Benzeneacetic acid,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024423-C,-1.0,L-Threonine,,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024423-C,-1.0,Sulindac,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024423-C,-1.0,Trimethylolpropane,,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000024472-C,-1.0,"1-Heptanol, 2-propyl-",,,,0,,,0,-1.0,0.0,3,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024472-C,-1.0,1-Octadecanol,1.0,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,-1.0
ENSMUSG00000024472-C,-1.0,2-Cyanobenzaldehyde,,,,0,,,0,-1.0,0.0,3,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000024472-C,-1.0,"3,3-Dimethylacrylic acid",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024472-C,-1.0,"4,5-Dihydro-1H-pyrazole",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024472-C,-1.0,5-Azacytosine,1.0,,,0,-0.5,0.6666666666666666,3,-1.0,0.0,3,-0.9518763181059628,0.0002686632598483,8,True,-,0.0121303532443934,-1.0
ENSMUSG00000024472-C,-1.0,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,1.0
ENSMUSG00000024472-C,-1.0,Adipoyl-L-carnitine,,,,0,,,0,,,0,-1.0,0.0,4,True,-,0.0,
ENSMUSG00000024472-C,-1.0,Chlorobenzilate ,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024472-C,-1.0,Frangulin,1.0,,,0,,,0,,,0,-1.0,0.0,6,True,-,0.0,-1.0
ENSMUSG00000024472-C,-1.0,L-Ornithine,,,,0,,,0,,,0,1.0,0.0,4,True,+,0.0,
ENSMUSG00000024472-C,-1.0,Octadecanoic acid,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024664-C,1.0,"4,5-Dihydro-1H-pyrazole",,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024664-C,1.0,Chlorobenzilate ,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024665-C,-1.0,"1-Heptanol, 2-propyl-",,,,0,,,0,1.0,0.0,3,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024665-C,-1.0,"3,3-Dimethylacrylic acid",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024665-C,-1.0,"4,5-Dihydro-1H-pyrazole",,,,0,,,0,,,0,1.0,0.0,3,True,+,0.0,
ENSMUSG00000024665-C,-1.0,Niacinamide,,,,0,1.0,0.0,3,1.0,0.0,3,0.9518763181059628,0.0002686632598483,8,True,+,0.0121303532443934,
ENSMUSG00000024665-C,-1.0,Sulindac,,,,0,,,0,,,0,-1.0,0.0,3,True,-,0.0,
ENSMUSG00000024666-C,-1.0,"1-Heptanol, 2-propyl-",,,,0,,,0,-1.0,0.0,3,-1.0,0.0,3,True,-,0.0,
