ID,Type,Median Value (DSS),Median Value (LPS),Median Value (VECPAC),Mean Value (DSS),Mean Value (LPS),Mean Value (VECPAC),Comparison p-value (DSS),Comparison p-value (LPS),Comparison p-value (VECPAC),Median Log2 Fold Change (DSS),Median Log2 Fold Change (LPS),Median Log2 Fold Change (VECPAC),Mean Log2 Fold Change (DSS),Mean Log2 Fold Change (LPS),Mean Log2 Fold Change (VECPAC),Mean Log2 Fold Change Direction (DSS),Mean Log2 Fold Change Direction (LPS),Mean Log2 Fold Change Direction (VECPAC),Mean Log2 Fold Changes Consistent,Combined Comparison p-value,Corrected Comparison p-value
ENSMUSG00000020108-P,gene_P,7.219028955381548,7.299739706011485,7.062555821498992,7.031857450827812,7.207832614092248,6.981758538454584,0.000999000999000999,0.04895104895104895,0.07592407592407593,nan,nan,nan,0.16391939646028272,0.1157924175435953,0.14378565798404136,1.0,1.0,1.0,True,0.0003403759280950867,0.2733218702603546
ENSMUSG00000026273-P,gene_P,4.951917631777334,5.216698241120791,4.8230527908236285,5.12939749787499,5.1995727514149355,4.895767459733148,0.18981018981018982,0.07692307692307693,0.14185814185814188,nan,nan,nan,0.12252303475929895,0.11384598845797447,0.11413659320247545,1.0,1.0,1.0,True,0.05441848552239653,0.8191051846590357
ENSMUSG00000022246-P,gene_P,6.453568393927636,6.632557348477747,6.291257101648002,6.493240706114358,6.623601516350546,6.301697848821151,0.6993006993006993,0.9370629370629371,0.6353646353646354,nan,nan,nan,-0.032619241492073715,-0.012116943896170653,-0.02685926285354484,-1.0,-1.0,-1.0,True,0.9409989626878156,0.9851657979639059
ENSMUSG00000020308-P,gene_P,6.559572274845937,6.432214300024019,6.258870296066838,6.44373425816234,6.376204027111921,6.224704955651759,0.2977022977022977,0.2167832167832168,0.18781218781218784,nan,nan,nan,0.04886256468735228,0.06184676905817973,0.03323003181714215,1.0,1.0,1.0,True,0.18362265491577162,0.8773071898804707
ENSMUSG00000050910-P,gene_P,6.608448059353898,6.6045242579786025,6.091272269327597,6.566412780473297,6.600279090835233,6.126188802147156,0.36363636363636365,0.5734265734265734,0.18781218781218784,nan,nan,nan,0.05939610418294804,0.04254463071216446,0.0661159024173988,1.0,1.0,1.0,True,0.3716103280504783,0.8854707883994246
ENSMUSG00000061533-P,gene_P,3.9606072717631013,4.218239993307718,4.043084852930626,3.8111762294387943,4.09731041244059,3.92818149987052,0.43756243756243757,0.2867132867132867,0.30369630369630374,nan,nan,nan,-0.2207146840905183,-0.12253644544152467,-0.1677138005803597,-1.0,-1.0,-1.0,True,0.3659879282526861,0.8854707883994246
ENSMUSG00000102840-P,gene_P,1.2292762252704235,1.0449005473594477,0.9062601705027193,1.2701286505832907,1.220475873608642,0.9494243108136907,0.49535270225675476,0.6637890509214112,0.4617428253910866,nan,nan,nan,-0.5206410085195966,-0.388206479170199,-0.4744110370300833,-1.0,-1.0,-1.0,True,0.7077619529227843,0.9354385944363055
ENSMUSG00000058756-P,gene_P,8.556882761166602,8.826368971924536,8.505291099289174,8.555640740161195,8.79792003825799,8.576561163796754,0.14685314685314685,0.16083916083916086,0.05394605394605395,nan,nan,nan,0.0337453572647015,0.041858421598452676,0.08324453241415433,1.0,1.0,1.0,True,0.038072221709190515,0.8191051846590357
ENSMUSG00000004698-P,gene_P,3.1670828705244363,3.718304873875812,3.8693975849689966,2.8789835937118124,3.593115127809634,3.8913426345010955,0.6063936063936064,0.46853146853146854,0.2397602397602398,nan,nan,nan,0.257162793030301,0.2067069565251976,0.1920536009410065,1.0,1.0,1.0,True,0.49693878319745066,0.8981763836411519
ENSMUSG00000033948-P,gene_P,3.9701189275413293,3.323669168730805,3.2239692584240176,3.535700642930568,3.273781025804181,3.37811321946372,0.23976023976023977,0.16083916083916086,0.1058941058941059,nan,nan,nan,0.4194305548545784,0.36604577195903387,0.37469589401947134,1.0,1.0,1.0,True,0.08832810982027972,0.850171948922128
ENSMUSG00000028655-P,gene_P,2.331552148422223,2.5403176978191047,2.8591601642192246,2.378295941441577,2.424734594037054,2.5210952065278796,0.2855923468144892,0.07552433448990362,0.07580068952147731,nan,nan,nan,0.5701924114141177,0.8273470796030806,1.2062837464650196,1.0,1.0,1.0,True,0.045778094716200944,0.8191051846590357
ENSMUSG00000106032-P,gene_P,1.6581397414091124,1.6171983216374568,0.8594194135879979,1.1779932620253957,1.4559009158153886,1.2198751905786192,0.5322994017433229,0.7987609639171032,0.9398089715070203,nan,nan,nan,-0.7443916502379174,-0.43895787116932855,-0.4410494236551425,-1.0,-1.0,-1.0,True,0.9342608683066662,0.9841756024567136
ENSMUSG00000086610-P,gene_P,1.4581869093949393,1.024244140368041,2.1621742193770936,1.478112868946425,0.9286572448508642,1.7758015692119213,0.13361329979613804,0.42366677452371704,0.2241704846913528,nan,nan,nan,-1.5423951938609541,-1.1698907755867058,-0.8709342793861978,-1.0,-1.0,-1.0,True,0.18910419920128962,0.8773071898804707
ENSMUSG00000026309-P,gene_P,6.843801170268205,6.794312790415974,6.546142197961638,6.785708170901351,6.752758152818149,6.5245293197741505,0.36363636363636365,0.2167832167832168,0.30369630369630374,nan,nan,nan,0.041075303399987946,0.03547218417626927,0.08713822324997732,1.0,1.0,1.0,True,0.2800265045339653,0.8773071898804707
ENSMUSG00000021903-P,gene_P,2.3625675423048196,2.301892742392315,2.3837740583703004,2.154382939529574,2.4694464576780657,2.358974204821835,0.6878533613276654,0.46853146853146854,0.8391608391608392,nan,nan,nan,0.2997648987385511,0.3391468553821851,0.11844560911549287,1.0,1.0,1.0,True,0.8553391848369927,0.9807677376306733
ENSMUSG00000037262-P,gene_P,4.618146777980238,4.266259830301659,4.55397608483936,4.55121521261743,4.362600915082647,4.477027924542883,0.2977022977022977,0.2867132867132867,0.4535464535464536,nan,nan,nan,-0.15777211688441115,-0.09953455101865318,-0.07087473949800738,-1.0,-1.0,-1.0,True,0.3692408794508548,0.8854707883994246
ENSMUSG00000026603-P,gene_P,4.410568746171762,4.476672173666001,4.410041195736786,4.187522000027792,4.326492386286698,4.552744994871763,0.7972027972027972,0.8111888111888111,0.6353646353646354,nan,nan,nan,0.08035575827955875,0.080458562197183,0.045223723629762104,1.0,1.0,1.0,True,0.9388678937990725,0.9842179095569912
ENSMUSG00000005514-P,gene_P,7.77858397002376,8.036330872332332,7.7531258539075765,7.794409731142362,8.00867054118078,7.789624627880893,0.14685314685314685,0.3706293706293706,0.3736263736263737,nan,nan,nan,-0.03896935548500149,-0.022320129177202268,-0.030602627003188453,-1.0,-1.0,-1.0,True,0.25383804736993865,0.8773071898804707
ENSMUSG00000033808-P,gene_P,5.7780075579451164,5.891290019019173,5.467610577103999,5.803531727936513,5.9465255982824266,5.269147283567123,0.5184815184815185,0.5734265734265734,0.3736263736263737,nan,nan,nan,0.049873383170301724,0.03184382649718513,0.06116287482027482,1.0,1.0,1.0,True,0.6233908200985385,0.9138274311519151
ENSMUSG00000015461-P,gene_P,7.353511081292515,7.796060444194375,7.268614800246156,7.272901939426248,7.818150151750341,7.199393135266119,0.6063936063936064,0.6923076923076923,0.4535464535464536,nan,nan,nan,0.04602599959693866,0.023100986791988517,0.04933773833273759,1.0,1.0,1.0,True,0.7681076973079956,0.9551380372293189
