NAME,Feci_LPS_CTRL_934_23022024,Feci_LPS_CTRL_935_23022024,Feci_LPS_CTRL_938_26022024,Feci_LPS_CTRL_940_26022024,Feci_LPS_CTRL_943_26022024,Feci_LPS-CTRL_941REP_01032024
2-Ketobutyric acid,4.0908209672588064e-05,3.639191833267019e-05,3.255935803312797e-05,2.4535257256643036e-05,3.5904306679682945e-05,7.094423427928123e-05
2-Ketohexanoic acid,3.317049166967187e-09,2.288712591576638e-09,0.0,0.0002184093386384633,1.917958704543705e-08,3.698001652892968e-07
"2-Methyl-4,6-dinitrophenol",3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
2-Octanol,5.9082902501027024e-05,2.288712591576638e-09,6.602528415902421e-05,1.5018670435401597e-09,1.917958704543705e-08,8.671316848159171e-05
2-Palmitoylglycerol,3.317049166967187e-09,2.288712591576638e-09,4.4698054493656187e-08,1.5018670435401597e-09,1.917958704543705e-08,4.3071025123608185e-05
"2-Pentenedioic acid, 2-hydroxy-",1.5308412125154441e-06,3.2677213517781227e-06,1.4781676122417061e-05,6.973314190749594e-06,3.042036384063328e-06,4.583419628296123e-06
2-Pentenedioic acid,3.317049166967187e-09,2.288712591576638e-09,0.0,9.107782903386053e-06,1.917958704543705e-08,2.3773058557190056e-05
2-Piperidinone,3.317049166967187e-09,2.288712591576638e-09,0.0,1.2323662411938441e-05,1.917958704543705e-08,3.698001652892968e-07
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",1.6150478282736578e-06,2.9318075602327214e-06,5.245461032053393e-06,1.816004922937347e-05,7.31820055108666e-06,3.698001652892968e-07
2-Pyrrolidinone,1.2549232521950219e-05,1.3257876091019894e-05,1.2621640375920451e-05,2.144329071869341e-05,1.939805458292396e-05,1.3139300277277377e-05
2-tert-Butyl-4-ethylphenol ,3.639191833267019e-05,3.14905036478822e-05,2.553707235007485e-05,2.6443296428767492e-05,1.917958704543705e-08,3.698001652892968e-07
3-(3-Hydroxyphenyl)propanoic acid,1.5770150150179934e-05,4.1900804264210476e-05,6.345107672537229e-06,5.980927869482815e-07,5.2490809331960696e-05,2.0930048338659614e-05
"3,3,5-Trimethylcyclohexan-1-ol",3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
"3,4,5-Trihydroxypentanoic acid",3.317049166967187e-09,1.536592651890115e-05,3.8898952913478864e-05,1.5018670435401597e-09,4.4778905346350206e-05,8.784195921187054e-06
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino",1.4128713087854016e-05,1.3670646908920618e-05,2.0205229072842662e-05,2.466747331644314e-05,2.5077891059761747e-05,4.0178073401525405e-05
"3,4-Dihydroxy-5-methyl-dihydrofuran-2-one",0.0004725347637259834,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
"3,4-Dimethoxymandelic acid",5.356181458473537e-05,2.6110884570729686e-05,3.68588820721443e-05,3.2150133015745745e-05,2.532296107365242e-05,1.1406293571200671e-05
"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine",3.8445826984084885e-05,2.288712591576638e-09,1.6450359872157634e-05,1.636421583195918e-05,1.954234271801049e-05,2.929367821373273e-05
"3,5-Dimethylphenol",6.602528415902421e-05,5.525347507631488e-05,0.0,4.3071025123608185e-05,1.917958704543705e-08,3.698001652892968e-07
3-Amino-2-piperidone,1.4864586454833723e-05,2.288712591576638e-09,3.730631084829245e-06,1.887068240475639e-05,8.392569043058912e-06,3.698001652892968e-07
3-Aminoisobutyric acid,3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
3-Buten-2-one,3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
3-Deoxyhexitol,3.317049166967187e-09,8.837618555691014e-06,4.662089489572254e-06,5.393937924956675e-06,6.0356557680024845e-06,3.698001652892968e-07
"3-Ethyl-3-methyl-pyrrolidine-2,5-dione",1.4716248240761122e-05,1.3084543348858826e-05,1.8484160585226226e-05,1.0386845766700366e-05,2.6590830101793257e-05,1.4327388252791498e-05
3-Hexenedioic acid,1.8484160585226226e-05,1.2688530071147203e-05,5.9854742218891424e-06,3.8097625508830284e-05,1.4781676122417061e-05,1.887068240475639e-05
"3-Hydroxy-2,3-dihydromaltol",7.486126882586817e-06,1.0386845766700366e-05,4.989954409022189e-05,2.173879122112292e-05,8.671316848159171e-05,1.1761973782469905e-05
3-Hydroxybutyric acid,2.8126265711123824e-05,9.834354199581247e-06,1.5867786125519386e-05,3.0457762562984163e-05,1.0514066459711718e-05,1.536592651890115e-05
3-Hydroxyisovaleric acid,3.317049166967187e-09,2.0205229072842662e-05,3.272055131890429e-05,2.4883588265839864e-07,2.847141846008686e-05,3.698001652892968e-07
3-Methyl-2-furoic acid,2.0379725737047206e-05,3.467651619542703e-05,4.1900804264210476e-05,3.978726080323576e-05,2.360173208743259e-05,3.698001652892968e-07
3-Methyl-2-oxovaleric acid,3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
3-Methylvaleric acid,3.317049166967187e-09,2.288712591576638e-09,9.268868110722537e-06,1.5018670435401597e-09,2.5522233466767726e-06,3.698001652892968e-07
3-O-methyl-beta-D-Glucopyranose,3.8097625508830284e-05,2.288712591576638e-09,0.0,3.610404236468578e-05,1.9383192840030995e-06,3.698001652892968e-07
3-Oxo-1-cyclohexene-1-carboxylic acid ,3.317049166967187e-09,2.288712591576638e-09,0.0,0.00011183143908487498,0.00019189117591188157,3.698001652892968e-07
"3-Pentenoic acid, 4-methyl",3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,5.6505639569651595e-05
3-Pyridylcarbinol,7.932715454133417e-06,5.78660675571529e-06,2.1143605220811348e-05,1.7967467463707408e-05,2.1143605220811348e-05,1.816004922937347e-05
3-hydroxypalmitic acid,3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
3-Undecene,1.5867786125519386e-05,1.1630028902558375e-05,9.980623081251986e-06,5.627939780306909e-06,1.777017388964433e-05,2.6261233016509606e-05
pyrazole,1.1350290953525683e-05,2.2960613279423694e-06,0.0,2.360173208743259e-05,1.917958704543705e-08,7.55108067730924e-05
4-hydroxy-3-penten-2-one,3.101308615054718e-05,2.288712591576638e-09,0.0,1.5018670435401597e-09,3.2150133015745745e-05,3.698001652892968e-07
4-Aminobenzoic acid,6.0356557680024845e-06,4.3289659680156704e-05,0.0,3.668528476094923e-05,2.541312102594124e-05,3.698001652892968e-07
4-Coumaric acid,1.0514066459711718e-05,8.49036634763833e-06,2.3773058557190056e-05,4.305619201828444e-06,0.00010163574140592947,3.698001652892968e-07
4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,1.6450359872157634e-05,1.3777551865963965e-05,2.4838934877711078e-05,1.2128426444807097e-05,2.3773058557190056e-05,2.4064840669503074e-05
4-Hydroxybenzaldehyde,9.425500260985755e-06,9.486867271749878e-06,1.2072245970380529e-05,3.7169703533636976e-05,1.5087445303643446e-05,1.1009017472615811e-05
4-Hydroxybenzeneacetic acid,5.120879916819872e-06,1.630278901584779e-05,9.425500260985755e-06,2.0930048338659614e-05,2.1643036174431583e-05,1.6450359872157634e-05
4-Hydroxybenzoic acid,2.3783645125629813e-06,1.1350290953525683e-05,7.817249984686151e-06,3.8898952913478864e-05,7.932715454133417e-06,1.1630028902558375e-05
4-Hydroxybutanoic acid,3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
4-Hydroxyphenyllactic acid,3.2677213517781227e-06,2.288712591576638e-09,2.6110884570729686e-05,1.1823612346456874e-06,8.355607329454319e-07,3.698001652892968e-07
4-Methoxyphenol,2.541312102594124e-05,2.532296107365242e-05,2.735531444564817e-05,2.8667740313560866e-05,2.4323677545534385e-05,2.4323677545534385e-05
4-Methyl-5-thiazoleethanol,1.3139300277277377e-05,2.3773058557190056e-05,1.2016705068176967e-05,1.7390712391228288e-05,1.4327388252791498e-05,1.3670646908920618e-05
4-Methylvaleric acid,2.553707235007485e-05,2.5077891059761747e-05,8.392569043058912e-06,1.5023138006759788e-05,9.834354199581247e-06,2.144329071869341e-05
"4-Nonanone, 2,6,8-trimethyl",3.317049166967187e-09,2.288712591576638e-09,3.375311155399184e-05,2.024810516425435e-05,1.917958704543705e-08,3.698001652892968e-07
4-Pyridinol,1.954234271801049e-05,9.268868110722537e-06,8.280633464815508e-06,2.735531444564817e-05,1.514970413027093e-05,2.360173208743259e-05
4-Pyrimidinamine,3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,4.1436507173324335e-05
4-hydroxycyclohexylacetate,3.863825895123967e-07,2.288712591576638e-09,5.508355273131858e-06,5.525347507631488e-05,1.917958704543705e-08,3.698001652892968e-07
"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine",3.317049166967187e-09,2.288712591576638e-09,1.0643475286929393e-05,1.5018670435401597e-09,2.3783645125629813e-06,3.698001652892968e-07
"5,8,11-Eicosatrienoic acid",1.536592651890115e-05,2.1143605220811348e-05,0.0,3.50469864040057e-05,3.0624966559567074e-05,9.834354199581247e-06
5alpha-Ergost-8(14)-ene,3.317049166967187e-09,0.0004725347637259834,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
5-Amino-1-pentanol,3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
5-Aminovaleric acid,6.7727348997407e-06,2.288712591576638e-09,1.1823612346456874e-06,1.5018670435401597e-09,4.463384885273438e-06,2.6787585419746015e-05
"5-Androsten-17alpha-methyl-3beta,17beta-diol",3.317049166967187e-09,1.4327388252791498e-05,0.0,1.5018670435401597e-09,6.0345631302352746e-05,1.2621640375920451e-05
5-Henicosylresorcinol,3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
5-Hydroxy-2-methylpyridine,0.00019189117591188157,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
5-Hydroxymethyl-2-furoic acid,3.317049166967187e-09,2.288712591576638e-09,3.0457762562984163e-05,2.8126265711123824e-05,1.917958704543705e-08,3.698001652892968e-07
5-Methyluridine,3.317049166967187e-09,2.288712591576638e-09,5.393937924956675e-06,5.383517191631775e-05,2.144398281291842e-06,3.698001652892968e-07
5-Oxohexanoic Acid,7.55108067730924e-05,2.288712591576638e-09,3.467651619542703e-05,1.5018670435401597e-09,1.8954218216158324e-05,5.9854742218891424e-06
5-hydroxy-n-valeric acid,3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
6-Hydroxyhexanoic acid,3.317049166967187e-09,4.9066704346016666e-05,0.0,2.2395648107797876e-05,2.7137523246680706e-05,3.698001652892968e-07
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",1.6855473654435217e-05,1.603110529073754e-05,1.7390712391228288e-05,1.5770150150179934e-05,1.7005674772614e-05,4.3289659680156704e-05
8-Hydroxy-5-(hydroxymethyl)quinoline,9.746818746062618e-07,9.075507640204865e-06,7.55108067730924e-05,4.149837448191821e-06,1.917958704543705e-08,7.31820055108666e-06
8-Hydroxyquinoline-2-carbaldehyde,3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
"9,12-Octadecadienoic acid",3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
9H-Purin-6-ol,5.401630854028379e-07,1.9383192840030995e-06,2.144398281291842e-06,3.0624966559567074e-05,2.4840393181237777e-06,3.698001652892968e-07
