NAME ,CSF 75 103 20122021,CSF 106 20122021,CSF 105 21122021,CSF 101 102 104 21122021,CSF 81 83 108 113 21122021,CSF 109 21122021,CSF 110 21122021,CSF 113 20122021,CSF 88 118 21122021,CSF 89 PROVA 07122021,CSF 115 116 121 122 21122021,CSF 118 120 21122021,CSF  96 20122021,CSF 70 21122021,CSF 97 21122021,CSF 123 124 126 20122021,CSF 129 21122021,DSS 71+77+T0.5 090224,DSS 72+74+T0.8.2 090224,DSS 73 090224,DSS 76 090224,DSS B896 090224,DSS T0.5+B897 090224,DSS T0.7 090224,DSS T0.8 090224,DSS 79+111+80+902 090224,DSS 114+107 090224,DSS BT1.8 090224,DSS T1.5+T1.7+902 090224,DSS T1.6+901 090224,DSS 85+86+T3.8+78+906 120224,DSS 91  120224,DSS 117  120224,DSS 122+90+87  120224,DSS 906+T3.8 120224,DSS 907  120224,DSS T3.6  090224,DSS T3.7  090224,DSS 93+126+T5.6 120224,DSS 95+127 120224,DSS 129+94+128 120224,DSS 911+T5.6 120224,DSS 912  120224,DSS T5.5+T5.8  120224,DSS T5.7 120224,3297 VECPAC 190224,3354+3353VECPAC 190224,3369+3673+3371+3677 VECPAC 190224,3674+3677 VECPAC 190224,3677+3688 VECPAC 190224,3679 VECPAC 190224,3680+3629.1 REP VECPAC 200224,3681 VECPAC 190224,3687 VECPAC 190224,VECPAC 3678+3675 120224,3296+3296.1 VECPAC 200224,3306+3296+3296.1VECPAC 200224_2,3328+3356 VECPAC 190224,3330+3347+3689 VECPAC 190224,3352+3370+3689 VECPAC 200224,3355+3364+3665 VECPAC 200224,935 CTR LPS CSF 070224,936 CTR LPS CSF 070224_2,937 CTR LPS CSF 070224,938+942 CTR LPS CSF 070224,939+940.2 CTR LPS CSF 070224,940+934 CTR LPS CSF 070224,941 CTR LPS CSF 070224,942 CTR LPS CSF 070224,943 CTR LPS CSF 070224,"944+946 CSF 2,5H 080224","945+949 CTR 2,5H CSF 070224","948 CSF 2,5H 080224","950+951+947 CSF 2,5H 080224","952+953 CSF 2,5H 080224",954+961 CSF 24H 080224,955+961 CSF 24H 080224,956 CSF 24H 080224,957 CSF 24H 080224,958+963 CSF 24H 080224,959 CSF 24H 080224,960+962+963 CSF 24H 080224
"2-Hydroxy-2',4',6'-trimethoxychalcone",0,0,0,0,0,0,0,0,0,0,0,1885.230951,1298.59964,1670.071664,2096.539784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264.744327,0,0,0,0,0,0,0,0,7332.331171,0,2850.711389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6541.592507,0,0,0,0,0,658.48132,5406.944689,0,568.075392,1606.640773,0,0,0,0,210.4567674,0,0,110.2772985,0,0,0,24.96392591,0,0
2-Hydroxy-3-methylbutyric acid,22.39045465,395.5336743,430.0754256,0,801.5843523,443.9565334,966.9753885,582.4115007,940.2770005,163.6792906,250.5176653,1581.607027,0,355.4179537,312.1941372,1250.666883,381.1041754,162.4290053,234.8541041,631.8739902,538.9740385,545.5087883,249.1515413,433.7336386,613.6807115,386.4190918,426.4704192,644.214835,898.5723169,480.4709843,719.8241395,0,788.5010058,589.1569909,591.099238,862.2022918,470.6736177,369.6023395,518.5950199,454.636557,763.4700618,591.4240906,517.4954147,622.2198143,517.9789507,282.9407671,94.88458274,101.2615754,1281.041025,1369.953922,0,0,72.35145142,974.603266,554.4707727,163.7619445,2.443253784,1180.597014,1161.993893,267.153315,848.6763591,495.8595242,798.3178429,850.5804643,869.4893406,624.8200344,589.1465428,2.291548921,464.9771307,733.9412444,652.9819283,629.0865458,509.9496129,254.941523,607.0370321,392.0688251,547.5935049,324.4461637,467.7902629,215.6131949,453.4177217,483.0747594
"2-Hydroxymethyl-17alpha-methylandrosta-1,4-diene-11alpha,17beta-diol-3-one",0.700700212,103.7541084,44.08923329,0,0,0,0,0,44.60150892,0,0,92.98179111,45.67600159,97.41497511,39.52972717,61.61804277,0.726720708,0,0,0,0,0,0,0,0,0,0,0,0,0,645.9611295,0,0,0,0,0,77.12725063,0,0,151.6527174,0,0,0,0,0,0,0,0,0,0,0,0,0,340.8382452,0,0,0,0,159.0138105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656.0558232,0,0,0,0,0
2-Isopropyl-5-methyl-1-heptanol,148132099.4,137243939.1,90744642.32,107436564,107821256.1,138547304.5,97842966.02,112392077.2,104581432.9,198195095.6,116558763.7,99423123.63,95555301.79,104684594.1,121510651.9,148842715.9,96219889.95,84358171.3,0,0,497143611.7,0,0,0,0,0,0,390988832.6,0,0,625524367.8,0,0,0,373094387.7,0,0,1229448743,0,0,0,0,135942338.7,0,0,0,0,0,264159328.6,0,190904286.6,497749637.5,147208982.4,103479852.8,201176155.5,0,0,201943535.8,0,0,299949908.3,0,0,0,0,0,74909032.28,0,0,0,0,0,0,0,0,0,0,0,0,0,2427466308,0
"2-Methyl-1,3-butanediol",9611215.586,9144172.147,5909672.134,9445700.78,10002435.14,18681840.6,28116884.96,7308456.56,11768677.16,9781818.343,6485524.223,7694965.18,4907241.828,4151413.334,5728962.258,9694077.198,4013703.117,9032636.553,5392603.34,15359454.71,7900643.129,7169063.814,7715378.885,6381589.531,7200437.224,13951051.99,6877681.118,4373783.291,11555488.77,7070443.548,18643378.82,11318213.62,12954817.6,16336698.2,13045730.94,6112263.685,6341074.334,10978292.29,9937672.639,9273420.713,9513357.299,8948228.226,8358177.555,10333964.02,5483824.46,10109870.34,7438659.523,8894693.23,15576228.89,6991752.953,5790519.5,9665467.471,6488768.64,6863885.752,5660738.392,8712910.602,9143801.259,5506511.256,9892465.148,13590872.43,22563923.36,8563931.21,6085638.418,9932745.138,8233491.441,12898307.11,7753768.509,7235351.056,4217240.127,6979841.635,14246418.33,24740073.05,13846754.49,11499462.02,10740359.54,6744598.514,5985288.936,5953446.719,7696792.493,8431113.285,7634632.047,11250273.66
2-Methyl-3-pentanol,97258.14871,75015.40624,129802.718,64739.60567,104064.977,79667.62775,135367.1386,116757.3193,108222.888,42599.44244,102372.4913,128432.9793,102467.5877,34964.97131,76883.37315,81221.05352,101480.763,0,0,0,94373.0226,87876.01895,0,201213.6768,0,0,0,0,127198.3907,0,281995.8561,399956.2006,41741.9885,51320.20221,119187.4022,417346.268,0,0,42805.20012,29893.65619,348346.1026,107170.9806,118090.1425,99668.30173,36341.16311,0,0,1488299.756,0,0,0,0,0,0,0,0,0,0,0,0,0,74096.94008,130657.7002,75706.70499,0,129617.9057,129011.0443,0,145045.0574,156087.5699,0,180374.6923,316149.7135,0,0,331773.8512,284872.2505,0,0,0,0,0
"2-Methylcyclohexanol, (Z)",125452.9468,182456.1978,109450.2535,1373.181616,128356.7446,68541.76347,22702.93353,198374.9665,126414.6684,0,73974.30912,142588.5139,122459.1135,71994.79761,168901.277,128962.4338,125201.7195,121291.3172,61146.28643,225949.1299,146354.5182,119963.5915,187257.3916,98919.37603,108272.4936,54834.95946,102102.8515,54848.31728,133994.8385,105063.5426,129686.6761,116562.1587,127135.6,100523.3588,99866.94357,93154.56159,0,78464.76358,57234.28016,96173.90443,74701.75332,73648.21826,131104.9636,187015.1958,74832.71276,68599.78647,242228.5367,83552.37919,78997.89865,102761.7442,130627.7441,53338.93481,147551.1427,71403.95599,54964.7223,159203.5717,46919.64223,54186.53383,54933.27695,282169.7097,60048.25162,69803.56336,117974.0074,82830.09293,77449.1466,57064.50045,82816.00595,84452.6333,23502.237,46514.29853,160947.3905,68485.87392,203284.9787,218052.8674,155011.9654,128645.5377,131326.9199,112469.4022,74527.83627,131117.6888,120217.9634,73582.86855
"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",5615897.801,4077303.253,2741706.627,7025408.426,3796623.57,6720083.749,4529959.962,3814652.022,4122395.074,2141419.828,5521271.097,4259267.388,3655352.773,4862478.133,4211654.388,4622945.358,3983534.345,8631214.013,4765376.966,0,4283262.319,3772527.757,4898634.477,0,4309160.425,3038633.308,0,3302943.063,4654210.761,4988673.152,7020194.068,4386861.697,4449912.305,7159296.816,8050805.937,4937696.379,2248984.573,6519148.236,0,7587133.712,6816584.127,0,5262032.784,13602284.08,0,0,0,0,0,0,0,0,0,0,10612298.72,0,0,0,60636598.97,0,0,3715488.089,0,6500577.285,4279793.521,8736511.217,3096213.266,0,3863856.349,4764404.317,4609103.348,9044367.063,6792352.774,7050736.069,5099722.344,5491087.487,0,4379562.771,5232013.838,10858388.48,0,0
2-Naphthol,102110.9507,112330.5382,69164.01245,182024.7979,197669.9688,316184.8309,172835.5157,100056.5749,76115.82066,66193.86721,101115.5575,78642.00452,84351.88239,67241.53334,78018.16032,159872.1907,61458.10775,385584.7497,122504.7647,218174.2456,97814.15094,78320.84238,229082.846,84005.95815,83096.38848,114052.3491,102052.2739,45092.57731,66148.61914,77601.15747,181879.9736,55304.46218,94598.84063,135620.3982,56094.24114,46598.29467,73080.81721,169119.8193,99846.58059,91117.143,161995.7552,145275.3059,53132.55358,202856.5674,65878.72411,65435.40092,301712.6106,0,180624.7002,189269.9312,84334.62249,91397.68036,79413.52498,66227.97963,6379.712704,111244.6594,81161.14758,114186.4905,110928.5587,205409.9946,218518.9287,109814.7251,91485.12985,155755.0727,120391.1212,145210.1194,130625.8441,220939.2289,57658.55631,93249.60929,14296.78597,168715.1322,150215.8772,217073.9047,102913.924,90778.57196,66193.35184,56120.90659,154572.9007,150017.5808,81403.87588,124515.5809
2-Norbornanemethanol,562992.6267,3883494.995,3314407.116,48175.65707,4587782.679,828624.4591,5730930.63,3008750.804,3212032.493,0,1992767.686,7281493.644,2501057.906,2080861.968,2815260.812,0,4547770.185,0,0,0,0,0,0,0,76417606.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40405492.07,0,3261711.372,0,0,0,0,0,0,0,21813676.01,9321250.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26178277.81,0,0
"2-Oxiraneethanol, 2-t-butyldimethysilyloxymethyl- acetate",105988.2977,255759.3326,69872.4158,41457.34059,191770.1809,200180.8157,267019.834,246450.3349,155756.6148,0,58826.68955,211734.0299,94164.61302,29851.39788,134204.9399,0,160635.8893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548069.4201,0,0,731753.1523,0,0,0,0,0,0,847680.2417,0,0,0,0,619387.0247,0,0,0,0,0
2-Pentadecanone,0,131.1766119,0,119.5996142,0,96.64046053,0,115.9168208,117.5129342,0,0,121.2646694,101.4675376,0,124.9548296,0,0,81.35307799,36.30708318,71.56871313,51.26031116,43.25108132,67.01419374,23.42631713,44.74723361,46.86324175,53.24979145,45.27227272,121.1352822,48.16734957,106.4019713,30.26373241,48.72420815,53.46746104,29.15784038,33.64450443,0,80.93186611,41.91482836,54.1400778,110.9955995,56.92308481,34.32815348,67.79393773,47.04604392,22.18504734,86.79918213,47.19931878,75.88392336,39.69517875,18.36215746,68.09097997,23.90542255,26.90465194,48.72578426,87.12958004,48.50992444,55.36767933,59.05837466,90.47650059,75.6201563,37.60190826,46.69263125,80.19472567,48.16644786,76.3428613,0,88.41026957,22.84776583,62.05312059,85.33456713,90.59986156,42.87866184,76.07966187,69.04548588,66.48757359,37.93696886,46.14299092,55.28218133,61.23151227,53.68274811,0
"2-Pivaloyl-1,3-indandione",40163.25883,17838.07462,38184.11166,14154.83984,0,0,0,0,0,0,0,0,30718.10943,0,39159.11868,0,48089.614,0,4965.423764,0,0,0,0,0,0,5485.472502,6808.338435,0,41102.04825,0,0,0,57174.37466,53851.27838,0,9532.94955,0,32031.53844,6365.804484,0,114483.0754,37003.53389,0,7231.430292,0,0,202063.3327,12813.96333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Propyl-1-pentanol,10603663.5,8009768.907,9281036.611,9645312.088,9163975.441,10444594.28,9868355.555,7741383.193,8949293.235,10454039.38,9199714.377,8455224.279,7269032.673,8344143.412,8769633.681,9210423.525,8416402.762,0,9184552.073,0,1888663.689,10550473.54,3504720.51,7547068.84,7686370.319,10300089.57,0,9169631.969,11016808.34,13310914.75,15896152.18,9433041.867,9423007.712,14782041.93,5231134.437,9813342.64,0,20012268.23,14156231.01,14250693.66,20101091.93,6854445.921,10125243.42,12122194.22,7000282.72,0,0,0,14924222.18,14161692.5,9441912.351,11279025.26,9166503.818,12179206.37,13980212.15,11145840.26,9850713.543,11624988.52,11234782.83,15788309.07,0,1791376.56,370200.9904,12329035.18,1953839.156,10722128.88,2468295.802,17499878.51,8184739.651,10029369.49,12042638.75,16333522.98,3626563.894,15041894.67,9501333.631,12805406.04,418622.4357,7592074.501,13541813.24,14667587.08,9773488.859,9326538.808
2-Pyrrolidone-5-carboxylic acid,1209537611,753794917.1,858864089.6,399438859.8,881903561.8,672456879.5,683460845.1,808611954.2,924599185.7,207686735.3,502593623.7,786834020.2,711202259.9,438193207.2,695026059.6,3982881392,644758880.4,670451102.7,251631105.7,629271985.4,815469377.2,894788088.1,1117834854,2253004799,1056194654,1136225035,808782903.7,531392240.4,674574818.5,537450933.7,1567242404,589008769.5,666893125.6,894080428.8,1667297561,569548528.7,496959439.4,753571024,751316025.6,1354809239,1294294958,608897135.5,933788099.3,976868643.7,470801797,421307439.1,477537809,695607227.9,864663149.7,1139638087,618533588.5,576412547.1,537320757.6,635949839,399731051.4,515830563.6,798874503.7,1050654124,1547950266,2538679486,1451280461,595150422.3,1295361492,801399178.7,0,1730676535,57672521.82,312712024.2,676351915.5,1160742829,1416256982,2200650566,833639850.5,583567662.7,1884187116,957741498.6,381349059.5,408955459.8,600980444.7,249554574.5,948285466.4,1634101208
"2-Thiophenecarboxylic acid, 4-cyanophenyl ester",0,0,145721966.8,0,5582923297,4013214675,2993485004,9002861541,2615804904,0,317190504,5660589176,6272241815,2354191239,3587114263,0,1766212285,0,0,0,0,0,0,0,0,0,0,0,0,0,485817039.2,15026706890,0,0,0,0,0,0,0,0,0,0,12768770893,0,44702435694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",1594109.466,1672899.422,2625128.825,1097450.323,1672666.391,1784870.911,2126240.72,1657662.89,1813099.625,16301087.84,1900568.677,1826431.756,1628428.458,1860133.211,1597039.674,2177634.415,1848561.71,2483098.597,2032380.54,887253.4193,1948592.028,2818350.01,3262253.959,2573718.647,5299546.329,1875969.947,3817602.152,3767364.019,2847420.84,2191760.546,1800690.188,2458316.219,2609969.218,1970757.525,1986548.749,2112502.048,3257504.66,5454722.332,1407571.255,1962719.641,2884794.733,2116536.355,3548690.514,3150123.831,1893971.16,1923601.852,2241514.339,3441078.077,2934023.681,2157207.61,712195.6571,2934534.2,2652724.903,1690721.632,2122978.779,2499866.638,3011678.526,3367098.315,3001018.891,4856965.644,2978922.374,1107787.692,2102257.201,3439468.299,3568071.053,4339631.092,2064278.582,1610724.084,2964695.518,4352031.752,2916000.234,4819002.408,1609144.711,1561912.446,2008504.523,2683178.535,1753338.641,1788688.63,3089863.732,2658900.374,2843900.995,2534166.594
3-(4-Methoxyphenyl)coumarin,75057.63151,105202.3008,66672.55789,0,315173.0541,1688906.216,562863.246,62434.47186,0,593.4498771,234948.4627,0,103998.3377,0,0,443814.2116,0,0,0,0,0,0,1996742.17,0,0,0,787189.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3243750.606,0,0,0,0,0,1293217.735,607670.4797,1467013.723,23450.71029,0,0,19506.026,0,0,0,0,0,33530.9162,0,2596588.039,0,729644.7401,0,769717.1384,0,178157.5323,0,0,0,0,0,0,0,0,0,43933.01002,202720.8776,0,0,0
"3,3-Bis{4-[(trimethylsilyl)oxy]phenyl}-2-benzofuran-1(3H)-one",1196657559,985246781.3,797780703.9,1389647655,690518814.8,898607358.8,707910754.1,643863841.2,702836303.7,219897965.2,1241059523,806813173,730542050,1009066215,1151991702,1204528395,1051770490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15186094418,10225946756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14521166385,0,0,0,0,19059030881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,3-Dimethylacrylic acid",1791946.836,2149241.801,1515136.613,2309310.924,2400593.347,5306982.883,3185297.18,2050803.477,1513785.931,1162524.713,1886808.919,1754682.371,2200628.265,832348.3101,2190861.932,3713357.824,1437285.227,0,7572207.847,0,0,0,1532309.205,0,7611947.847,0,8117685.597,0,0,0,0,0,0,0,0,0,0,2839908.69,0,11311166.18,0,4359570.341,8558721.829,1977703.649,7721408.434,0,3747571.678,2618013.898,3040321.523,2323059.427,0,2047544.673,1643861.842,1580507.853,333048.0539,3334360.825,1530741.235,3206177.208,1950225.138,5034098.491,2811970.793,0,0,4909470.806,0,4323882.041,0,7033070.998,0,0,0,0,0,8570541.618,0,5228295.516,0,5833730.552,0,10302980.68,0,0
"3,4-Dihydroxybenzaldehyde",29145876.48,5462815.454,6045329.331,1107121.908,6965708.422,7067847.21,5006868.238,5370419.191,6731257.524,81890116.82,4988175.148,5280099.485,1939037.351,2744756.259,2110571.201,82251189.71,4159675.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10286388.43,14960695.99,0,25072897.29,19616392.63,18385343.59,18120906.92,8239508.407,10281987.84,0,11502244.68,16454446.66,12353597.89,22421997.3,18301684.81,37076604.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,4-Methylenedioxyamphetamine",15836027.35,118852479.6,3611424.86,0,0,57073383.03,60678610.43,20856656.4,15708876.48,0,13014690.3,7218055.042,707484768.5,24642055.65,13090979.47,3569686.876,588514707.2,0,181941492.6,281076335.9,0,159087173.8,137264666.5,0,0,164308767.4,116766932.2,114845349.8,104021358.8,158203519.2,163145445.4,144810489.8,0,0,0,0,116064689.8,123198750.9,92716892.33,227243391.5,18682.85889,153737457.4,89697888.08,182802021.3,6946766.982,223841486.1,823717358.2,303314868.7,5618.717487,0,202109773,79421.75427,7793.21655,0,0,0,8293.252262,0,0,0,0,0,283954340.3,153668931.4,144802833.6,87873133.37,5448.491015,0,377338.1338,17108.66065,130200245,0,1285110.343,462783333.9,132431651.5,149571698.7,0,0,301742139.1,189710241.9,0,0
"3,5-Dimethoxy-4-(tert.-butyldimethylsilyl)oxybenzaldehyde",266746505.4,201937770.8,272883141,175826337.4,219379458.6,249755860.4,268321044.9,177357855.7,202436014.2,1968295166,216958746.7,215597684.4,189027262.9,226550739.7,201813681.2,204897881.4,223028414.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229632801,0,0,0,0,8797589542,0,0,0,0,0,0,0,1497003691,0,444346604.4,2927316636,0,0,0,0,289745835.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,5-Dimethylphenol",35882.93837,33654.43155,25637.44443,35304.08997,38076.306,37864.86777,30436.81813,42234.76257,32062.66893,31265.0796,37915.14991,35528.9122,32661.04821,31483.95567,31278.63897,42840.32174,29002.01067,41645.17791,66548.0082,39400.77308,24989.83396,22045.39697,100282.698,18350.26105,25259.00359,24093.49394,29328.50227,22066.90886,23511.13031,104065.8697,32417.5719,17426.03876,24037.93429,27450.36093,15617.48295,18327.09098,72129.5821,35022.32349,25015.96463,24149.27267,40228.01962,24677.37289,17525.28216,32865.43167,11971.71027,25350.81166,71424.53939,51902.56609,40103.59608,41309.31962,29023.02185,25276.36772,32973.88427,25215.52755,18571.06039,30024.74425,20528.93413,33558.50468,28739.89613,34644.5356,40180.40324,0,61194.21593,26998.05844,22865.7165,24056.35705,29825.39261,39775.77699,17117.03372,21308.62357,0,89185.65814,31740.39298,58942.66318,27092.61378,23815.57077,28210.85359,24037.9588,80993.17901,29371.65569,83804.65212,0
3-Amino-5-methylisoxazole,1616234.411,4437745.115,5959285.278,263536.3024,1179298.017,3671649.268,1650291.072,5974068.168,4329908.734,57131513.27,1005344.486,7443272.911,5169852.972,5843788.788,8104487.925,252125.7749,11320710.27,19845219.64,8244704.024,12538841.94,6059645.59,7890619.214,10553487.91,7452890.203,7838581.908,7251553.073,5404106.729,4780790.614,4540600.048,2920887.914,12072409.16,2688764.811,4854657.171,10129643.89,2738176.949,2712483.258,3872858.553,11678641.88,6305531.027,8372077.605,15878621.25,8327082.215,4821237.829,4380286.098,2309549.922,2526405.67,15050634.34,11559194.58,12058570.85,8374541.043,0,6366981.06,4293042.486,5753780.625,7017559.03,5223915.352,5347767.734,7453880.824,6244603.615,9505675.398,11202847.64,5216674.278,3086508.964,8019201.877,10189069.89,11285444.86,5586314.758,16264724.23,6196300.065,6105112.953,0,11956152.03,7570851.122,12385847.41,4315587.039,4614834.721,3519569.552,4458304.459,12241051.31,5019408.447,5228957.898,11588046.96
3-Aminobenzoic acid,5202400.579,10142982.53,5073157.717,11153817.04,28173004.16,161772775.8,60158702.46,5830068.231,5123636.5,0,11822584.95,2520093.275,6537464.574,1126167.404,1027881.324,57409401.39,2255753.699,52253734.2,19437104.16,35409866.17,21208626.57,7144505.25,39369909.87,14679396.6,3109933.954,19615543.96,15453803.98,1770589.096,4268421.118,12299339.24,68275590.59,7604857.006,21795900.28,34437750.69,8886572.443,5418728.092,11743715.93,41817525.75,28174402.2,16931181.91,57390862.46,39715769.78,1250441.045,25753002.29,2973335.153,1753810.642,66929387.11,38715978.94,43422198.31,49265969.91,6663407.435,6539465.978,0,3952809.493,12875276.45,8651481.421,10389034.59,18312662.36,14731769.01,17874525.36,53173885.73,14969303.73,13206377.67,29719269.78,21289883.1,28396591.39,26323615.81,33860784.55,2043732.639,3930917.048,29419922.65,32282363.65,26084658.57,36987324.85,12783626.06,18893161.85,5675542.543,11765369.59,48142626.82,20275867.62,17946455.61,29645411.8
3-Buten-2-one,304350.9934,290655.8382,400240.4637,285821.626,257873.9894,0,187100.9116,311820.9766,244745.3068,289221.6368,298858.1732,265052.2908,263491.0755,245884.6607,242386.5391,375505.3825,236864.1379,413631.6552,238637.8335,507700.1298,255762.6953,200590.6153,283912.1473,240407.8438,261172.6646,244476.7887,337830.4751,227538.6123,223070.246,237930.8649,386334.5234,197679.7409,287936.0428,295496.8778,166280.8239,207201.6921,180057.1513,322150.242,199589.1824,306142.851,321416.7901,253202.1716,240258.3766,262463.9952,112684.1467,208334.0846,105411.5124,223600.7255,269046.3876,312007.0776,340530.6853,211838.7673,556093.4215,232431.7092,215335.6815,255631.6931,194783.655,223892.4732,223147.1012,349702.7426,313387.8136,153737.1653,254269.8288,228629.995,187041.6231,304490.6662,244245.4764,320235.9764,163293.1601,204658.0841,329969.2442,296858.6063,327499.0437,451402.5358,225320.4701,272941.7483,284144.756,212970.3772,229406.994,313472.8785,309787.2784,244291.9769
3-Heptanol,6887515.055,15378600.18,10644131.37,1957737.026,7682523.403,5409438.05,10172912.89,14141946.49,8877285.115,1004105.175,3896820.146,8584358.054,9835848.968,7026828.001,10646322.55,5124681.994,8948116.294,4783840.717,4972604.254,0,5717460.495,9229689.051,0,3704956.294,9836657.998,3434923.506,5842932.026,7580768.114,5851958.661,5798726.02,5791827.865,10048065.45,9034663.329,10758069.86,10016460.2,14955761.06,4980298.577,7982843.557,7854612.232,5068515.086,12894879.26,17248373.39,15544526.98,8890838.494,16536734.66,11692838.75,8804113.773,16136315.14,5313505.897,6694848.893,10376432.74,4986341.459,3232415.442,4123676.51,6677289.236,7097150.17,12254123.57,5968702.295,13146438.71,6418626.027,5283459.751,14203440.23,7362492.198,12843601.87,5198518.291,23346363.28,16530618.1,6610057.667,4779779.741,7398887.096,7879390.972,8605978.554,2964269.479,8053770.598,9066528.525,7619920.955,6637977.738,3875329.038,3850094.222,2727886.75,6018843.165,2696991.886
"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",0,0,0,513.3302591,377.5845324,394.5774599,0,11.08031789,0,0,0,189.2303979,9.807717178,0,5.349496898,0,0,45.6314308,12.20600636,182.4279744,12.18412077,0,13.86796098,0,0,46.55149435,7.781725301,463.4766109,10.67991419,336.678345,0,3.133425207,10.63638393,57.50856165,131.6149634,343.1738766,147.0257494,18.4089727,12.08493503,596.3864994,0,0,0,0,20.71075985,0,0,0,0,0,63.39639019,0,1219.144291,0,79.01199625,51.11572883,0,0,0,0,0,0,0,0,0,0,0,862.0764012,0,0,0,0,992.0508814,0,0,0,0,0,0,0,0,0
3-Hydroxymethyl-2-trimethylsilyloxypentane,4441.850876,24711.40141,5235.868219,242.162446,6281.890779,14884.35461,3654.760639,19394.07061,8730.259039,13.64450977,19664.26152,9601.776316,76838.52418,8100.236477,31785.83886,2651.262602,35408.31349,0,0,0,0,0,25047.47824,0,42552.54734,0,35767.3777,25920.51713,36347.65476,18717.46766,40863.77877,37837.18144,0,0,47396.50122,0,0,0,15005.66534,34007.36253,0,26781.17344,35228.53323,0,25934.60498,0,57164.33556,60501.86794,0,0,0,0,0,39181.78718,0,0,0,49657.56604,49156.06829,0,0,0,14821.18357,23418.17474,22528.56617,0,0,13960.04197,16816.87633,29843.22767,36306.06263,35991.43868,0,0,18442.50901,16841.64875,17804.98431,0,33466.93379,0,35880.21408,19434.02115
3-Methyl-3-buten-1-ol,31491.40635,26309.58193,51767.43236,13402.17871,57303.40628,55403.65668,73006.18687,25068.27602,46657.5685,0,44502.56316,73671.67196,25839.25045,43156.19156,52179.04095,26390.66014,74070.47003,0,46979.46078,0,0,50875.88818,0,0,144198.952,18313.39268,37227.74207,58188.35422,50003.43904,0,0,113678.8993,66480.60834,72767.62451,22537.18229,24032.42473,45436.04338,88404.56509,29332.90656,64335.45967,0,80804.95567,133087.0563,0,39558.9967,15942.62196,19837.57289,85037.16687,93179.96526,9533.319628,0,5275.67462,16439.91837,57934.11444,34931.49526,24875.6682,88470.62511,42936.63203,94791.23613,61649.13251,27018.54325,22753.89894,0,85913.87688,121103.0846,87129.89501,25506.26797,0,74477.10368,110817.6035,33558.81226,96913.27022,0,0,26272.16684,29579.11203,0,11813.70812,30311.76997,37609.20986,65949.54824,29973.63539
3-Nonene,0,18268.0243,60443.43971,86765.18042,20545.54187,22397.12974,0,70248.21933,52020.08654,138844.603,59227.4352,47226.39097,47977.5083,148498.2285,15537.63887,100436.9033,51770.02183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93728.95027,0,0,0,211033.6731,432336.2183,551508.3629,0,0,259967.963,0,0,0,0,0,0,0,0,0,0,564004.3069,0,0,0,0,0,320895.7889,0,1161431.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Phenyl oxindole,1134564.47,0,23646575.16,0,0,0,0,878201.839,0,320634381.1,0,1143314.72,5449669.3,0,0,6985602.97,5200501.834,0,0,0,0,0,0,0,0,0,0,0,3882023.516,5406789.932,174077535.5,0,0,0,0,1720555.579,0,7335380.223,0,0,408874110.5,0,0,0,0,0,3829228.811,0,0,0,2078749.762,32737475.56,0,34792595.59,0,0,62684879.56,0,92945664.96,114529345.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
