Gene,Metabolite,VECPAC r,LPS r,DSS r,Pooled Data r,Pooled P-value,Consistent,Sign
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","1,3-Oxazolidine, 2,5-diphenyl-4-methyl-, trans-",0.5,-0.5075192189225523,0.605263157894737,-0.009944757452312497,0.9730836676357363,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","1,3-Propanediol",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",10-Undecynoic acid,,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","13-Docosenamide, (Z)",,0.8660254037844387,,0.8660254037844387,0.33333333333333326,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",1-Butanol,,,1.0,-0.1785714285714286,0.7016579425162728,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","1-Heptanol, 2-propyl-",,-0.014705882352941178,,-0.014705882352941178,0.9779427666395277,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",1-Hexacosanol,,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",1-Octadecanol,,0.3,-0.5,-0.09999999999999999,0.797971695234851,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","1-Octanol, 2-butyl-",0.5,-0.2239055377599495,0.15389675281277312,-0.04966887417218543,0.8660960060191317,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","1-Pentene, 1,3-diphenyl-1-(trimethylsilyloxy)-",,,,0.39999999999999997,0.6,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2(1H)-Quinolinone, 3-[3-(4-methoxyphenyl)-1-oxo-2-propen-1-yl]-4-phenyl",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2(5H)-Furanone, 4-(hydroxymethyl)",1.0,0.8088235294117647,0.5000000000000001,0.6534216335540838,0.011271335720890285,True,+
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-(Ethylamino)ethanol, N-acetyl",-0.8660254037844387,-0.7084472691787521,-0.2867696673382022,-0.5673141946229298,0.034357623857969706,True,-
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-(Methylamino)ethanol,0.5,-0.4705882352941177,0.05129891760425771,-0.2756341256320797,0.34017017763488694,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,2'-Bipyridine",0.5,-0.3088235294117647,-0.26315789473684215,-0.12030905077262694,0.6820412210759262,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,3-Butanediol, O-(trimethylsilyl)-, monoacetate",-0.5,0.6842105263157895,0.34210526315789475,0.255524861878453,0.3994533663174105,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,3-Dihydroxybutanoic acid",,-0.19999999999999998,0.9486832980505139,0.2735574946560291,0.44439914146883674,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2',3'-Di-O-acetyladenosine",,0.5,,0.4642857142857144,0.29393410760025185,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,4,4'-Trihydroxybenzophenone",0.5,0.17393131069573453,-0.2894736842105264,-0.11576633276547345,0.6935052702555118,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,4,6-Cycloheptatrien-1-one",-1.0,-0.8660254037844387,1.0,-0.2677847708018314,0.4860296141888536,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,4-Dihydroxyacetophenone",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,4-Dimethoxybenzaldoxime",,,,0.5,0.6666666666666666,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,4-Di-tert-butylphenol",-0.5,,-0.10259783520851543,0.15899720766358738,0.6828398157150526,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,4-Imidazolidinedione, 5,5-dimethyl",-0.5,-0.8823529411764706,-0.4103913408340617,-0.40573343293042125,0.15004707047501625,True,-
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole",,-0.8116794499134278,-0.7999999999999999,-0.7075317330217298,0.01005435545518543,True,-
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,5-Dimethoxybenzhydrazide",,0.9856107606091624,0.46169025843831935,0.760333463617794,0.0025528247039924975,True,+
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,5-Dimethoxybenzonitrile",0.5,0.8116794499134278,0.6155870112510925,0.6057283416354778,0.02168759226420738,True,+
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,5-Dimethoxyphenol",0.5,0.8116794499134278,0.6155870112510925,0.6387680693610495,0.013934884996166035,True,+
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2',5'-Dimethoxypropiophenone",-0.5,0.8406680016960504,0.46169025843831935,0.6079309901505161,0.021087529781625477,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,6-di-tert-Butyl-4-(dimethylaminomethyl)phenol",0.5,-0.39999999999999997,0.0,-0.0790277206784084,0.8282024798594116,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Allyl-1,4-dimethoxybenzene",-0.5,0.11595420713048968,0.7029594915666376,0.057395143487858714,0.8454792250063929,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Amino-4-methylbenzophenone,0.5,0.8207826816681234,0.05129891760425771,0.3002766215012302,0.3188475504811375,True,+
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Aminoquinolin-8-ol,,,,1.0,0.0,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Butanol,,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Buten-1-ol,,,1.0,0.8571428571428573,0.013697326615325611,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Butene-1,4-diol",,0.39999999999999997,,0.3714285714285715,0.4684781341107872,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Butenedioic acid,,-0.2608969660436018,0.20519567041703085,0.022038651119356344,0.9430297417421802,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Butenoic acid, 3-[(tert-butyldimethylsilyl)oxy]",0.0,0.7247137945655605,0.34210526315789475,0.43598233995584984,0.11914219024768753,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Butoxyethanol,0.5,0.4928053803045812,-0.15389675281277312,0.09911918317671456,0.7360233837556448,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Cyanobenzaldehyde,,0.6,,0.6571428571428573,0.1561749271137024,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)",-1.0,-0.6668859288553503,0.35909242322980395,-0.33333459818026473,0.26572128561329766,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Cyclohexen-1-one, 3-methyl-",-1.0,0.8406680016960504,0.8720815992723809,0.46916413370311566,0.09056766923056125,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Decanol,,-0.7181848464596079,-0.2894736842105264,-0.21265410697130163,0.5069691446185474,True,-
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Ethyl-1-butanol,,0.5,0.8660254037844387,-0.23190841426097936,0.6583735712609272,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Ethylhexanoic acid,-0.5,-0.25,0.6308932681440449,-0.24474110702484342,0.39906267971653037,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Ethylhexanol,,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Furancarbodithioic acid, methyl ester",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Furoic acid,-0.5,-0.19999999999999998,-0.15389675281277312,-0.24868689626011295,0.4357357561189062,True,-
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Hexanol,-0.5,0.5000000000000001,0.05129891760425771,0.14235522863368125,0.6589675453792809,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2'-Hydroxy-2,4,4',5-tetramethoxychalcone",0.8660254037844387,0.4411764705882353,-0.316227766016838,0.13535911602209943,0.6592799605724535,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Hydroxy-2',4',6'-trimethoxychalcone",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Hydroxy-3-methylbutyric acid,,0.6087595874350709,-0.15389675281277312,0.12947707532621852,0.6733317078645086,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Hydroxymethyl-17alpha-methylandrosta-1,4-diene-11alpha,17beta-diol-3-one",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Isopropyl-5-methyl-1-heptanol,,,,-0.5,0.6666666666666666,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Methyl-1,3-butanediol",0.5,-0.45588235294117646,-0.4103913408340617,-0.1951489609475124,0.5037649516639056,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Methyl-3-pentanol,,0.7181848464596079,0.5,0.5269555552418339,0.17962896715692675,True,+
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Methylcyclohexanol, (Z)",-1.0,0.07352941176470588,-0.10526315789473685,0.014348785871964679,0.9611707136429406,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",,0.632455532033676,0.5000000000000001,0.28441563932430985,0.5364506829056634,True,+
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Naphthol,0.0,-0.20897850190928624,-0.15389675281277312,-0.2939228313683472,0.307736140042448,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Norbornanemethanol,,,,0.5,0.6666666666666666,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Oxiraneethanol, 2-t-butyldimethysilyloxymethyl- acetate",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Pentadecanone,0.8660254037844387,0.33882260699853356,-0.15389675281277312,0.17940298342997574,0.539418586564567,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Pivaloyl-1,3-indandione",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Propyl-1-pentanol,,0.17393131069573453,0.9486832980505139,0.41403763643527736,0.18087697573957967,True,+
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Pyrrolidone-5-carboxylic acid,-1.0,0.23190841426097936,0.6882472016116853,0.0774338178251835,0.7924639864035028,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Thiophenecarboxylic acid, 4-cyanophenyl ester",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",1.0,0.9856107606091624,0.6155870112510925,0.6806183911467734,0.007379917736724015,True,+
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-(4-Methoxyphenyl)coumarin,,-0.5,,-0.7999999999999999,0.2000000000000001,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","3,3-Bis{4-[(trimethylsilyl)oxy]phenyl}-2-benzofuran-1(3H)-one",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","3,3-Dimethylacrylic acid",,,,-0.7999999999999999,0.2000000000000001,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","3,4-Dihydroxybenzaldehyde",-0.5,,,-0.5,0.6666666666666666,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","3,4-Methylenedioxyamphetamine",-0.5,-0.7378647873726218,,-0.4100454302903043,0.27302974714377237,True,-
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","3,5-Dimethoxy-4-(tert.-butyldimethylsilyl)oxybenzaldehyde",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","3,5-Dimethylphenol",-1.0,-0.05129891760425771,-0.15389675281277312,-0.253444487872598,0.40343507314225435,True,-
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-Amino-5-methylisoxazole,,0.02898855178262242,0.36842105263157904,0.016551739882756485,0.9571999045979868,True,+
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-Aminobenzoic acid,,-0.5797710356524485,-0.26315789473684215,-0.5544832860723422,0.049232796034512964,True,-
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-Buten-2-one,-0.5,0.34786262139146906,-0.15389675281277312,0.04185032178572393,0.8870398801406121,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-Heptanol,-0.5,-0.35294117647058826,0.316227766016838,-0.12965529574825913,0.6729044889535465,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,-0.6,0.28475697986529386,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-Hydroxymethyl-2-trimethylsilyloxypentane,,0.8720815992723809,,0.5797710356524485,0.22778395671501586,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-Methyl-3-buten-1-ol,,0.9486832980505139,,0.45783132530120474,0.2539802668773836,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-Nonene,,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-Phenyl oxindole,,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","4,4'-Dichlorobenzophenone",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","4,5-Dihydro-1H-pyrazole",,,0.0,-0.6155870112510925,0.2689977701158222,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",-1.0,-0.8382352941176471,-0.026315789473684213,-0.3289183222958057,0.2508572710014847,True,-
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",4-Aminobutanoic acid,0.5,-0.02898855178262242,0.4103913408340617,0.1343615594173242,0.6469887879651799,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",4-Hydroxybutanoic acid,,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",4-Methoxyphenol,0.5,-0.21081851067789195,,-0.14286218715872304,0.7138681401028169,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","4-Methylquinoline-2,7-diol",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",4-Methylvaleric acid,-0.5,0.20519567041703085,0.35909242322980395,-0.02479348250927589,0.9359208572835883,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",4-Oxohexanoic acid,-0.5,0.0,0.15389675281277312,-0.09807370556736847,0.761715327826085,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","4-Phenyl-2,3-dihydro-1H-1,5-benzodiazepin-2-one",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",4-tert-Butyldimethylsiloxy-3-penten-2-one,,-0.6000000000000001,,-0.3714285714285715,0.4684781341107872,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",5-Aminovaleric acid,,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",5-Azacytosine,1.0,0.6617647058823529,0.5642880936468347,0.34509392529136373,0.2268927005375853,True,+
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","5-Chlorovaleric acid, nonyl ester",-0.8660254037844387,-0.34786262139146906,0.15389675281277312,-0.0882029202022655,0.7642991245367171,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","5-Ethyl-1,3-dioxane-5-methanol, tert-butyldimethylsilyl ether",-1.0,-0.39999999999999997,-0.316227766016838,-0.5740333799485386,0.06478958874066063,True,-
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",5-Ethyl-5-methylnonadecane,,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,,0.45588235294117646,-0.39999999999999997,0.01141552511415525,0.9734263068199162,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",5-Nitroso-8-quinolinol,,,,0.36842105263157904,0.5417509057946895,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","5-Nonanol, tert-butyldimethylsilyl ether",-0.5,0.044781107551989906,0.15389675281277312,-0.040838852097130236,0.8897546368955582,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",5-Oxohexanoic Acid,1.0,0.17647058823529413,-0.5000000000000001,-0.10264900662251655,0.7269445398339293,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","6,7,4'-Trihydroxyisoflavone",-1.0,0.2647058823529412,-0.4103913408340617,-0.11907394227305843,0.6851519668309026,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)",0.8660254037844387,0.39999999999999997,-0.10526315789473685,0.024604607418167126,0.9394984475204502,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",,0.7378647873726218,0.5000000000000001,0.5696253238250563,0.10935823664192248,True,+
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",6-Methyluracil,-0.5,-0.8823529411764706,-0.4103913408340617,-0.5556783972742726,0.03909956921547217,True,-
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",6-Nitroveratryl alcohol,,0.8660254037844387,,0.8207826816681234,0.08858700531354378,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",6-Oxoheptanoic acid,0.0,0.23190841426097936,0.36842105263157904,0.01986754966887417,0.946253286825397,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","7(S),17(S)-Dihydroxy-8(E),10(Z),13(Z),15(E),19(Z)-docosapentaenoic acid",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",7-Hydroxy-4-(methoxymethyl)coumarin,,1.0,,0.2,0.7040000000000001,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",8-Acetyl-7-hydroxycoumarin,,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",8-Methylnonanoic acid,-0.5,0.7794117647058825,0.15389675281277312,0.24145549405370179,0.40562161591132584,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","9,12-Octadecadienoic acid (Z,Z)",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",9-Ethyl-N-(trimethylsilyl)-9H-carbazol-3-amine,,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","9H-Xanthen-9-one, 1-hydroxy-3,5,6-trimethoxy",,,,,,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","9Z-Octadecenoic acid, (2S)-3-[(hydroxymercaptophosphinyl)oxy]-2-methoxypropyl ester ",,0.15389675281277312,,0.29940656547831473,0.4712605287015582,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",Acetic acid,0.8660254037844387,0.14090046549415866,-0.34412360080584264,0.17706716020946595,0.5447991806473431,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",Aceturic acid,-0.5,0.5217939320872036,0.632455532033676,0.3719022376391384,0.21082900778800143,False,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",Aconitic acid,-0.5,0.5147058823529411,-0.5263157894736843,-0.13134657836644595,0.6544551186295724,False,
