Metabolite 1,Metabolite 2,edge_dir
"1,3-Cyclohexanebis(methylamine)","2,6-Dimethoxybenzylamine",1
"1,3-Cyclohexanebis(methylamine)","7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",1
"1,3-Cyclohexanebis(methylamine)",DL-Phenylalanine,1
"1,3-Cyclohexanebis(methylamine)",Glycine,1
"1,3-Cyclohexanebis(methylamine)",Serine,1
"1,3-Dioxane-4-methanol, 4,5-dimethyl-","Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
"1,3-Dioxane-4-methanol, 4,5-dimethyl-",Dehydronorketamine,1
"1,3-Dioxane-4-methanol, 4,5-dimethyl-",Hydantoic acid,1
"1,3-Dioxane-4-methanol, 4,5-dimethyl-",L-Asparagine,1
"1,3-Dioxane-4-methanol, 4,5-dimethyl-",Tributyl acetylcitrate,1
"1,3,5-Benzetriol","3-Methylpiperazine-2,5-dione, (R)-",1
"1,3,5-Benzetriol","3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)-",1
"1,3,5-Benzetriol",4-Cumylphenol,1
"1,3,5-Benzetriol","6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",1
"1,3,5-Benzetriol",7-(Trimethylsilyl)amino-4-methylcoumarin,1
"1,3,5-Benzetriol",Butylmethylamine,1
"1,3,5-Benzetriol",Cyclobutanol,1
"1,3,5-Benzetriol",Deoxycholic Acid,1
"1,3,5-Benzetriol",Dinoseb ,1
"1,3,5-Benzetriol",DL-Glyceraldehyde,1
"1,3,5-Benzetriol",Guanabenz,1
"1,3,5-Benzetriol",Isopropyl palmitate,1
"1,3,5-Benzetriol",Methyl aminoacetate,1
"1,3,5-Benzetriol",N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,1
"1,3,5-Benzetriol",Nitrosothymol,1
"1,3,5-Benzetriol",Nonadecanoic acid,1
"1,3,5-Benzetriol","Octane, 1-propoxy-",1
"1,3,5-Benzetriol","Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",1
"1,3,5-Benzetriol",Petroselinic acid,1
"1,3,5-Benzetriol","Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",1
"1,3,5-Benzetriol",Triethanolamine,1
"1,3,5-Benzetriol","Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1
"1,3,5-Trimethyl-1H-pyrazol-4-amine",2-Ketoisocaproic acid,1
"1,3,5-Trimethyl-1H-pyrazol-4-amine","2,5-Piperazinedione, 3-benzyl-6-isopropyl-",1
"1,3,5-Trimethyl-1H-pyrazol-4-amine","Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",1
"1,3,5-Trimethyl-1H-pyrazol-4-amine",Arachidonic acid,1
"1,3,5-Trimethyl-1H-pyrazol-4-amine","Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",1
"1,3,5-Trimethyl-1H-pyrazol-4-amine",D-(-)-Citramalic acid,1
"1,3,5-Trimethyl-1H-pyrazol-4-amine",Eicosapentaenoic acid,1
"1,3,5-Trimethyl-1H-pyrazol-4-amine",Supraene,1
"1,4-Butanediol",2-Ketoisocaproic acid,1
"1,4-Butanediol","2,5-Piperazinedione, 3-benzyl-6-isopropyl-",1
"1,4-Butanediol",3-Methyladenine,1
"1,4-Butanediol",Bis(trimethylsilyl)acetylene,-1
"1,4-Butanediol",Cadaverine,1
"1,4-Butanediol","Cholest-7-en-3-ol, (3beta,5alpha)-",1
"1,4-Butanediol",Glyoxime,1
"1,4-Butanediol",N-Acetyltyrosine,1
"1,4-Butanediol",Nonadecanoic acid,1
"1,4-Butanediol","Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ","1,5-Anhydroglucitol",1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ","15-Oxo-11Z,13E-eicosadienoic acid",1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",2-Butenedioic acid,1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",2-Isopropyl-5-methyl-1-heptanol ,1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",4-Hydroxybenzoic acid,1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ","5-Androsten-17alpha-methyl-3beta,17beta-diol",1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",9-Octadecenoic acid,1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",Benzeneacetic acid,1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",Butanedioic acid,1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",Dihydrouracil,1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",Glycolic acid,1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",Malic acid,1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",Phosalone,1
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",Tartronic acid,1
"1,5-Anhydroglucitol",D-Fructose,1
"1,5-Anhydroglucitol",Glycolic acid,1
"1,5-Anhydroglucitol",Triethanolamine,1
"1,5-Anhydroglucitol","Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1
10-Heptadecenoic acid,"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",1
10-Heptadecenoic acid,2-Hydroxy-5-methoxybenzaldehyde,1
10-Heptadecenoic acid,2-Methyl-4-pentenoic acid,1
10-Heptadecenoic acid,2-Naphthol,1
10-Heptadecenoic acid,3-Methyladenine,1
10-Heptadecenoic acid,"3-Methylpiperazine-2,5-dione, (R)-",1
10-Heptadecenoic acid,3'-Hydroxyacetophenone,1
10-Heptadecenoic acid,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",1
10-Heptadecenoic acid,4-(Trimethylsilyoxy)-3-penten-2-one,1
10-Heptadecenoic acid,"Benzaldehyde, 2,5-dimethyl-",1
10-Heptadecenoic acid,"Benzimidazole, 5-trifluoromethyl-2-methyl-",1
10-Heptadecenoic acid, 5-Hydroxyhexanoic acid,1
10-Heptadecenoic acid,Cyclohexanol,1
10-Heptadecenoic acid,D-Fructose,1
10-Heptadecenoic acid,Doconexent,1
10-Heptadecenoic acid,"Ethanone, 1-(2,5-dimethoxyphenyl)-",1
10-Heptadecenoic acid,Glyoxime,1
10-Heptadecenoic acid,Heptadecanoic acid,1
10-Heptadecenoic acid,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",1
10-Heptadecenoic acid,Neostigmine ,1
10-Heptadecenoic acid,Niclosamide,1
10-Heptadecenoic acid,Nonadecanoic acid,1
10-Heptadecenoic acid,Nonanal,1
10-Heptadecenoic acid,p-Toluic acid,1
10-Heptadecenoic acid,Palmitelaidic acid,1
10-Heptadecenoic acid,Pantolactone,1
10-Heptadecenoic acid,Pimelic acid,1
10-Heptadecenoic acid,"Propanetriol, 2-methyl-",1
10-Heptadecenoic acid,"Propanoic acid, 2-methyl-",1
10-Heptadecenoic acid,"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",1
10-Heptadecenoic acid,Tartronic acid,1
10-Heptadecenoic acid,Triethanolamine,1
10-Heptadecenoic acid,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1
12-Hydroxyoctadecanoic acid,"2-Amino-4,6-dihydroxypyrimidine",-1
12-Hydroxyoctadecanoic acid,"4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",1
12-Hydroxyoctadecanoic acid,D-Threitol,1
12-Hydroxyoctadecanoic acid,L-Asparagine,1
12-Hydroxyoctadecanoic acid,Niclosamide,1
12-Oxooctadecanoate,2-Ethyl-3-hydroxypropionic acid,1
12-Oxooctadecanoate,2-Methyl-4-pentenoic acid,1
12-Oxooctadecanoate,"2,4-Decadienal",1
12-Oxooctadecanoate,3-Amino-5-morpholinomethyl-2-oxazolidinone,1
12-Oxooctadecanoate,4-Hydroxyphenyllactic acid,1
12-Oxooctadecanoate,5-Henicosylresorcinol,1
12-Oxooctadecanoate,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",1
12-Oxooctadecanoate,Benzophenone,1
12-Oxooctadecanoate,Cyclohexanol,1
12-Oxooctadecanoate,"Cyclohexanone, 3,3,5-trimethyl-",1
12-Oxooctadecanoate,Dinoseb ,1
12-Oxooctadecanoate,Diphenyl ether,1
12-Oxooctadecanoate,"Dodecanoic acid, 1-methylethyl ester",1
12-Oxooctadecanoate,Dodecanoic acid,1
12-Oxooctadecanoate,Levulinic acid,1
12-Oxooctadecanoate,Nonanal,1
12-Oxooctadecanoate,Pentadecanoic acid,1
12-Oxooctadecanoate,Phlorizin,1
12-Oxooctadecanoate,L-Tyrosine,1
13-Docosenamide,"2,5-Dimethoxybenzhydrazide",-1
13-Docosenamide,"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin ",1
13-Docosenamide,Tricine,-1
"15-Oxo-11Z,13E-eicosadienoic acid","2-(Decanoyloxy)propane-1,3-diyl dioctanoate",1
"15-Oxo-11Z,13E-eicosadienoic acid",2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,1
"15-Oxo-11Z,13E-eicosadienoic acid","2-Allyl-1,4-dimethoxybenzene",1
"15-Oxo-11Z,13E-eicosadienoic acid","2-Heptanone, 4,6-dimethyl-",1
"15-Oxo-11Z,13E-eicosadienoic acid",2-Ketoisocaproic acid,1
"15-Oxo-11Z,13E-eicosadienoic acid","2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",1
"15-Oxo-11Z,13E-eicosadienoic acid","3-Methylpiperazine-2,5-dione, (R)-",1
"15-Oxo-11Z,13E-eicosadienoic acid",3-Ureidopropionic acid,1
"15-Oxo-11Z,13E-eicosadienoic acid","3,5-Di-tert-butyl-2-trimethylsilyloxybenzaldehyde",1
"15-Oxo-11Z,13E-eicosadienoic acid","5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine ",1
"15-Oxo-11Z,13E-eicosadienoic acid",9-Octadecenoic acid,1
"15-Oxo-11Z,13E-eicosadienoic acid","Benzaldehyde, 2,5-dimethyl-",1
"15-Oxo-11Z,13E-eicosadienoic acid",D-Fructose,1
"15-Oxo-11Z,13E-eicosadienoic acid",Deoxycholic Acid,1
"15-Oxo-11Z,13E-eicosadienoic acid",Dihydrouracil,1
"15-Oxo-11Z,13E-eicosadienoic acid",Hydantoic acid,1
"15-Oxo-11Z,13E-eicosadienoic acid",N-Isovaleroylglycine,1
"15-Oxo-11Z,13E-eicosadienoic acid",N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,1
"15-Oxo-11Z,13E-eicosadienoic acid","Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",1
"15-Oxo-11Z,13E-eicosadienoic acid",Phenylalanine,1
"15-Oxo-11Z,13E-eicosadienoic acid",Propylamine,1
"15-Oxo-11Z,13E-eicosadienoic acid",Triethanolamine,1
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl- ",Ecgonine,-1
"1H-Indole, 1-(trimethysilyl)-2,5-bis[(trimethylsilyl)oxy]-",D-Fucitol,1
"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",5-Hydroxytryptophan,1
"1H-Pyrazole, 3,4-bis(trimethylsilyl)-","Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",Benzoin,1
"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",D-(-)-Citramalic acid,1
"1H-Pyrazole, 3,4-bis(trimethylsilyl)-","Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",1
"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",Quazodine,-1
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",2-Hydroxy-5-methoxybenzaldehyde,1
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",2-Naphthol,1
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde","2,4-Diamino-6,7-dimethylpteridine",1
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",3-Ethylphenol,1
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",3-Nonen-1-ol,1
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde","3,5-Di-tert-butyl-2-trimethylsilyloxybenzaldehyde",1
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",4-Hydroxybutanoic acid,1
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde","Benzaldehyde, 2,5-dimethyl-",1
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",Butylated Hydroxytoluene,1
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid,4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,-1
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid,5-Hydroxytryptophan,1
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid,"Benzoic acid, methyl ester",1
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid,beta-Methylphenethylamine,1
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid,"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide",-1
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid,Nonadecanoic acid,1
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid,Pantolactone,1
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid,"Talonic acid, gamma-lactone",1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate","2-Allyl-1,4-dimethoxybenzene",1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",2-Aminobutanoic acid,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",2-Methyl-4-pentenoic acid,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",3-Amino-5-morpholinomethyl-2-oxazolidinone,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate","3-Hydroxy-2,3-dihydromaltol",1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",3-Hydroxyisovaleric acid,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",3-Ureidopropionic acid,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate","3,5-Dimethylpyrazole",1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",4-Cumylphenol,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",4-Hydroxybenzeneacetic acid,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",5-Henicosylresorcinol,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",9-Octadecenoic acid,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Aceturic acid,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Arachidonic acid,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Azatadine,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate","Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Cyclohexanol,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate","Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Glucopyranose,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Hydantoic acid,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate","Isoquinoline, 3,4-dihydro-6,7-dimethoxy-1-[4-hydroxybenzyl]-",1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",L-Threitol,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Metanephrine,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Methyl-3-methoxy-5-methyl benzoate,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Mirin,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Neostigmine ,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Nitrosothymol,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Phenoxyacetic acid,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Propylamine,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",S-Methyl-L-cysteine,1
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol","2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",-1
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol","7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin ",1
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol",Deoxycholic Acid,-1
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol",Norketamine,1
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol",Trimethylsilyl oct-2-enoate ,1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"2-Allyl-1,4-dimethoxybenzene",1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"3-Methylpiperazine-2,5-dione, (R)-",1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"3,5-Dimethylpyrazole",1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,5-Hydroxyquinoline,1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,9-Octadecenoic acid,1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"Benzaldehyde, 2,5-dimethyl-",1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,beta-Lyxopyranose,1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-",1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,Butanedioic acid,1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,Carfentrazone-ethyl,1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"Cholesta-3,5-dien-7-one",1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,Indole-5-carboxylic acid,1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,L-Threitol,1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,Methyl-3-methoxy-5-methyl benzoate,1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,p-Toluic acid,1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,Propylamine,1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,S-Methyl-L-cysteine,1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,Sertraline carbamoyl glucuronide,1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,Tartronic acid,1
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,Triethanolamine,1
"2-Allyl-1,4-dimethoxybenzene","3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",1
"2-Allyl-1,4-dimethoxybenzene","5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine ",1
"2-Allyl-1,4-dimethoxybenzene",9-Octadecenoic acid,1
"2-Allyl-1,4-dimethoxybenzene","Benzaldehyde, 2,5-dimethyl-",1
"2-Allyl-1,4-dimethoxybenzene","Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",-1
"2-Allyl-1,4-dimethoxybenzene",beta-Lyxopyranose,1
"2-Allyl-1,4-dimethoxybenzene","Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",1
"2-Allyl-1,4-dimethoxybenzene","Cetaben, N,O-bis(trimethylsilyl)-",1
"2-Allyl-1,4-dimethoxybenzene","Cyclopentaneacetic acid, 3-oxo-2-pentyl-",1
"2-Allyl-1,4-dimethoxybenzene",L-Threitol,1
"2-Allyl-1,4-dimethoxybenzene",Methyl-3-methoxy-5-methyl benzoate,1
"2-Allyl-1,4-dimethoxybenzene",N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,1
"2-Allyl-1,4-dimethoxybenzene",Tartronic acid,1
"2-Allyl-1,4-dimethoxybenzene",Triethanolamine,1
2-Amino-4-methylphenol,"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",-1
2-Amino-4-methylphenol,Azatadine,1
"2-Amino-4,6-dihydroxypyrimidine","2,5-Piperazinedione, 3-methyl-6-(phenylmethyl)-",-1
"2-Amino-4,6-dihydroxypyrimidine",D-(-)-Citramalic acid,-1
"2-Amino-4,6-dihydroxypyrimidine",Dinoseb ,-1
"2-Amino-4,6-dihydroxypyrimidine",Isofucosterol,-1
"2-Amino-4,6-dihydroxypyrimidine",Isopropyl palmitate,-1
"2-Amino-4,6-dihydroxypyrimidine",Phenoxyacetic acid,-1
"2-Amino-4,6-dihydroxypyrimidine","Propanoic acid, 2-methyl-",-1
"2-Amino-4,6-dihydroxypyrimidine",L-Tyrosine,-1
2-Aminoadipic acid,"2,5-Piperazinedione, 3-methyl-6-(phenylmethyl)-",-1
2-Aminoadipic acid,"2,6-Dimethoxybenzylamine",1
2-Aminoadipic acid,Adipoyl-L-carnitine,1
2-Aminoadipic acid,Allylescaline ,1
2-Aminoadipic acid,DL-Phenylalanine,1
2-Aminoadipic acid,Hydantoic acid,1
2-Aminoadipic acid,L-Glutamine,-1
2-Aminoadipic acid,Luteolin ,1
2-Aminoadipic acid,Octan-2-yl palmitate,1
2-Aminobutanoic acid,Glycine,1
2-Aminobutanoic acid,Nonanoic acid,1
2-Butenedioic acid,"3-Methylpiperazine-2,5-dione, (R)-",1
2-Butenedioic acid,"D-Isoleucine, N-acetyl-",1
2-Butenedioic acid,L-5-Oxoproline,1
2-Butenedioic acid,L-Glutamic acid,1
2-Butenedioic acid,Phosalone,1
2-Ethyl-3-hydroxypropionic acid,"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",1
2-Ethyl-3-hydroxypropionic acid,2-Methyl-4-pentenoic acid,1
2-Ethyl-3-hydroxypropionic acid,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",1
2-Ethyl-3-hydroxypropionic acid,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",1
2-Ethyl-3-hydroxypropionic acid,3-Amino-5-morpholinomethyl-2-oxazolidinone,1
2-Ethyl-3-hydroxypropionic acid,3-Hexenedinitrile,1
2-Ethyl-3-hydroxypropionic acid,3-Hydroxyisovaleric acid,1
2-Ethyl-3-hydroxypropionic acid,"3,5-Dimethylpyrazole",1
2-Ethyl-3-hydroxypropionic acid,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",1
2-Ethyl-3-hydroxypropionic acid,5-Henicosylresorcinol,1
2-Ethyl-3-hydroxypropionic acid,"Benzimidazole, 5-trifluoromethyl-2-methyl-",1
2-Ethyl-3-hydroxypropionic acid,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-",1
2-Ethyl-3-hydroxypropionic acid,Cyclohexanol,1
2-Ethyl-3-hydroxypropionic acid,Dinoseb ,1
2-Ethyl-3-hydroxypropionic acid,Diphenyl ether,1
2-Ethyl-3-hydroxypropionic acid,Hydantoic acid,1
2-Ethyl-3-hydroxypropionic acid,Isofucosterol,1
2-Ethyl-3-hydroxypropionic acid,Isopropyl palmitate,1
2-Ethyl-3-hydroxypropionic acid,Itaconic acid,1
2-Ethyl-3-hydroxypropionic acid,Levulinic acid,1
2-Ethyl-3-hydroxypropionic acid,Metanephrine,1
2-Ethyl-3-hydroxypropionic acid,"N,N-Diethyl-2-aminoethanol",1
2-Ethyl-3-hydroxypropionic acid,Nonadecanoic acid,1
2-Ethyl-3-hydroxypropionic acid,Nonanal,1
2-Ethyl-3-hydroxypropionic acid,"Pentenoic acid, 4-[(trimethylsilyl)oxy]-",1
2-Ethyl-3-hydroxypropionic acid,Picolinic acid,1
2-Ethyl-3-hydroxypropionic acid,"Propanetriol, 2-methyl-",1
2-Ethyl-3-hydroxypropionic acid,L-Tyrosine,1
2-Furoic acid,"2,2-Diallylpyrrolidine",1
2-Furoic acid,"D-(+)-Ribono-1,4-lactone (R,S,R)-",1
2-Heptenoic acid,3-Methyladenine,1
2-Heptenoic acid,5-Hydroxytryptophan,1
2-Heptenoic acid,"Benzaldehyde, 2,5-dimethyl-",1
2-Heptenoic acid,"Benzoic acid, pentadecyl ester",1
2-Heptenoic acid,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-",1
2-Heptenoic acid,cyclobutanecarboxylic acid,1
2-Heptenoic acid,Dinoseb ,1
2-Heptenoic acid,"DL-Proline, 5-oxo-",1
2-Heptenoic acid,Isopropyl palmitate,1
2-Heptenoic acid,"N,N-Diethyl-2-aminoethanol",1
2-Heptenoic acid,Phlorizin,1
2-Heptenoic acid,Pimelic acid,1
2-Heptenoic acid,Suberic acid,1
2-Heptenoic acid,L-Tyrosine,1
2-Hexen-1-ol,3-Hexenedinitrile,1
2-Hexen-1-ol,"D-(-)-Ribofuranose, tetrakis",1
2-Hexen-1-ol,D-Ribose,1
2-Hexen-1-ol,Picolinic acid,1
2-Hexen-1-ol,Pyrrole-2-carboxylic acid,1
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",1
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",-1
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","2,5-Piperazinedione, 3-benzyl-6-isopropyl-",1
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",1
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","4,4,5,8-Tetramethyl-chroman-2-one",1
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",1
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",1
