,LPS934_150124,LPS935_150124,LPS936_150124,LPS939_150124,LPS940_150124,LPS941_150124,LPS942_150124
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",321512.6061,320214.0717,344521.7902,319931.7102,294585.5736,290675.7233,371281.356
"2,5-di-tert-Butyl-1,4-benzoquinone",6599.662239,0,0,0,45634.08014,2249.85972,0
"2,5-Di-tert-butyl-4-((trimethylsilyl)oxy)phenol",16328937.54,24043840.21,23666685.11,23038800.16,23396067.7,21939575.02,25285574.93
"2,5-Di-tert-butylhydroquinone",1680883.397,1604609.635,0,1400324.772,0,0,1178815.021
"2,5-Dimethoxy-4-(n)-propylphenethylamine",0,0,0,7556934.449,1042300.321,0,0
"2,5-Dimethoxy-4-methylamphetamine",1471949186,1044413834,933305022.4,838737204.3,653956195.1,556024444.4,729515409.7
"2,5-Dimethoxybenzhydrazide",1102373.526,1388149.317,1358324.547,1048224.016,1114684.344,931066.7955,862998.7757
"2,5-Dimethoxybenzonitrile",1355090.317,0,0,430031.8262,0,675808.7475,597806.9985
"2,5-Dimethoxymandelic acid",13181.99926,2994.320724,9372.666213,996.6767434,0,5881.929419,8887.764664
"2,5-Dimethoxyphenol",6999381.571,7928198.712,7524581.562,7465446.002,5545782.162,5864494.547,6783057.401
"2,5-Dimethyl-1-aza-bicyclo[2.2.1]heptane",815460.2221,0,1809168.743,0,928377.1159,0,0
"2,5-Piperazinedione, 3-(phenylmethyl)-",0,8006237.86,0,0,6720033.552,0,0
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",1278.634125,1647.616978,1689.996889,1640.990423,1687.996088,1691.064231,1922.820135
"2,5-Piperazinedione, 3-methyl-6-(phenylmethyl)-",0,152143.6273,148348.9084,0,0,226673.4643,197040.1043
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",24.63251177,6.858111633,0,21.3022226,8.930779677,10.58049783,10.645205
"2,6-Dimethoxybenzylamine",1050569.576,0,0,1144748.701,0,0,0
"2,6-Dimethoxyhydroquinone",0,0,0,0,0,0,0
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",293565.049,219024.1762,325653.8683,394810.4611,280669.7508,469378.2652,243165.8521
"2,6,10-Trimethyltridecane",0,0,0,0,0,397394.5813,0
2'-Deoxyribolactone,68162.11186,76659.51619,0,0,0,0,0
"2',2,3,6'-Tetramethoxychalcone",0,6552957.052,6391835.308,6960574.234,5313322.976,6628873.905,675143.1805
3-(2-Hydroxyethyl)imidazole-2-thione,160813.5628,108871.9489,161032.7934,122850.8106,319723.0778,126302.2107,238150.5713
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",0,0,3331093.382,880143.9844,2491308.701,4274383.033,3244515.766
3-Amino-2-piperidone,148734.5846,143367.1375,209045.8478,238555.2867,293869.6916,359225.0934,428364.3835
3-Amino-5-morpholinomethyl-2-oxazolidinone,4493.999903,5039.316221,5208.203058,5071.30368,3365.901037,7637.739596,0
3-Aminobenzoic acid,0,0,5540690.357,0,0,5924686.557,5956345.432
3-Aminobutanoic acid,665959.7937,973184.6178,1028658.003,849309.2978,1046499.738,888571.8085,1025157.801
"3-Buten-2-one, 3-trimethylsilyloxy-",2441795.867,2584557.963,2737911.192,3277110.6,2819902.985,3286331.829,3110718.55
"3-Buten-2-one, 4-(4-methoxyphenyl)-",1104052.753,1408476.739,1502086.308,1243570.098,1380312.579,1089073.221,797930.6004
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",29952019.69,32950057.04,30590929.89,32689163.82,40703749.24,43986526.4,39847314.75
3-Ethylphenol,196433.2974,0,0,0,0,0,0
3-Hexenedinitrile,345590.7315,367927.2642,393578.0867,404918.6808,389631.757,396510.8395,413767.9516
"3-Hydroxy-2,3-dihydromaltol",960.0298824,1244.548228,2212.950847,1230.322543,987.4994057,894.6335971,976.9033248
3-Hydroxybutyric acid,83062782.15,162486643.5,116336105.3,112085148,85846197.88,78861370.64,78695187.42
3-Hydroxyisovaleric acid,19181.94466,19727.86942,21053.60376,19894.01832,20937.74015,19102.3369,21350.80487
3-Indoleacetic acid,32045.36085,128037.338,121067.0878,132354.4412,237157.4526,254284.4635,159079.7135
3-Indolepropionic acid,0,0,0,0,0,0,0
"3-Methoxyamphetamine, 4-Trimethylsilyloxy, N,N-bis(Trimethylsilyloxy)-",347289131.4,354131113.7,386235533.2,400250783.7,391969179.8,354618161,383426268
3-Methoxysalicylic acid,0,0,0,145159593.6,53226083.12,107967872.4,0
"3-Methyl-1-(tetrahydropyrrolo[1,2-c]oxazol-3-ylidene)-butan-2-one",0,0,8798520.274,0,0,0,0
3-Methyl-2-butanol,0,6835.694478,0,0,0,0,41409.46829
"3-Methyl-2-butenoic acid, tridec-2-ynyl ester",9273527.655,10350567.21,10401883.38,11345357.4,12265618.32,10776336.99,0
3-Methyladenine,42662.24108,39610.0899,44825.84059,42797.9501,47577.0146,120268.7355,42884.88791
"3-Methylpiperazine-2,5-dione, (R)-",0,0,0,0,0,0,0
3-Methylvaleric acid,55601.61173,55578.36,78358.0176,51836.02179,52302.0867,55910.54928,51213.50972
3-Nonen-1-ol,640631.6507,652429.4048,668287.6194,602035.586,652534.3523,400812.757,0
3-Ureidopropionic acid,6.603988821,47.67744907,108.4650816,49.38271192,10.68330413,112.2214111,7.949151598
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-",0,132900.7889,205097.9503,117560.4167,103595.2458,101902.2671,121500.0951
"3,4-Dihydroxymandelic acid, ethyl ester",26680.1505,408514.7672,34774.73429,329931.5769,562851.9688,333357.1222,412589.1257
"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine",17964324.67,19643094.59,31272395.1,38632497.9,3034264.578,56877276.51,4561162.302
"3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)-",373.8817676,0,0,0,946.096445,727.8631182,764.4765165
"3,5-Di-tert-butyl-2-trimethylsilyloxybenzaldehyde",0,0,0,0,0,0,0
"3,5-di-tert-Butyl-4-hydroxyacetophenone",304989.5191,347204.026,0,399270.7391,0,253366.6146,396101.0913
"3,5-Dimethyl-1,4-diallylpyrazole",3844125.867,2470277.527,3034892.097,3517475.099,2383366.679,1697132.398,3477927.062
"3,5-Dimethylpyrazole",32202.93351,34873.41165,36169.63909,38003.53388,37383.0582,34588.6991,39224.77023
3'-(Trimethylsilyl)oxy-beta-naphthoflavone,0,0,91793.09625,172404.1357,0,0,0
3'-Hydroxyacetophenone,0,45383.58649,0,0,0,0,0
"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",10.37896359,8.065950869,0,3.671314818,8.394383265,2.846707669,8.925772836
"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",115.4834649,169.2728215,197.3808178,112.8379338,225.5175796,279.3751845,268.1061404
4-(Methoxycarbonyl)phenol,132538.8889,133476.1424,182312.9179,160196.6044,434740.8682,264481.8934,92758.07352
"4-(tert-Butylamino)-6-ethylamino-5H-1,3,5-triazin-2-one",0,0,76067.90618,73345.79017,0,0,0
4-(Trimethylsilyoxy)-3-penten-2-one,2107343.946,2395893.356,2377963.794,1486809.759,2391706.13,2455413.49,2627351.679
"4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",0,0,0,0,0,0,0
4-Cumylphenol,43863.39103,0,0,0,54232.14637,0,50938.87334
"4-Fluoroaniline, N-trimethylsilyl-",3796951.269,4308407.436,3916806.936,4313146.522,3742630.95,4079442.19,5052667.278
4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,506194.1043,1056567.105,695484.6829,793550.7842,715599.0607,1105735.413,367338.4287
4-Hydroxybenzaldehyde,112856.3664,134815.8173,138059.7037,167664.7121,151187.0434,159233.0677,176961.8285
4-Hydroxybenzeneacetic acid,3791.887454,4521.400544,7596.864382,5884.305747,4285.383081,5109.943573,3390.078651
4-Hydroxybenzoic acid,216760.6951,160019.0647,292014.1363,317684.7355,158444.0402,351416.5951,151446.3283
4-Hydroxybutanoic acid,1072913.126,2752241.671,987278.3287,1414762.519,727882.8736,0,0
4-Hydroxyphenyllactic acid,309248.7731,367816.3515,245600.6132,485754.1471,457701.0074,371649.2822,415208.1119
4-Methoxyphenol,863788.924,1053400.272,914665.3122,963345.1463,799745.6676,950165.8857,998388.9112
"4-Methylethcathinone, N-acetyl-",0,0,0,0,173758.4157,0,0
4-Methylvaleric acid,150791.2093,191133.1187,197354.9102,206068.4685,180964.5475,215004.946,237785.9534
4-Pyridinol,326986082.1,392717781.2,339021175.2,367771427.9,271818258.1,270650794.2,349153906.4
"4,4,5,8-Tetramethyl-chroman-2-one",0,0,0,0,0,0,0
5-(2-Aminopropyl)-2-methylphenol,0,2435302.558,1770470.721,0,0,1201179.516,0
5-Aminovaleric acid,0,0,0,0,0,0,0
"5-Androsten-17alpha-methyl-3beta,17beta-diol",2334.209657,0,6576.583388,3747.049853,0,5673.130576,2568.264328
"5-Cholesten-3beta, 7alpha-bis[(trimethylsilyl)oxy]- ",108639.7527,103683.94,82152.60473,89221.28996,66305.69883,53209.5298,94377.09169
5-Ethyluracil,0,299993.2606,0,0,324224.9429,337756.8294,348432.6688
5-Henicosylresorcinol,18347.85648,17805.9953,22743.92391,22239.00528,17843.62894,25404.34249,23186.65024
5-Hydroxy-L-tryptophan,0,1657521.744,0,0,0,0,0
5-Hydroxyquinoline,95.14722853,207.6341878,0,237.2054547,199.4037808,166.5004002,251.8548154
5-Hydroxytryptophan,68591.02428,85781.59006,89199.22775,85645.59477,99446.07669,89694.5083,102000.3365
5-Methyluridine,0,214503407.7,0,0,186455949.6,0,0
"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine ",0,0,0,0,0,0,701.1219227
"5,6-Dihydro-5-methyluracil",0,0,694540.7667,408798.3967,410455.9375,369309.1349,390522.9675
"5,6-Dimethyl-4-phenyl-3-cyanopyridine-2(1H)-thione",0,0,0,508654.3345,410023.5434,267802.0373,928475.2125
"5alpha-Pregnane-3,20-dione",63969.86014,0,0,90296.96126,0,0,0
6-Hydroxyflavone-beta-D-glucoside,0,0,0,0,0,946151.4312,0
6-Hydroxyflavone,673168793.9,0,0,0,0,0,0
"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",1881212.886,0,2214985.953,5752775.68,5309285.565,0,0
"6,7,4'-Trihydroxyisoflavone",4867.929239,2701.020839,2899.384227,0,2988.082045,3354.239796,3000.079614
"6,8-Dioxapentadecane",0,0,68.52130371,0,79.93362232,0,89.00243359
"7-(Trimethylsilyl)-2,6-bis[(trimethylsilyl)oxy]-7H-purine",0,0,0,0,0,0,0
7-(Trimethylsilyl)amino-4-methylcoumarin,16656.77495,20420.86341,0,0,38090.50324,31444.75236,18304.03188
"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin ",209170.8291,750117.7318,495249.8308,2099273.743,925923.1392,465843.0074,1025757.298
"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",22642469.34,22047467.24,30662665.42,20952598.48,19090046.58,15303591.81,14105690.82
"7-Keto-3alpha,12-alpha-dihydroxycholanic acid",0,0,0,39329.42595,0,0,13338.54884
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",9248894.169,7615367.243,6753093.633,10443357.85,8988419.75,9423534.19,15164853.82
8-Heptadecene,0,0,0,0,0,0,0
8-Hydroxy-5-(hydroxymethyl)quinoline,0,0,0,0,0,0,0
9-Hexadecenoic acid,7909232.564,4918311.294,7055142.965,2792588.94,3135748.103,0,2389579.915
9-Octadecenamide,0,12595309.34,28221700.73,3726107.171,0,16781111.08,2840336.958
9-Octadecenoic acid,5.873444885,10.59673376,5.542219052,7.770041862,6.594369993,8.170688109,6.750667944
"9,12-Octadecadienoic acid",59393.57415,11428.44248,36990.85263,1135.780363,0,0,0
"9(E),11(E)-Conjugated linoleic acid",29.1363489,62.1218267,0,0,67.35458855,66.13689197,0
"9H-Fluorene, 9-methylene-",31824.91993,33680.79981,32763.99521,0,0,0,40722.6136
9H-Purin-6-ol,0,0,0,0,0,0,0
"9H-Purine, 9-(trimethylsilyl)-2,6,8-tris[(trimethylsilyl)oxy]-",9158.612991,23822.86405,21879.94633,23548.87521,26400.16403,46157.64716,6694.120084
"Acetamide, 2,2,2-trifluoro-",677045.3036,616848.9709,628752.7356,711495.5615,735003.1799,509348.4873,647033.8379
"Acetamide, N,N-diethyl-",2393597.081,2472726.389,2573496.119,2501943.109,2612952.507,2574824.283,2707840.947
"Acetic acid, bis[(trimethylsilyl)oxyl]-",4858104.793,5724945.068,6288537.357,6106009.06,6366995.441,6790174.665,6945640.935
"Acetin, bis-1,3-trimethylsilyl ether",1916.259376,1939.461689,2188.697447,0,2200.671729,2100.378298,2134.040653
Acetoacetic acid,0,6451.854726,6688.708592,6459.990946,0,7189.530645,7186.840465
"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",0,0,0,0,0,0,0
Aceturic acid,1004.942866,2195.905843,0,1931.15956,2019.178689,2363.041071,1861.757097
Aconitic acid,0,0,0,0,0,0,15345.79833
Adipoyl-L-carnitine,0,0,0,0,0,0,0
Albizziin,0,0,0,0,0,3850079.85,0
Alloxanic acid,0,70168.9197,0,239233.6718,122010.975,0,0
Allylescaline ,55127368.14,24641572.3,34600980.4,23679034.07,25521504.28,20312919.18,28613393.8
alpha-D-Mannopyranose,99.98168641,0,0,0,0,0,0
"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)-",0,0,0,0,49075.91576,0,116532.8123
alpha-Linolenic acid,32056.88593,39310.65348,37674.88984,37397.8713,31356.58536,0,16593.64954
alpha-Tocopherol,5330.427455,6336.902179,5080.282878,5871.747524,14345.66057,12738.59329,9425.163891
Ammeline,3332348999,3452825149,3474739495,3243741724,5428960579,4185487818,4493785023
"androst1-2,4,6,16-tetraene-3,6,17-triol",0,0,0,0,0,0,0
Arabinaric acid,0,0,1060.085664,1201.01131,3177.066594,0,0
"Arabinofuranose, 1,2,3,5-tetrakis-O-",97939.0427,100705.7234,86315.11137,122020.8458,88951.28111,113759.3714,139381.3967
"Arabinonic acid, 2,3,5-tris-O-(trimethylsilyl)-, gamma-lactone",0,0,0,0,0,0,0
Arachidonic acid,38.0822315,42.88048374,41.40296867,45.54886731,46.74303243,47.8097916,47.22171281
Arsenous acid,98416.7597,0,9414.785479,0,15131.16857,0,0
Aspartic acid,0,1016307466,830763054.9,768327769.3,689517723,661188968.4,0
Atrazine desethyl,9815571.892,13931573.38,10659613.8,5697381.519,2965137.182,2969430.447,2121414.899
Azatadine,8704.111911,10190.36482,10863.14532,8659.499802,8166.860723,8107.863185,7175.286008
"Azetidine, 1-acetyl-2-methyl-",69278973.75,0,0,51429783.12,0,0,0
"Aziridine, 1-(2-buten-2-yl)-",0,38624329.86,14289518.8,0,79667701.36,174869017,85667464.48
"Benzaldehyde, 2,5-dimethyl-",0,0,0,0,0,0,0
"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",25064.38562,0,0,0,42235.05832,0,50461.54334
