Metabolite 1,Metabolite 2,VECPAC r,VECPAC p-values,VECPAC n,DSS r,DSS p-values,DSS n,LPS r,LPS p-values,LPS n,Consistent?,Can Meta-Analysis Be Calculated?,Meta-Analysis p-value,FDR
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,4-Di-tert-butylphenol",-0.5,0.6666666666666667,3,-0.1025978352085154,0.8695979205185651,5,,,0,False,True,0.8845346219281439,0.8938326957914857
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,4-Imidazolidinedione, 5,5-dimethyl",-0.5,0.6666666666666667,3,-0.4103913408340617,0.4925357817027974,5,-0.8823529411764706,0.0199470791776918,6,True,True,0.11128918185692409,0.3091197968280104
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole",,,0,-0.7999999999999999,0.2,4,-0.8116794499134278,0.0498575851013404,6,False,True,0.07852968957175176,0.24342927949763588
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,5-Dimethoxybenzhydrazide",,,0,0.4616902584383193,0.4337661561690278,5,0.9856107606091624,0.0003090856678496,6,False,True,0.08674614702176442,0.26127382961609386
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,0.6155870112510925,0.2689977701158222,5,0.8116794499134278,0.0498575851013404,6,True,True,0.08241799284626333,0.25220712600280926
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,5-Dimethoxyphenol",0.5,0.6666666666666667,3,0.6155870112510925,0.2689977701158222,5,0.8116794499134278,0.0498575851013404,6,True,True,0.08241799284626333,0.25220712600280926
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2',5'-Dimethoxypropiophenone",-0.5,0.6666666666666667,3,0.4616902584383193,0.4337661561690278,5,0.8406680016960504,0.0360575728451591,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2,6-di-tert-Butyl-4-(dimethylaminomethyl)phenol",0.5,0.6666666666666667,3,0.0,1.0,3,-0.3999999999999999,0.6,4,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Allyl-1,4-dimethoxybenzene",-0.5,0.6666666666666667,3,0.7029594915666376,0.1854348935679761,5,0.1159542071304896,0.826848213385815,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Amino-4-methylbenzophenone,0.5,0.6666666666666667,3,0.0512989176042577,0.934712848108234,5,0.8207826816681234,0.0885870053135437,5,True,True,0.4046445586771519,0.5957164651445764
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Aminoquinolin-8-ol,,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Butanol,,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Buten-1-ol,,,0,1.0,0.0,3,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Butene-1,4-diol",,,0,,,0,0.3999999999999999,0.6,4,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Butenedioic acid,,,0,0.2051956704170308,0.7405819415910722,5,-0.2608969660436018,0.6175338174259972,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Butenoic acid, 3-[(tert-butyldimethylsilyl)oxy]",0.0,1.0,3,0.3421052631578947,0.573070286629975,5,0.7247137945655605,0.1032428046237076,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Butoxyethanol,0.5,0.6666666666666667,3,-0.1538967528127731,0.8048288166080632,5,0.4928053803045812,0.3206325828658273,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Cyanobenzaldehyde,,,0,,,0,0.6,0.2847569798652937,5,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)",-1.0,0.0,3,0.3590924232298039,0.5528147466433505,5,-0.6668859288553503,0.2188939813132315,5,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Cyclohexen-1-one, 3-methyl-",-1.0,0.0,3,0.8720815992723809,0.0538542177275421,5,0.8406680016960504,0.0360575728451591,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Decanol,,,0,-0.2894736842105264,0.6366447547494903,5,-0.7181848464596079,0.1717953049079889,5,False,True,0.3099632068955902,0.5394302098220423
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Ethyl-1-butanol,,,0,0.8660254037844387,0.3333333333333332,3,0.5,0.6666666666666667,3,False,True,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Ethylhexanoic acid,-0.5,0.6666666666666667,3,0.6308932681440449,0.2537575415179099,5,-0.25,0.6328125,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Ethylhexanol,,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Furancarbodithioic acid, methyl ester",,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Furoic acid,-0.5,0.6666666666666667,3,-0.1538967528127731,0.8048288166080632,5,-0.1999999999999999,0.8,4,True,True,0.7688743786146697,0.806740253842803
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Hexanol,-0.5,0.6666666666666667,3,0.0512989176042577,0.934712848108234,5,0.5000000000000001,0.4999999999999999,4,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2'-Hydroxy-2,4,4',5-tetramethoxychalcone",0.8660254037844387,0.3333333333333332,3,-0.316227766016838,0.683772233983162,4,0.4411764705882353,0.3811698554854467,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Hydroxy-2',4',6'-trimethoxychalcone",,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Hydroxy-3-methylbutyric acid,,,0,-0.1538967528127731,0.8048288166080632,5,0.6087595874350709,0.1996601894603625,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Hydroxymethyl-17alpha-methylandrosta-1,4-diene-11alpha,17beta-diol-3-one",,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Isopropyl-5-methyl-1-heptanol,,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Methyl-1,3-butanediol",0.5,0.6666666666666667,3,-0.4103913408340617,0.4925357817027974,5,-0.4558823529411764,0.3635491934663138,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Methyl-3-pentanol,,,0,0.5,0.6666666666666667,3,0.7181848464596079,0.1717953049079889,5,False,True,0.2814427973540984,0.5212517511738759
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Methylcyclohexanol, (Z)",-1.0,0.0,3,-0.1052631578947368,0.8662227050936397,5,0.2029198624783569,0.699797968157019,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",,,0,0.5000000000000001,0.6666666666666667,3,0.632455532033676,0.367544467966324,4,False,True,0.5095882967683181,0.6507687059705571
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Naphthol,0.0,1.0,3,-0.1538967528127731,0.8048288166080632,5,-0.2089785019092862,0.6910955031938046,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Norbornanemethanol,,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Oxiraneethanol, 2-t-butyldimethysilyloxymethyl- acetate",,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Pentadecanone,0.8660254037844387,0.3333333333333332,3,-0.1538967528127731,0.8048288166080632,5,0.3388226069985335,0.511214635729345,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Pivaloyl-1,3-indandione",,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Propyl-1-pentanol,,,0,0.948683298050514,0.0513167019494861,4,0.1739313106957345,0.7417339277316277,6,False,True,0.5093043999550068,0.6507687059705571
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",2-Pyrrolidone-5-carboxylic acid,-1.0,0.0,3,0.6882472016116853,0.1988921881373051,5,0.2319084142609793,0.6583735712609271,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","2-Thiophenecarboxylic acid, 4-cyanophenyl ester",,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",1.0,0.0,3,0.6155870112510925,0.2689977701158222,5,0.9856107606091624,0.0003090856678496,6,True,True,0.0,0.0
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-(4-Methoxyphenyl)coumarin,,,0,,,0,-0.5,0.6666666666666667,3,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","3,3-Bis{4-[(trimethylsilyl)oxy]phenyl}-2-benzofuran-1(3H)-one",,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","3,3-Dimethylacrylic acid",,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","3,4-Dihydroxybenzaldehyde",-0.5,0.6666666666666667,3,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","3,4-Methylenedioxyamphetamine",-0.5,0.6666666666666667,3,,,0,-0.7378647873726218,0.2621352126273781,4,False,True,0.4317672272138625,0.6085739849453551
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","3,5-Dimethoxy-4-(tert.-butyldimethylsilyl)oxybenzaldehyde",,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","3,5-Dimethylphenol",-1.0,0.0,3,-0.1538967528127731,0.8048288166080632,5,-0.0512989176042577,0.934712848108234,5,True,True,0.0,0.0
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-Amino-5-methylisoxazole,,,0,0.368421052631579,0.5417509057946893,5,0.0289885517826224,0.9565293523898406,6,False,True,0.7145184056889538,0.7687856263741907
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-Aminobenzoic acid,,,0,-0.2631578947368421,0.6688454650582103,5,-0.5797710356524485,0.2277839567150159,6,False,True,0.3050055703686724,0.5360599422020194
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-Buten-2-one,-0.5,0.6666666666666667,3,-0.1538967528127731,0.8048288166080632,5,0.347862621391469,0.4992532181146331,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-Heptanol,-0.5,0.6666666666666667,3,0.316227766016838,0.683772233983162,4,-0.3529411764705882,0.4925707307144309,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-Hydroxymethyl-2-trimethylsilyloxypentane,,,0,,,0,0.8720815992723809,0.0538542177275421,5,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-Methyl-3-buten-1-ol,,,0,,,0,0.948683298050514,0.0513167019494861,4,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-Nonene,,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",3-Phenyl oxindole,,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","4,4'-Dichlorobenzophenone",,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","4,5-Dihydro-1H-pyrazole",,,0,0.0,1.0,3,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",-1.0,0.0,3,-0.0263157894736842,0.9664975638949244,5,-0.8382352941176471,0.0371352152452676,6,True,True,0.0,0.0
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",4-Aminobutanoic acid,0.5,0.6666666666666667,3,0.4103913408340617,0.4925357817027974,5,-0.0289885517826224,0.9565293523898406,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",4-Hydroxybutanoic acid,,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",4-Methoxyphenol,0.5,0.6666666666666667,3,,,0,-0.2108185106778919,0.7891814893221081,4,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","4-Methylquinoline-2,7-diol",,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",4-Methylvaleric acid,-0.5,0.6666666666666667,3,0.3590924232298039,0.5528147466433505,5,0.2051956704170308,0.7405819415910722,5,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",4-Oxohexanoic acid,-0.5,0.6666666666666667,3,0.1538967528127731,0.8048288166080632,5,0.0,1.0,4,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","4-Phenyl-2,3-dihydro-1H-1,5-benzodiazepin-2-one",,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",4-tert-Butyldimethylsiloxy-3-penten-2-one,,,0,,,0,-0.6000000000000001,0.3999999999999999,4,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",5-Aminovaleric acid,,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",5-Azacytosine,1.0,0.0,3,0.5642880936468347,0.3217233358243002,5,0.6617647058823529,0.1522570857927945,6,True,True,0.0,0.0
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","5-Chlorovaleric acid, nonyl ester",-0.8660254037844387,0.3333333333333332,3,0.1538967528127731,0.8048288166080632,5,-0.347862621391469,0.4992532181146331,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","5-Ethyl-1,3-dioxane-5-methanol, tert-butyldimethylsilyl ether",-1.0,0.0,3,-0.316227766016838,0.683772233983162,4,-0.3999999999999999,0.6,4,True,True,0.0,0.0
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",5-Ethyl-5-methylnonadecane,,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,,,0,-0.3999999999999999,0.6,4,0.4558823529411764,0.3635491934663138,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",5-Nitroso-8-quinolinol,,,0,,,0,,,0,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","5-Nonanol, tert-butyldimethylsilyl ether",-0.5,0.6666666666666667,3,0.1538967528127731,0.8048288166080632,5,0.0447811075519899,0.9328732395151488,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",5-Oxohexanoic Acid,1.0,0.0,3,-0.5000000000000001,0.3910022189557705,5,0.1764705882352941,0.7380419295745979,6,False,False,,
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester","6,7,4'-Trihydroxyisoflavone",-1.0,0.0,3,-0.4103913408340617,0.4925357817027974,5,0.2647058823529412,0.6122150417260328,6,False,False,,
