Metabolite 1,Metabolite 2,VECPAC r,VECPAC p-values,VECPAC n,DSS r,DSS p-values,DSS n,LPS r,LPS p-values,LPS n,Consistent?,Can Meta-Analysis Be Calculated?,Meta-Analysis p-value,FDR
10-Heptadecenoic acid,"1,4-Butanediol",-1.0,0.0,3,0.9746794344808964,0.0048182304681985,5,,,0,False,False,,
10-Heptadecenoic acid,"1,5-Anhydroglucitol",0.6556498708008512,0.0149728020895741,13,0.6900185713132712,0.013012243184083,12,-0.6,0.2079999999999998,6,False,False,,
10-Heptadecenoic acid,"1,7-Dimethyl-4-(1-methylethyl)cyclodecane",-0.6957252427829381,0.124789337440287,6,0.1999999999999999,0.8,4,,,0,False,False,,
10-Heptadecenoic acid,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,-0.3768511731740915,0.4614828403508046,6,0.1999999999999999,0.8,4,-0.5,0.6666666666666667,3,False,False,,
10-Heptadecenoic acid,11-Methyldodecanol,-0.0909094358673449,0.7677166575397278,13,0.1138955118945513,0.7388017086822056,11,-0.0857142857142857,0.8717434402332361,6,False,False,,
10-Heptadecenoic acid,12-Oxooctadecanoate,-0.0468321336286322,0.8792476334846734,13,0.2031526758181204,0.5265630529109769,12,-0.1999999999999999,0.747060078104662,5,False,False,,
10-Heptadecenoic acid,13-Docosenamide,-0.3427070318958993,0.2754932588948767,12,0.4273211456863912,0.1658772731973863,12,-0.7,0.1881204043741872,5,False,False,,
10-Heptadecenoic acid,17-alpha-Hydroxypregnenolone,-1.0,0.0,3,0.0479050504765303,0.9103153570041668,8,,,0,False,False,,
10-Heptadecenoic acid,18-Methyl-nonadecanol,,,0,,,0,,,0,False,False,,
10-Heptadecenoic acid,1-Deoxypentitol,-0.3,0.6238376647810728,5,,,0,,,0,False,False,,
10-Heptadecenoic acid,1-Dodecanol,-0.2209944751381215,0.4681042140761681,13,0.0,1.0,5,0.0285714285714285,0.9571545189504372,6,False,False,,
10-Heptadecenoic acid,1-Dodecene,,,0,0.3783937343321348,0.402602201921755,7,,,0,False,False,,
10-Heptadecenoic acid,1-Hexacosene,-0.790433332862751,0.0195445372748577,8,0.5814369687208274,0.0473735961718798,12,0.0857142857142857,0.8717434402332361,6,False,False,,
10-Heptadecenoic acid,1-Hexadecanol,-0.5386740331491713,0.0575167709650273,13,0.0227791023789102,0.9469975714556128,11,0.0857142857142857,0.8717434402332361,6,False,False,,
10-Heptadecenoic acid,1-Hexanol,-0.5,0.6666666666666667,3,0.0303952771840032,0.9335717251179996,10,-1.0,0.0,3,False,False,,
10-Heptadecenoic acid,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",0.7217658241589203,0.0053463379879339,13,-0.6830133066298876,0.0143593660834832,12,-0.3,0.6238376647810728,5,False,False,,
10-Heptadecenoic acid,"1H-Naphtho[2,1-b]pyran, 3-ethenyldodecahydro-3,4a,7,7,10a-pentamethyl-, [3R-(3alpha,4abeta,6aalpha,10abeta,10balpha)]-",,,0,0.5,0.6666666666666667,3,,,0,False,False,,
10-Heptadecenoic acid,1-Methyl-4-hydroxy-1H-imidazol-2-amine,-0.0110193255596781,0.9714993047560658,13,0.4105263157894737,0.1849783865428017,12,-0.4999999999999999,0.3910022189557705,5,False,False,,
10-Heptadecenoic acid,1-Monomyristin,,,0,-0.0720749970156447,0.8779592508225129,7,,,0,False,False,,
10-Heptadecenoic acid,1-Monopalmitin,,,0,0.5217939320872036,0.2883432338003937,6,0.5,0.6666666666666667,3,False,True,0.3535040650243432,0.5239466589297376
10-Heptadecenoic acid,1-Octadecanol,-0.2699734762121152,0.3723649381914634,13,0.0840631762006015,0.7950626235050116,12,-0.6571428571428573,0.1561749271137023,6,False,False,,
10-Heptadecenoic acid,1-Octanol,-0.3282689935872349,0.3544183270183252,10,-0.4620082131968491,0.178856585561847,10,,,0,False,True,0.1342627440427425,0.3315172077860935
10-Heptadecenoic acid,"1-Phenanthrenemethanol, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, [1R-(1alpha,4abeta,10aalpha)]-",0.5642880936468347,0.3217233358243002,5,0.8207826816681234,0.0885870053135437,5,,,0,False,True,0.14751652309141694,0.34834921070129027
10-Heptadecenoic acid,"1-Propanamine, N,N-diethyl-",0.0853997730875058,0.7814777530405761,13,0.4798606308117672,0.1143893577100449,12,-0.7714285714285715,0.0723965014577259,6,False,False,,
10-Heptadecenoic acid,1-Tetracosene,-0.4096385542168674,0.3135258244782727,8,0.184102029926259,0.6353826478012163,9,0.6957252427829382,0.1247893374402868,6,False,False,,
10-Heptadecenoic acid,1-Tetradecanol,-0.6590406271213911,0.0274136029900203,11,0.4999999999999999,0.3910022189557705,5,-0.1999999999999999,0.747060078104662,5,False,False,,
10-Heptadecenoic acid,"2',2,3,6'-Tetramethoxychalcone",,,0,0.5748606057183643,0.1360582623880914,8,0.5,0.6666666666666667,3,False,True,0.183984122423953,0.38554074937741445
10-Heptadecenoic acid,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",-0.4573020107266441,0.1161470493526311,13,-0.0351494391688101,0.9136417620204398,12,-0.0285714285714285,0.9571545189504372,6,True,True,0.29340763715987417,0.4788621486365922
10-Heptadecenoic acid,"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",-0.3471087551298624,0.2452366753608105,13,0.2175438596491228,0.4970130021866376,12,-0.5428571428571429,0.2657026239067055,6,False,False,,
10-Heptadecenoic acid,"2,3,4-Trihydroxybutyric acid",-0.0771352789177472,0.8022285682572896,13,-0.1541158230344362,0.6324877788515912,12,-0.4285714285714286,0.3965014577259474,6,True,True,0.4647341871568964,0.600182806354264
10-Heptadecenoic acid,"2,3-Butanediol",0.1586208405430829,0.604747234449948,13,-0.1904761904761905,0.6514014957024814,8,0.1428571428571428,0.7871720116618075,6,False,False,,
10-Heptadecenoic acid,"2,3-Dihydroxy-2-methylpropanoic acid",0.203596464525254,0.6286746732890387,8,-0.1503420757008077,0.6590471340669587,11,0.2,0.704,6,False,False,,
10-Heptadecenoic acid,"2,3-Dihydroxypropyl icosanoate",,,0,0.0360374985078223,0.938860561394214,7,,,0,False,False,,
10-Heptadecenoic acid,"2,4,6-Tris(1,1-dimethylethyl)-4-methylcyclohexa-2,5-dien-1-one",,,0,0.2342437403008453,0.6131550369752419,7,,,0,False,False,,
10-Heptadecenoic acid,"2,4-Di-tert-butylphenol",0.0999999999999999,0.8728885715695383,5,0.30631873731649,0.5040270086665881,7,,,0,False,True,0.5595441154142191,0.6625905644530034
10-Heptadecenoic acid,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",-0.1735543775649312,0.5706872439132388,13,-0.4098079839779326,0.1858244908440448,12,0.1428571428571428,0.7871720116618075,6,False,False,,
10-Heptadecenoic acid,"2,5-Dimethoxybenzhydrazide",0.4151728087258085,0.1583209746118467,13,0.7052631578947368,0.0104060950334914,12,0.2319084142609793,0.658373571260927,6,True,True,0.015507531152158116,0.08834983990608908
10-Heptadecenoic acid,"2,5-Dimethoxymandelic acid",0.1054092553389459,0.894590744661054,4,0.8266212326392487,0.0009150112679836,12,0.7999999999999999,0.2,4,True,True,0.007430061076423103,0.04935378141590157
10-Heptadecenoic acid,"2,5-Dimethoxyphenol",-0.3324141093120261,0.2671250165666836,13,0.4728553661283838,0.1205473160898457,12,-0.5428571428571429,0.2657026239067055,6,False,False,,
10-Heptadecenoic acid,"2,5-Di-tert-butyl-4-hydroxyphenol",-0.6187845303867403,0.0241496554009774,13,-0.4912280701754387,0.1048456241390794,12,-0.1428571428571428,0.7871720116618075,6,True,True,0.01647892377872346,0.09246930021542643
10-Heptadecenoic acid,"2,6-Di-O-methyl-d-galactopyranose",-1.0,1.4042654220543672e-24,5,-0.6241474051821412,0.0401240479015354,11,0.6,0.2847569798652937,5,False,False,,
10-Heptadecenoic acid,"2-Allyl-1,4-dimethoxybenzene ",-0.1432512322758162,0.6405875298469965,13,0.5779343363791357,0.0490488481513113,12,-0.0857142857142857,0.8717434402332361,6,False,False,,
10-Heptadecenoic acid,2-Amino-4-tert-butylphenol,1.0,0.0,3,0.1002280504672051,0.7693624440895604,11,-0.7999999999999999,0.2,4,False,False,,
10-Heptadecenoic acid,2-Aminoadipic acid,-0.0885201399962335,0.7736767786054638,13,-0.3467606018274814,0.2694793884630331,12,-0.6571428571428573,0.1561749271137023,6,True,True,0.20678053598712398,0.40784444199229036
10-Heptadecenoic acid,2-Aminobutanoic acid,-0.0136987729493166,0.9681133688856378,11,0.3371307152078718,0.3106523577454195,11,0.0,1.0,4,False,False,,
10-Heptadecenoic acid,2-Butenedioic acid,0.3089658111447876,0.304345433845778,13,0.1751316170845866,0.5861577321261826,12,0.4857142857142857,0.3287230320699709,6,True,True,0.19033754872727082,0.39142137453020615
10-Heptadecenoic acid,"2-Butenoic acid, 2-hydroxy-",,,0,-0.0502096445253433,0.8979283954703233,9,-0.3999999999999999,0.6,4,False,True,0.7929775802423163,0.8229556876569993
10-Heptadecenoic acid,"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",-0.1473693282227258,0.6476318662945755,12,0.6666666666666667,0.0498672305688851,9,-0.0285714285714285,0.9571545189504372,6,False,False,,
10-Heptadecenoic acid,2'-Deoxyribolactone,-0.2403314917127072,0.4289948330731802,13,0.6071428571428572,0.1482311614811614,7,-0.0999999999999999,0.8728885715695383,5,False,False,,
10-Heptadecenoic acid,2'-Desoxyuridine,0.2093671856338853,0.492403308545325,13,0.0964912280701754,0.76546435900382,12,-0.4928053803045811,0.3206325828658273,6,False,False,,
10-Heptadecenoic acid,2-Ethylacetoacetate,0.1101932555967817,0.7200674281062428,13,-0.1961474111347369,0.5412137259515317,12,-0.2571428571428572,0.6227871720116618,6,False,False,,
10-Heptadecenoic acid,2-Ethylhexanoic acid,-0.3112959470609084,0.300521355395377,13,0.3887921899277822,0.2116429672200427,12,0.7,0.1881204043741872,5,False,False,,
10-Heptadecenoic acid,"2-Furanacetaldehyde, tetrahydro-alpha",,,0,-0.1999999999999999,0.8,4,,,0,False,False,,
10-Heptadecenoic acid,2-Furoic acid,,,0,-0.3999999999999999,0.6,4,,,0,False,False,,
10-Heptadecenoic acid,2-Hydroxy-2-methylbutyric acid,0.4285714285714286,0.2894032248467901,8,0.3592878785739777,0.3820646773649864,8,0.5,0.6666666666666667,3,True,True,0.206647771728811,0.40784444199229036
10-Heptadecenoic acid,2-Hydroxy-3-methylbutyric acid,-0.4285714285714286,0.3965014577259474,6,0.4924034903808523,0.1482304153537173,10,,,0,False,False,,
10-Heptadecenoic acid,2-Hydroxy-5-methoxybenzaldehyde,-0.206896748534456,0.4976393728518512,13,0.4938711601785341,0.1027051833464725,12,0.942857142857143,0.004804664723032,6,False,False,,
10-Heptadecenoic acid,2-Isopropyl-5-methyl-1-heptanol,0.2868968246344457,0.3419183705047491,13,0.1317388888104584,0.7558326362593347,8,0.1159542071304896,0.826848213385815,6,True,True,0.35985703849347983,0.5288194863659136
10-Heptadecenoic acid,2-Ketobutyric acid,-0.1301944053324294,0.6716127194966093,13,-0.4947368421052632,0.1020105222511489,12,0.0285714285714285,0.9571545189504372,6,False,False,,
10-Heptadecenoic acid,2-Ketohexanoic acid,,,0,0.0720749970156447,0.8779592508225129,7,,,0,False,False,,
10-Heptadecenoic acid,"2-Methyl-4,6-dinitrophenol",-0.5,0.6666666666666667,3,0.8383383833392812,0.009323115735056,8,,,0,False,False,,
10-Heptadecenoic acid,2-Octanol,-0.5,0.6666666666666667,3,0.5509080804800991,0.1570184219978911,8,-1.0,0.0,3,False,False,,
10-Heptadecenoic acid,2-Palmitoylglycerol,0.5,0.6666666666666667,3,0.0,1.0,8,,,0,False,False,,
10-Heptadecenoic acid,"2-Pentenedioic acid, 2-hydroxy-",0.1614045023391759,0.6162711613898875,12,0.3221899381504342,0.3639270759675108,10,-0.6571428571428573,0.1561749271137023,6,False,False,,
10-Heptadecenoic acid,2-Pentenedioic acid,0.5,0.6666666666666667,3,0.0598813130956629,0.8879906501125185,8,,,0,False,True,0.8934509900856304,0.9014216279995738
10-Heptadecenoic acid,2-Piperidinone,-0.3876146788990826,0.2388556234821797,11,-0.2323468442648847,0.4917654140586254,11,,,0,False,True,0.21191570911315927,0.4124029322283763
10-Heptadecenoic acid,"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",0.0281195513350481,0.9308724463196674,12,-0.2171632051848873,0.4977849019272634,12,-0.6,0.2847569798652937,5,False,False,,
10-Heptadecenoic acid,2-Pyrrolidinone,0.0358621030793057,0.9074070749401576,13,0.0035026323416917,0.9913803817213171,12,0.0285714285714285,0.9571545189504372,6,True,True,0.9191913669864498,0.9239924215010862
10-Heptadecenoic acid,2-tert-Butyl-4-ethylphenol ,-0.6,0.2079999999999998,6,0.8636363636363636,0.0006116938500931,11,0.7999999999999999,0.2,4,False,False,,
10-Heptadecenoic acid,3-(3-Hydroxyphenyl)propanoic acid,-0.086560589039859,0.8002206347159757,11,-0.7740817475138726,0.0031266563739204,12,0.3714285714285715,0.4684781341107871,6,False,False,,
10-Heptadecenoic acid,"3,3,5-Trimethylcyclohexan-1-ol",,,0,0.7113032974423645,0.0316565570333023,9,,,0,False,False,,
10-Heptadecenoic acid,"3,4,5-Trihydroxypentanoic acid",0.0777390012314044,0.810222361210434,12,0.5952380952380953,0.1195298061387925,8,0.3999999999999999,0.6,4,True,True,0.30071951579725986,0.4833542986514199
10-Heptadecenoic acid,"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino",-0.4848503246258396,0.0930976250608032,13,0.3052631578947368,0.3346183238412898,12,-0.7714285714285715,0.0723965014577259,6,False,False,,
10-Heptadecenoic acid,"3,4-Dihydroxy-5-methyl-dihydrofuran-2-one",,,0,-0.0272727272727272,0.9537175971370362,7,,,0,False,False,,
10-Heptadecenoic acid,"3,4-Dimethoxymandelic acid",-0.4829169704328975,0.1324214266176763,11,0.3963563813930385,0.2275045420268551,11,0.3142857142857143,0.5440932944606414,6,False,False,,
10-Heptadecenoic acid,"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine",-0.5371921210343109,0.0583408964622044,13,0.4798606308117672,0.1143893577100449,12,0.3,0.6238376647810728,5,False,False,,
10-Heptadecenoic acid,"3,5-Dimethylphenol",,,0,-0.4999999999999999,0.3910022189557705,5,0.5,0.6666666666666667,3,False,False,,
10-Heptadecenoic acid,3-Amino-2-piperidone,0.1052638058733755,0.7447415468069729,12,0.3187395430939476,0.3126016762184119,12,0.3999999999999999,0.6,4,True,True,0.33300231747120357,0.5092717525713738
10-Heptadecenoic acid,3-Aminoisobutyric acid,,,0,,,0,,,0,False,False,,
10-Heptadecenoic acid,3-Buten-2-one,-0.632455532033676,0.367544467966324,4,-0.2702812388086677,0.5577307488053698,7,,,0,False,True,0.4431256804244089,0.5830620370231401
10-Heptadecenoic acid,3-Deoxyhexitol,-0.4110348737551194,0.1629328092712683,13,0.790433332862751,0.0195445372748577,8,1.0,0.0,4,False,False,,
10-Heptadecenoic acid,"3-Ethyl-3-methyl-pyrrolidine-2,5-dione",-0.2342437403008453,0.6131550369752419,7,0.3161108827136336,0.3735613327078874,10,-0.0857142857142857,0.8717434402332361,6,False,False,,
10-Heptadecenoic acid,3-Hexenedioic acid,0.2096553718482488,0.491794153377818,13,0.6129606597960531,0.0340673316633561,12,-0.2571428571428572,0.6227871720116618,6,False,False,,
10-Heptadecenoic acid,"3-Hydroxy-2,3-dihydromaltol",0.1184577497665403,0.6999174985086238,13,-0.350798176635218,0.2901735757811862,11,-0.4285714285714286,0.3965014577259474,6,False,False,,
10-Heptadecenoic acid,3-Hydroxybutyric acid,0.3789497011441521,0.2244448911413414,12,0.8421052631578948,0.0005891697295358,12,-0.3142857142857143,0.5440932944606414,6,False,False,,
10-Heptadecenoic acid,3-Hydroxyisovaleric acid,-0.2813795780068602,0.3516903860302887,13,-0.2857156055296304,0.423567783826546,10,-0.3999999999999999,0.6,4,True,True,0.21586853668221284,0.41529184217090825
10-Heptadecenoic acid,3-Methyl-2-furoic acid,-0.2175451988049762,0.4970102875628641,12,0.8105263157894738,0.0013857529603458,12,-0.7,0.1881204043741872,5,False,False,,
10-Heptadecenoic acid,3-Methyl-2-oxovaleric acid,,,0,0.1317388888104584,0.7558326362593347,8,,,0,False,False,,
10-Heptadecenoic acid,3-Methylvaleric acid,-0.0585779186129006,0.8810067501468761,9,0.085106776115209,0.815171544541529,10,,,0,False,False,,
10-Heptadecenoic acid,3-O-methyl-beta-D-Glucopyranose,0.3999999999999999,0.6,4,0.4518395720782334,0.1403127704727103,12,0.5,0.6666666666666667,3,True,True,0.15025193595158523,0.3509931297676512
10-Heptadecenoic acid,3-Oxo-1-cyclohexene-1-carboxylic acid ,1.0,0.0,3,0.2515015150017844,0.5479426035598269,8,,,0,False,True,0.0,0.0
10-Heptadecenoic acid,"3-Pentenoic acid, 4-methyl",,,0,0.8999999999999998,0.0373860734684987,5,,,0,False,False,,
10-Heptadecenoic acid,3-Pyridylcarbinol,-0.54270178381415,0.0553186546645285,13,0.5499132776456018,0.0639766697540814,12,-0.6667366910003157,0.1480897994403527,6,False,False,,
10-Heptadecenoic acid,3-hydroxypalmitic acid,,,0,,,0,,,0,False,False,,
10-Heptadecenoic acid,3-Undecene,-0.2947669587213911,0.3282397357115975,13,0.0952380952380952,0.8225054302036114,8,-0.1428571428571428,0.7871720116618075,6,False,False,,
10-Heptadecenoic acid,pyrazole,-0.1077863635721932,0.7994604266184202,8,0.1685653576039359,0.6202799923103801,11,-1.0,0.0,4,False,False,,
10-Heptadecenoic acid,4-hydroxy-3-penten-2-one,-0.265446919257227,0.4301706986840447,11,0.686933264358473,0.0282055607712552,10,,,0,False,False,,
10-Heptadecenoic acid,4-Aminobenzoic acid,0.0398773006134969,0.9129069882112032,10,0.5078816895453011,0.0918457918572556,12,0.1999999999999999,0.8,4,True,True,0.2232912083534706,0.42163775809236126
10-Heptadecenoic acid,4-Coumaric acid,-0.1790640403447703,0.5583224670118883,13,-0.6537795685398695,0.021112687268918,12,-0.1999999999999999,0.747060078104662,5,True,True,0.08004441076016028,0.25243271123730293
10-Heptadecenoic acid,4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,-0.1765518920827358,0.5639463836022753,13,0.1085816025924436,0.7369437083547932,12,-0.6,0.2079999999999998,6,False,False,,
10-Heptadecenoic acid,4-Hydroxybenzaldehyde,0.3526184179097015,0.2373166038364503,13,0.2767079549936467,0.3839396014534969,12,-0.4285714285714286,0.3965014577259474,6,False,False,,
10-Heptadecenoic acid,4-Hydroxybenzeneacetic acid,-0.2082760601913524,0.4947128135918996,13,-0.2767079549936467,0.3839396014534969,12,-0.2,0.704,6,True,True,0.2679539334676422,0.4592410607339065
10-Heptadecenoic acid,4-Hydroxybenzoic acid,0.0,1.0,13,0.5429080129622184,0.0681500850864123,12,-0.3142857142857143,0.5440932944606414,6,False,False,,
10-Heptadecenoic acid,4-Hydroxybutanoic acid,-0.7142857142857143,0.1107871720116617,6,-0.467074242146171,0.2432699166339954,8,,,0,False,True,0.10450784067919872,0.29205222576762446
10-Heptadecenoic acid,4-Hydroxyphenyllactic acid,0.2511441707374727,0.4563206643672112,11,0.4328029451992949,0.1836494983538821,11,-0.3999999999999999,0.6,4,False,False,,
10-Heptadecenoic acid,4-Methoxyphenol,0.4928053803045812,0.3206325828658273,6,0.5570776255707763,0.0750348066913746,11,0.0,1.0,6,False,False,,
10-Heptadecenoic acid,4-Methyl-5-thiazoleethanol,0.2672186448221957,0.377452818615708,13,0.2767079549936467,0.3839396014534969,12,0.4857142857142857,0.3287230320699709,6,True,True,0.15574858615289597,0.3570289395250797
10-Heptadecenoic acid,4-Methylvaleric acid,-0.1862070736810105,0.5424605480682398,13,0.0735552791755263,0.8202845257024424,12,0.5428571428571429,0.2657026239067055,6,False,False,,
10-Heptadecenoic acid,"4-Nonanone, 2,6,8-trimethyl",,,0,0.8503146459584138,0.0074714146399534,8,,,0,False,False,,
10-Heptadecenoic acid,4-Pyridinol,-0.6666691963605295,0.0128253665206417,13,0.5964912280701755,0.0406307203532455,12,-0.2571428571428572,0.6227871720116618,6,False,False,,
10-Heptadecenoic acid,4-Pyrimidinamine,,,0,-0.1441499940312894,0.7578179356488596,7,,,0,False,False,,
10-Heptadecenoic acid,4-hydroxycyclohexylacetate,0.4999999999999999,0.3910022189557705,5,0.6970405327946539,0.0171330348452198,11,-0.5,0.6666666666666667,3,False,False,,
10-Heptadecenoic acid,"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine",-0.4267819784654187,0.2519566902874007,9,0.1676676766678562,0.691465351646736,8,,,0,False,False,,
10-Heptadecenoic acid,"5,8,11-Eicosatrienoic acid",0.0404218550441317,0.9007407371998686,12,-0.3644656380625641,0.2704637103697426,11,0.0999999999999999,0.8728885715695383,5,False,False,,
10-Heptadecenoic acid,5alpha-Ergost-8(14)-ene,,,0,0.7378647873726218,0.2621352126273781,4,,,0,False,False,,
10-Heptadecenoic acid,5-Amino-1-pentanol,,,0,-0.0869656553478672,0.8698803787001028,6,,,0,False,False,,
10-Heptadecenoic acid,5-Aminovaleric acid,-0.1460060636657357,0.6341077478811024,13,-0.0136674614273461,0.9681862209072394,11,-0.1999999999999999,0.8,4,True,True,0.6848986358716364,0.7430856188144921
10-Heptadecenoic acid,"5-Androsten-17alpha-methyl-3beta,17beta-diol",0.5,0.6666666666666667,3,-0.2522624895547565,0.5852410907160583,7,0.5,0.6666666666666667,3,False,False,,
10-Heptadecenoic acid,5-Henicosylresorcinol,,,0,-0.5405624776173354,0.2102892534955029,7,,,0,False,False,,
10-Heptadecenoic acid,5-Hydroxy-2-methylpyridine,-0.5,0.6666666666666667,3,0.6847124716486249,0.0896664531910682,7,,,0,False,False,,
10-Heptadecenoic acid,5-Hydroxymethyl-2-furoic acid,0.7500000000000002,0.0521814004570577,7,0.6725054096048124,0.0165692907131667,12,,,0,False,True,0.008096103047289726,0.05302343309180197
