Niacinamide-Feci,1.950777689971103e-05,1.251816528613377e-05,1.5609026755639387e-05,5.422453129935512e-06,1.0090223013501271e-05,1.4115726791071148e-05,1.8265928787772724e-05,3.0853405893006655e-05,2.595601762143232e-05,1.6512916230487517e-05,3.0030604806098397e-05,2.176880498986488e-05,2.620625814779149e-05,2.929972100053881e-05,,,,,,,1.693009845688965e-05,,2.1495977798260634e-05,1.0215618079267385e-05,2.3629461226985454e-05,3.576797677898148e-05,,,2.620340902249302e-05,3.923185740776969e-05,1.928136910916207e-05,4.786228592863906e-05,1.7616001737902115e-05,2.7185629606634103e-05,,2.4839556875137356e-05,1.8591246095945467e-05,3.390145491397535e-05,,,,,1.478167612241706e-05,,2.952892746175719e-05,6.5438836421960575e-06,,,,
N-Methyl-alpha-aminoisobutyric acid-Feci,2.9132075330914097e-06,1.1902622933739394e-05,1.9582579481758426e-05,9.544911242431532e-06,5.7874234617884066e-06,9.86678912541326e-06,3.3532277522776966e-06,,6.22070394707365e-05,2.185160409217228e-05,3.131416001425645e-05,3.5211932400810944e-05,4.275123733094898e-05,4.075014289139489e-05,,,,,,,3.773422781433982e-05,9.258704550439152e-06,2.3887850772886572e-05,,1.3674707895242087e-05,3.923185740776969e-05,,9.213874226892582e-06,2.6577301920419655e-05,3.059419164787951e-05,,2.3629461226985454e-05,4.345004654507616e-05,2.5902726833547406e-05,,1.2768255496444658e-05,1.1532250407178815e-05,2.869457507807134e-05,,,,3.3132118020880145e-06,,7.932715454133417e-06,4.9066704346016666e-05,,,,,
Phloroglucinol-Feci,2.0658751508868113e-05,1.8761136254979415e-05,2.206483434554881e-05,2.6988523191489027e-05,1.7104303034974996e-05,2.452308768438531e-05,2.0450891638906137e-05,1.8079635399120293e-05,2.452308768438531e-05,2.0102003582969643e-05,1.9213141506976933e-05,2.4679071089729713e-05,3.2292539494155514e-05,2.809251125659072e-05,,,,,,1.0090781793674955e-05,1.5561833237917407e-05,1.5091424577953678e-05,2.32416102774216e-05,1.6054494792383944e-05,1.5365543292194056e-05,3.123124662168535e-05,1.309830459546029e-05,1.621220549397703e-05,2.414684762315199e-05,1.4620042027486713e-05,1.4818777915433826e-05,1.825126257942127e-05,2.7971670520343615e-05,1.526312974151954e-05,2.4839556875137356e-05,1.959294730854357e-05,1.644556905298271e-05,1.3856208526654547e-05,,,,4.400464789217944e-05,3.7529811613002966e-05,2.541312102594124e-05,2.4323677545534385e-05,2.621384154650823e-05,8.027817364163943e-06,,,
Thr-Leu-Feci,2.789027046413348e-05,1.5090261259838827e-05,,1.045478783687502e-05,4.364139980073052e-06,,1.2535323434486798e-05,3.0030604806098397e-05,2.989738504552492e-05,2.0348783104733775e-05,2.185160409217228e-05,2.0150302283578077e-05,2.7700395279694107e-05,2.7700395279694107e-05,,,,,,6.979769416166107e-06,1.4063340123578813e-05,1.5242238489794084e-06,8.60022333596996e-06,,9.042157442033253e-06,2.7592097431907495e-05,4.989975540120855e-06,3.708687676613752e-06,2.9259696673225892e-05,4.345004654507616e-05,,4.5543860543956285e-05,3.2541480802974324e-05,2.304591577534761e-05,4.680031389540245e-07,1.6806733516036798e-05,1.3355552836233331e-05,3.2541480802974324e-05,,,,3.916438176610061e-06,,4.836203143128063e-06,4.0908209672588064e-05,7.166386589034193e-06,,,,
Xanthine-Feci,,4.04726402169037e-06,4.471311006304033e-06,,6.674519908748268e-07,,2.677224729048848e-06,1.3589139203882464e-05,,1.2121615046448051e-05,7.830005257814367e-06,9.76430696312015e-06,1.1267313288645191e-05,1.045478783687502e-05,,,,,,,,,,,,,,,,1.8145783165286223e-05,,,,8.52754837063112e-06,,,,,,,,8.608358890077261e-06,4.463384885273438e-06,4.305619201828444e-06,3.574596130795985e-06,4.662089489572254e-06,1.603110529073754e-05,,,
"(2,2-Dimethyl-5-[2-(2-ethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol-Feci",4.127417515545797e-05,3.167052156207146e-06,,4.631037028103475e-06,,2.929972100053881e-05,,3.1564037196736394e-06,,,,,,,,,,,,,,0.000193699,,,,7.112681932278526e-05,,,,,,3.576797677898148e-05,,,,5.2620193109722245e-05,,,,,,,,,,,,,,
"(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile-Feci",2.0755781389938976e-05,2.6988523191489027e-05,2.576605936152483e-05,1.9545178190734727e-05,2.9963994925811656e-05,2.1275246514153338e-05,2.2634246100400702e-05,2.434641496804444e-05,3.727730647654299e-05,5.163798424280938e-05,,4.558638334540055e-05,4.7287296916796654e-05,3.7988389220130135e-05,,,,,,7.411163384854275e-06,8.52754837063112e-06,9.71201344212411e-06,9.311484054051764e-06,1.79827107792425e-05,1.979374274563558e-05,2.3629461226985454e-05,1.7467951015074844e-05,1.8723461074844276e-05,,7.307106905725083e-06,6.838683640633865e-06,8.843702351791274e-06,2.620340902249302e-05,1.6806733516036798e-05,2.832062856085168e-05,1.3355552836233331e-05,8.911788780169537e-06,,,,,2.4944204315232956e-05,,3.12718259383932e-05,2.5649715426609503e-05,4.0178073401525405e-05,,,,
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl-Feci",1.1349022807710562e-05,8.829878215791306e-06,1.6709213173689982e-05,1.89144461282783e-05,1.182446759253253e-05,1.5437346694893024e-05,1.665645620681664e-05,1.161057319537282e-05,,6.533706357603628e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1(2H)-Naphthalenone, 3,4-dihydro-3,3,6,8-tetramethyl--Feci",1.2686874670412843e-05,1.054808719348354e-05,1.3307026984933546e-05,1.4219892183594853e-05,1.182446759253253e-05,1.2535323434486798e-05,1.892822663409493e-05,1.0389523267657628e-05,3.641538415551906e-05,5.0652376081904485e-05,3.687793914310128e-05,1.5789217306129828e-05,2.7298397369040544e-05,3.150879501328838e-05,,,,,,8.012154046405676e-06,2.9188931357302075e-06,,3.576797677898148e-05,8.012154046405676e-06,2.049905241642875e-05,1.9986426685893328e-05,5.739971462712748e-06,5.061030294190105e-06,,,2.304591577534761e-05,2.0300517555349247e-05,,2.3887850772886572e-05,1.1347893720169177e-05,2.869457507807134e-05,2.049905241642875e-05,,,,,6.84637212882438e-06,5.9854742218891424e-06,4.400464789217944e-05,3.12718259383932e-05,2.83600203602203e-05,9.901359718928036e-06,,,
1-(2-Methoxy-1-methylethoxy)-2-propanol-Feci,1.4372265497424615e-05,1.9834363825530043e-05,1.950777689971103e-05,2.2880449778157066e-05,2.01274101474737e-05,1.873429735255363e-05,1.3166235197185186e-05,1.732656189020077e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000164801,0.000124701,,,,,,,
"1,1'-Biphenyl, 2,2',5,5'-tetramethyl-Feci",4.792990000527625e-05,1.9002326871187016e-06,3.776279473693108e-05,2.5968462607703692e-06,2.8730183291815375e-06,4.0251084634536926e-06,2.7591092840337517e-05,3.268627187811113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2,4,5-Cyclohexanetetrol-Feci",8.258279059646372e-06,1.4861771818347083e-05,,,3.3532277522776966e-06,1.4579608703051316e-05,,,,2.2537418933870495e-05,,,,1.5869275636717064e-05,,,,,,,2.869457507807134e-05,5.2620193109722245e-05,5.5536882704780605e-05,,,,2.9897597847884973e-05,2.5475803733856748e-05,3.680674354561085e-05,5.5536882704780605e-05,,0.000193699,,,,,,,,,,4.190080426421048e-05,,,,6.350101381470944e-05,,,,
"1,2,4-Butanetriol-Feci",,4.5299745100100205e-05,2.8599266972824817e-05,2.3013007459322897e-06,,2.677224729048848e-06,1.0989201582019573e-06,2.4239294845889594e-06,,,,,7.469526066809781e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000153895,,,,,
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy--Feci",9.090607517997622e-06,3.167052156207146e-06,3.3058251089819553e-06,9.360376010820136e-06,1.2069064934656574e-05,8.944570875658423e-06,1.2630604895770523e-05,1.5487081374959183e-05,5.889954054146709e-06,,1.82932922404292e-05,,5.93531056188585e-06,,,,,,,,,,7.996172237437584e-05,,8.511103045165092e-07,2.32416102774216e-05,,2.797508392698753e-07,,5.148709247549425e-07,,,,1.3665509920555578e-08,,,1.7484467376909954e-07,,,,,,2.5522233466767726e-06,,,,,,,
"1,4-Butanediol-Feci",,5.019531850349989e-06,1.0859288351675112e-05,1.4712561679349532e-05,5.019531850349989e-06,,1.3647786235958917e-05,2.2348995980876115e-05,,,,,,,,,,,,,,,,,5.878732359027068e-06,6.267353285256778e-06,,,,,1.1760244376352708e-05,,,,6.497420543599718e-05,2.6577301920419655e-05,9.042157442033253e-06,,,,,,,,,,,,,
"1,5-Anhydroglucitol-Feci",3.966370409353838e-06,1.5119424900517684e-06,2.258485701236441e-05,1.0023024744523334e-05,5.7874234617884066e-06,1.1533079445742404e-05,2.029559696648541e-06,6.1475581464975165e-06,5.163798424280938e-05,7.2138788215239956e-06,4.84806706359182e-05,3.2292539494155514e-05,7.743995116992935e-05,5.803970515719202e-06,,,,,,1.959294730854357e-05,1.4444563084082658e-05,2.414684762315199e-05,4.4736981628389446e-06,1.4692668790401846e-05,1.2414203855034256e-05,1.8591246095945467e-05,3.451649398285719e-06,3.1616497607301085e-06,9.042157442033253e-06,9.311484054051764e-06,2.7786100683678203e-06,7.739159808239551e-06,1.1281872769247187e-05,1.644556905298271e-05,2.7786100683678203e-06,3.325545417503186e-05,2.6879062833220023e-05,1.0620821558699816e-05,,,,1.2851666336797695e-06,3.1562037456670997e-06,3.5360932439532874e-05,1.910563731616014e-05,1.8743380129594983e-05,6.7727348997407e-06,,,
"1,7-Dimethyl-4-(1-methylethyl)cyclodecane-Feci",1.5199528222535453e-05,,,,,1.710488269808292e-05,,1.4653633404976178e-05,,,,,,6.22070394707365e-05,,,,,,5.061030294190105e-06,,2.680847064643316e-06,,,,,,,,2.355667624442488e-06,5.878732359027068e-06,6.27408295725197e-07,4.680031389540245e-07,1.1347893720169177e-05,1.0594866739571735e-06,1.644556905298271e-05,9.605783233152901e-08,,,,,,,,,0.000472535,,,,
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol-Feci,,,,4.792990000527625e-05,,3.279519807059078e-05,,,3.4649152282659024e-05,,6.541244802233047e-06,,,1.251816528613377e-05,,,,,,,1.8729174152879864e-06,4.4736981628389446e-06,1.579900772525557e-06,4.418146983729302e-06,,,,,,,4.591718606998633e-06,,8.511103045165092e-07,,3.993510637437755e-06,,1.579900772525557e-06,8.227600277440442e-06,,,,2.4840393181237777e-06,,,2.3783645125629813e-06,,1.121290687352542e-05,,,
11-Methyldodecanol-Feci,1.050143751517928e-05,,3.411965807941497e-06,4.379597349444373e-06,1.3792717638957483e-05,2.669672317085981e-05,1.573534360876237e-05,7.657439056734032e-06,1.4712561679349532e-05,1.5090261259838827e-05,1.6512916230487517e-05,1.5609026755639387e-05,1.55027119377882e-05,1.5609026755639387e-05,,,,,,1.7832546205416516e-05,1.0388217036061962e-05,1.215491651726108e-05,1.1532250407178815e-05,9.36547765043883e-06,1.1532250407178815e-05,1.309830459546029e-05,1.396174959971096e-05,1.3278573689408084e-05,1.2871502161561729e-05,1.3355552836233331e-05,1.7832546205416516e-05,1.5091424577953678e-05,1.4558705444856754e-05,8.227600277440442e-06,1.215491651726108e-05,1.0388217036061962e-05,1.0840204443001189e-05,1.1760244376352708e-05,,,,3.2908986494800884e-05,3.101308615054718e-05,2.2395648107797876e-05,1.2016705068176969e-05,1.816004922937347e-05,3.5632149126455806e-05,,,
12-Oxooctadecanoate-Feci,1.5609026755639387e-05,9.704946581785091e-06,1.0603883113983254e-05,1.7595941370518887e-05,1.246057520347657e-05,1.975306229517171e-05,1.4097453364997956e-05,2.0253151075137407e-05,8.829878215791306e-06,3.5211932400810944e-05,1.8431696318303385e-05,2.6869214686453195e-05,3.0030604806098397e-05,1.0659679034482969e-05,,,,,,2.2306934121041924e-05,5.251696931839343e-06,,1.6806733516036798e-05,4.157008035756903e-05,1.16750228775351e-05,1.500034223834365e-05,2.5058159326239772e-05,3.2541480802974324e-05,1.309830459546029e-05,3.451649398285719e-06,7.95241998232019e-06,1.4363782053803332e-05,2.9897597847884973e-05,1.2768255496444658e-05,2.4373025423558204e-06,1.8145783165286223e-05,1.0953974500899492e-05,8.718730892190622e-06,,,,2.173879122112292e-05,1.4421832935193043e-05,4.8494158506114464e-05,5.401630854028379e-07,0.000153895,,,,
13-Docosenamide-Feci,1.6004248595617847e-05,5.2225381888871285e-06,7.830005257814367e-06,1.8431696318303385e-05,5.467794719228499e-06,1.3313767803771692e-05,9.248108126366247e-06,2.336105999158034e-05,1.079189482023349e-05,1.1267313288645191e-05,1.2630604895770523e-05,1.426652836882352e-05,1.688621935250256e-05,9.76430696312015e-06,,,,,,9.18777604581322e-06,4.4736981628389446e-06,1.5561833237917407e-05,8.480942778780368e-06,3.18522214976345e-05,8.32966123896967e-06,9.47162724769854e-06,9.97740278336511e-06,9.36547765043883e-06,6.3799680352538855e-06,4.418146983729302e-06,9.36547765043883e-06,5.153499881227712e-06,4.824168698834687e-06,7.900262314483305e-06,1.8145783165286223e-05,7.411163384854275e-06,7.482180808301214e-06,,,,,3.921669419651076e-05,5.980927869482815e-07,3.2677213517781227e-06,2.2960613279423694e-06,,0.000164801,,,
17-alpha-Hydroxypregnenolone-Feci,1.873429735255363e-05,3.6726802560237342e-06,4.680512051932894e-07,1.789660733847541e-06,3.3058251089819553e-06,1.971852029410025e-06,7.00747777028629e-05,6.674519908748268e-07,,4.275123733094898e-05,,,,,,,,,,,,2.7786100683678203e-06,,,,,,0.000356127,,,,,,0.000193699,,,5.601311560210204e-07,,,,,0.000124701,,,,,,,,
18-Methyl-nonadecanol-Feci,9.991682278919904e-07,,,,,,,,1.2686874670412843e-05,,,,,,,,,,,,2.5475803733856748e-05,,3.4796576262333415e-05,,,,,,,,,,,,,,,,,,,,,,2.611088457072969e-05,,,,,
