Individual_Pval,FDR,Total_Nodes,Total_Edges,Positive_Edges,Negative_Edges,Pos_to_Neg,Density,Mean_Corr_Coeff
0.2,0.01,517,3599,3019,580,5.205172413793103,0.026981842172341924,0.5118108252212678
0.15,1.0,510,2694,2337,357,6.546218487394958,0.02075580723448515,0.5472283674300424
0.15,0.3,510,2694,2337,357,6.546218487394958,0.02075580723448515,0.5472283674300424
0.15,0.25,510,2694,2337,357,6.546218487394958,0.02075580723448515,0.5472283674300424
0.15,0.2,510,2694,2337,357,6.546218487394958,0.02075580723448515,0.5472283674300424
0.15,0.15,510,2694,2337,357,6.546218487394958,0.02075580723448515,0.5472283674300424
0.15,0.1,510,2692,2336,356,6.561797752808989,0.020740398320428368,0.547629922243161
0.15,0.05,510,2637,2297,340,6.7558823529411764,0.020316653183866867,0.5538788951475639
0.15,0.01,507,2313,2009,304,6.608552631578948,0.018032135088991277,0.5679239390525381
0.1,1.0,491,1790,1569,221,7.099547511312217,0.014880086454133589,0.5891303169498002
0.1,0.3,491,1790,1569,221,7.099547511312217,0.014880086454133589,0.5891303169498002
0.1,0.25,491,1790,1569,221,7.099547511312217,0.014880086454133589,0.5891303169498002
0.1,0.2,491,1790,1569,221,7.099547511312217,0.014880086454133589,0.5891303169498002
0.1,0.15,491,1790,1569,221,7.099547511312217,0.014880086454133589,0.5891303169498002
0.1,0.1,491,1790,1569,221,7.099547511312217,0.014880086454133589,0.5891303169498002
0.1,0.05,491,1775,1558,217,7.179723502304148,0.014755392992227442,0.5916684467895659
0.1,0.01,485,1641,1442,199,7.2462311557788945,0.013981426258839568,0.603339833434992
0.05,1.0,450,1022,888,134,6.626865671641791,0.010116307844592923,0.6174036445932105
0.05,0.3,450,1022,888,134,6.626865671641791,0.010116307844592923,0.6174036445932105
0.05,0.25,450,1022,888,134,6.626865671641791,0.010116307844592923,0.6174036445932105
0.05,0.2,450,1022,888,134,6.626865671641791,0.010116307844592923,0.6174036445932105
0.05,0.15,450,1022,888,134,6.626865671641791,0.010116307844592923,0.6174036445932105
0.05,0.1,450,1022,888,134,6.626865671641791,0.010116307844592923,0.6174036445932105
0.05,0.05,450,1022,888,134,6.626865671641791,0.010116307844592923,0.6174036445932105
0.05,0.01,448,986,861,125,6.888,0.009847395333972515,0.6275872565330592
0.01,1.0,290,343,292,51,5.7254901960784315,0.008185180766018376,0.6387982081821688
0.01,0.3,290,343,292,51,5.7254901960784315,0.008185180766018376,0.6387982081821688
0.01,0.25,290,343,292,51,5.7254901960784315,0.008185180766018376,0.6387982081821688
0.01,0.2,290,343,292,51,5.7254901960784315,0.008185180766018376,0.6387982081821688
0.01,0.15,290,343,292,51,5.7254901960784315,0.008185180766018376,0.6387982081821688
0.01,0.1,290,343,292,51,5.7254901960784315,0.008185180766018376,0.6387982081821688
0.01,0.05,290,343,292,51,5.7254901960784315,0.008185180766018376,0.6387982081821688
0.01,0.01,290,343,292,51,5.7254901960784315,0.008185180766018376,0.6387982081821688
