,LPS934_150124,LPS935_150124,LPS936_150124,LPS939_150124,LPS940_150124,LPS941_150124,LPS942_150124
1-Cyclopentylethanol,-0.72493285,-0.58451530,-0.57276032,-0.67473166,-0.50693919,-0.64626583,-0.45880984
"1-Decanol, 2-methyl-",-0.34975995,-0.34980983,-0.34981170,-0.34983278,-0.34980425,-0.34981702,-0.34979563
"1-Decene, 8-methyl-",-0.39659187,-0.39660835,-0.38506773,-0.39661593,-0.39660651,-0.39661072,-0.39660366
1-Deoxypentitol, 2.805913277, 2.221639076, 2.167689587, 1.823239689, 1.321266986,-0.706882118, 1.269904512
1-Hexadecanol,-0.31300772, 4.03192603, 0.99907779, 4.79474212,-0.31464377,-0.31511525,-0.31432531
1-Hexanol,-0.69140641, 0.98889572,-0.04699377, 0.90758996, 0.87399513, 0.43014511, 0.18970974
1-Hydroxy-3-methoxy-6-methylanthraquinone,-0.38258594,-0.48197802,-0.48197828,-0.37082734,-0.30742020,-0.32597668,-0.34615851
"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",-0.247133136,-0.420143591,-0.170809693,-0.407347166,-0.354676500,-0.446818993,-0.425162345
1-Monoacetin,-0.30636396,-0.30694838,-0.29593586,-0.33830547,-0.27917757,-0.48626636,-0.27501008
1-Octadecanol, 0.24936675,-0.08039183,-0.17836712,-0.12869513,-0.08985412,-0.24865177,-0.20604535
"1-Octanol, 2-butyl-", 0.003425689,-0.085657676,-0.652339982,-0.112257989, 0.447042132,-0.409823026, 2.286787936
1-Octanol,-0.916875332,-0.819595346,-0.120247471,-0.895853202,-0.169546194, 0.413718228, 0.701346154
"1-Octene, 2-methyl-", 0.4436710947, 0.8576769211, 1.1048057372, 0.8360350325, 2.3301725626, 2.2113243602, 2.5861194364
"1-Pentene, 3,3-dimethyl-",-0.387886703,-0.390149868,-0.390234789,-0.391191404, 3.277350527,-0.390476022,-0.389505500
1-Phenethylamine,-0.437046444,-0.415832104,-0.420865720,-0.437409306,-0.410187025,-0.421473638,-0.393583373
"1-Phenyl-1,2-ethanediol", 0.31438800, 1.53359141,-0.15180714, 1.28492170, 1.95232620, 1.26203477, 2.15193354
1-Phenylethanol,-0.27720717,-0.27722340,-0.27722400,-0.27723086,-0.27722158,-0.27722573,-0.27721878
"1-Piperazineethanol, 4-dibenzo[b,f][1,4]thiazepin-11-yl-", 0.32356733, 0.64914336, 0.67651558, 0.37843422, 0.62866472, 0.52261956, 0.69240079
"1-Propanamine, N,N-diethyl- ", 0.187122786,-0.043494855, 0.070891893,-0.104254554, 0.193085620, 0.141251715, 0.296801425
1-Tetradecanol,-0.284759631,-0.291475960,-0.291727979, 2.747680452,-0.290724821, 2.554842534,-0.289563687
"1,1'-Biphenyl, 3,4-diethyl-",-0.52743995,-0.50769505,-0.52751150,-0.52754064,-0.51652421,-0.52617210,-0.51512604
"1,2-Benzenedicarboxylic acid", 2.36338313, 1.31346352, 1.06634351, 1.14014828, 1.75562175, 1.73898867, 1.89041185
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-", 1.1384161739,-0.2363168672, 0.4221029483, 0.9732830785,-0.7313636649,-0.7377006082, 1.6497642212
"1,2-Butanediol",-0.215720300,-0.220999552,-0.221197647, 7.075866757,-0.220409132,-0.221760368,-0.219496444
"1,2-Cyclohexanedicarboxylic acid, dinonyl ester",-0.3602484,-0.3663657,-0.3665952,-0.3691810,-0.3656816,-0.3672473,-0.3646240
"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene", 3.11692705, 2.98567381, 3.10595218, 2.80800419, 5.02062504,-0.35665475,-0.35491074
"1,2,2-Trimethyl-1-aza-spiro[2.3]hexane",-0.589125851, 0.835777423, 0.027484417, 0.738080407, 0.831141992,-0.881694111,-0.881439190
"1,2,3-Butanetriol", 3.440400429,-0.496723194,-0.496756446,-0.497131018,-0.496624088,-0.496850903,-0.496470886
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",-0.786391517,-0.789348284,-0.789459232,-0.594447289,-0.511349748,-0.066901081,-0.559413280
"1,3-bis[(Trimethylsilyl)ethynyl]benzene", 1.73020484, 1.51739459, 1.61107914, 0.73749949, 1.84967199, 0.47170471, 2.11414814
"1,3-Cyclohexanebis(methylamine)",-0.499804132,-0.503043562,-0.503165116,-0.504534389,-0.502681271,-0.503510410,-0.502121232
"1,3-Dioxane-4-methanol, 4,5-dimethyl-",-0.3341291600,-0.3361795624,-0.3362565002,-0.1741953803,-0.3359502499,-0.3364750547,-0.3355957720
"1,3,5-Benzetriol",-0.085984900, 0.039068400,-0.195132347,-0.007272541,-0.821448643,-0.150966802,-0.068380771
"1,3,5-Trimethyl-1H-pyrazol-4-amine", 0.164183394,-0.094045556, 0.007224216,-0.015978609, 0.040929588,-0.028570201, 0.044667555
"1,4-Butanediol",-0.8281236,-0.8300416,-0.8301136, 1.0936213,-0.8298271, 1.5191651, 1.5071754
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",-0.37056208,-0.37098166,-0.15319145,-0.16191095,-0.37093473,-0.37104212,-0.30564147
"1,4-Dioxaspiro[4.5]decane",-0.29910682,-0.29911318,-0.29911342,-0.29911611,-0.29911247,-0.28951747,-0.29911137
"1,5-Anhydroglucitol",-0.34178302,-0.64870765,-0.38650397,-0.39885951,-0.35357521,-0.37058722,-0.58835811
10-Heptadecenoic acid,-0.3080315877,-0.3081907367,-0.3081967085,-0.3082639791,-0.3081729378,-0.3082136724,-0.3081454238
10-Nonadecenoic acid,-0.46866265,-0.48096504,-0.48142666,-0.48662675,-0.47958917,-0.48273799,-0.47746230
12-Hydroxyoctadecanoic acid,-0.172906577,-0.514654449,-0.515135403,-0.520553208,-0.513220972,-0.516501629,-0.511005062
12-Oxooctadecanoate,-0.1335598651,-0.1158329662,-0.2149994045,-0.5069812147,-0.0165240695,-0.0450933558,-0.0663897209
13-Docosenamide, 0.13502563,-0.75754190, 0.25982961, 0.35978072, 0.19861732, 0.16673464, 0.23973640
"15-Oxo-11Z,13E-eicosadienoic acid",-0.4786323878,-0.4811007654,-0.4793934397,-0.4788846809,-0.4867412375,-0.4807334135,-0.4806452908
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl- ",-0.45349976,-0.45468476,-0.45472922,-0.45523011,-0.45455223,-0.45485553,-0.45434737
"1H-Indole, 1-(trimethysilyl)-2,5-bis[(trimethylsilyl)oxy]-", 0.602365971, 0.659385345, 1.578111016, 1.460848351, 1.730572312,-0.073680345, 1.382725552
"1H-Pyrazole, 3,4-bis(trimethylsilyl)-", 0.83170739, 0.80642189, 0.42784569, 0.16933611, 0.72880092, 0.08778971, 0.60235389
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde", 0.36318756,-0.44549912,-0.48654651,-0.43249060,-0.47931781,-0.53584909,-0.47418578
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid,-0.40314457,-0.39958192,-0.39826741,-0.40319968,-0.39506366,-0.40240426,-0.39399807
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",-0.111821660,-0.111430151,-0.111426337,-0.111470817,-0.111824069,-0.111824763,-0.111823600
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol",-0.386664403,-0.388669131,-0.388744355,-0.389591732,-0.388444927,-0.388958041, 1.704429684
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,-0.024660721,-0.141077579, 0.002142083,-0.306117982,-0.347856914,-0.487555412,-0.482049302
"2-Allyl-1,4-dimethoxybenzene",-0.371523356,-0.381121627,-0.393359840,-0.425688096,-0.426228601,-0.448864559,-0.449589638
2-Amino-4-methylphenol, 0.07635508,-0.22957318,-0.20817803,-0.13007705,-0.11808195,-0.21006158,-0.22537640
"2-Amino-4,6-dihydroxypyrimidine", 0.41767496, 1.06876262, 1.16711537, 0.73140449, 0.50289130, 0.79309874, 0.49912501
2-Aminoadipic acid,-0.380899074,-0.382246150,-0.308175887,-0.358260189,-0.382095496,-0.382440283,-0.344771657
2-Aminobutanoic acid,-0.4904857384,-0.4904860825,-0.4904860954,-0.4895134044,-0.4904860440,-0.4904861321,-0.4904859845
2-Butenedioic acid,-0.4649605251,-0.4905692472,-0.2911482613,-0.4966609384,-0.5205813958,-0.5641816897,-0.5028219458
"2-Butenoic acid, 2-[(trimethylsilyl)oxy]-",-0.31705905,-0.31705914,-0.31705914,-0.31705918,-0.31705913,-0.31705915,-0.31705911
2-Ethyl-3-hydroxypropionic acid, 0.587224130, 0.441102927, 0.511761824, 0.298983283, 0.633043765, 0.410571534, 0.760396831
2-Furoic acid,-0.43423838,-0.48111197,-0.48287082, 1.34032840,-0.47586973,-0.48786712,-0.46776613
"2-Heptanone, 4,6-dimethyl-",-0.244951133,-0.245053153,-0.245056981,-0.245100104,-0.245041743,-0.245067856,-0.245024106
2-Heptenoic acid, 0.51586370, 0.37018271, 0.26643264, 0.25274165, 0.25011251,-0.44271545, 0.58544534
2-Hexen-1-ol, 0.637035998, 0.395037291, 0.394554157, 0.354235351, 0.254498236, 0.274811535, 0.467944111
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-", 1.422180334, 0.929188957, 0.788187749, 1.036806710, 0.600167730, 0.755965091, 1.564385102
2-Hydroxy-2-methylbutyric acid,-0.31218714,-0.35980686,-0.38350594,-0.53849392,-0.49532718,-0.56190309,-0.56383862
2-Hydroxy-3-methylbutyric acid,-0.2914013,-0.2840168,-0.2830915,-0.3025703,-0.3025080,-0.3025359,-0.2878369
2-Hydroxy-5-methoxybenzaldehyde,-0.483655391,-0.528922758,-0.578419146,-0.586115821,-0.579259069,-0.572536691,-0.490363286
2-Hydroxybutyric acid, 0.93675361, 0.75545376,-0.20181899,-1.07227424, 0.36713661, 0.25546915,-1.07218977
2-Imidazolidinone,-0.3329704,-0.3469222,-0.3474457,-0.3533429,-0.3453618,-0.3489328,-0.3429498
2-Isopropyl-5-methyl-1-heptanol,-0.29343966,-0.19854963,-0.29386478,-0.29403797,-0.29380358,-0.29390845,-0.29373274
2-Ketoisocaproic acid, 1.74439769, 1.27701023, 1.39971512, 1.29489189, 1.46728231, 1.33279349,-0.84326822
2-Methyl-4-pentenoic acid,-0.49716666,-0.33626023,-0.34626374,-0.55361643,-1.23689783,-0.46090929, 0.91910107
2-Methyl-E-7-hexadecene,-0.41887235,-0.41887704,-0.41887722,-0.41887921,-0.41887652,-0.41887772, 0.32276361
2-Methylglutaconic acid, 0.225718198,-0.139485441, 1.116648261, 0.957971556, 0.032951476, 1.166214994, 0.153062535
2-Naphthol, 0.508323778, 0.256922018, 0.266223804, 0.032305560, 0.676449267, 0.116165800, 0.709781526
2-Oxooctanoic acid,-0.4070297273,-0.4070300170,-0.4070300279,-0.4070301503,-0.4070299846, 0.6744618017,-0.4070299345
"2-Pentenedioic acid, 3-methyl-",-0.4353143,-0.4353183, 2.2667662,-0.4353201, 2.4980322,-0.4353188,-0.4353172
2-Pentenoic acid,-0.46685029, 0.93966455, 1.00091048,-0.47969020,-0.47466006,-0.16903604, 1.23480890
2-Piperidinone,-0.23009090,-0.12016117,-0.11253087,-0.23057172,-0.23038336,-0.23046764,-0.23032643
"2-Propanone, bis(1-methylethyl)hydrazone",-0.2666398,-0.2810633,-0.2816045,-0.2877012, 2.3461274,-0.2831419,-0.2769567
"2-Propenamide, 3-phenyl-N-2-propenyl-",-0.137788113,-0.189449074,-0.070711204,-0.139996027,-0.189410984,-0.121119329,-0.131153279
"2-Propenoic acid, 2-[(trimethylsilyl)oxy]-3-[4-[(trimethylsilyl)oxy]phenyl]-",-0.15029595,-0.15148024,-0.15152468,-0.15202526,-0.15134779,-0.15165091,-0.15114305
"2-Propenoic acid, 2,3,3-tris[(trimethylsilyl)oxy]-",-0.232125163,-0.232130237,-0.232130428,-0.232132572,-0.232129670,-0.232130968,-0.232128792
2-Pyrrolidinone,-0.402793372,-0.404840675,-0.405737454,-0.403885555,-0.403461403,-0.403318743,-0.402565696
2-Trimethylsilyloxysebacic acid,-0.117924046,-0.117924066,-0.117924067,-0.117924076,-0.117924064,-0.117924069,-0.117917351
"2,2-Diallylpyrrolidine",-0.1889956916,-0.1023711994,-0.0243368036,-0.2170644754,-0.1907703836,-0.0009231608,-0.2165487540
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate", 0.4915592432, 0.5214335291, 0.2005426145, 0.2990585842, 0.4506974794, 0.1579932941, 0.9554315503
"2,2,8,8-Tetramethyl-3,7-dioxa-4-aza-2,8-disilanon-4-ene",-0.365564504, 0.068341918,-0.012951075,-0.059043134,-0.365564702,-0.365564759,-0.250648258
"2,2'-Biphenyldiol",-0.24227394,-0.24465767,-0.24474711,-0.24575469,-0.24439108,-0.24500120,-0.24397897
"2,3-Butanediol", 1.012899010, 2.012630510, 0.862487343, 1.170334909, 0.886686653, 0.999447047, 1.129049614
"2,3,4-Trihydroxybutyric acid tetrakis",-0.122511734, 0.099027438, 0.008301937,-0.097965551,-0.156786155,-0.007214048,-0.338942429
"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",-0.492140665,-0.538942136,-0.538963702,-0.539206629,-0.364256371,-0.307509698,-0.538778502
"2,4-Decadienal",-0.888684581,-0.897075633,-0.920077947, 0.170380224, 0.163878583, 0.307560116, 0.094731395
"2,4-Diamino-6,7-dimethylpteridine", 0.49045730, 0.21941226, 0.28398515,-1.07963593, 0.40498674, 0.25012395, 0.50930108
"2,4-Imidazolidinedione, 5,5-dimethyl-",-0.57631807, 0.04331236,-0.59127290,-0.59736554, 1.18107870, 1.07928297, 1.22269110
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-", 1.191471041, 0.714688300, 0.873491795, 0.498627467, 0.575330196, 0.437995455, 1.241430893
"2,5-di-tert-Butyl-1,4-benzoquinone", 0.343418907,-0.339190037,-0.339193115,-0.339227789, 3.687219996,-0.150960051,-0.339166681
"2,5-Di-tert-butyl-4-((trimethylsilyl)oxy)phenol",-0.09850763, 0.30953815, 0.25894278, 0.02502464, 0.29791346, 0.05983555, 0.55382071
"2,5-Di-tert-butylhydroquinone", 3.43156737, 2.63506519,-0.47717139, 1.99018415,-0.47717139,-0.47717139, 1.93871382
"2,5-Dimethoxy-4-(n)-propylphenethylamine",-0.43809873,-0.44138441,-0.44150770, 0.59222622,-0.29491641,-0.44185792,-0.44044891
"2,5-Dimethoxy-4-methylamphetamine", 2.50080389, 0.87799934, 0.61200156, 0.24166902, 0.03116347,-0.25814276, 0.26169000
"2,5-Dimethoxybenzhydrazide",-0.270786493,-0.261415617,-0.267049364,-0.322863260,-0.296469797,-0.329613264,-0.328555116
"2,5-Dimethoxybenzonitrile", 0.922778875,-0.702225239,-0.702342805,-0.323445113,-0.701874836,-0.055041000,-0.080052571
"2,5-Dimethoxymandelic acid", 1.154768e+00,-3.110857e-01, 4.107825e-01,-5.501176e-01,-6.536993e-01, 4.690789e-05, 4.209066e-01
"2,5-Dimethoxyphenol",-0.26356711,-0.30896190,-0.35398237,-0.42119671,-0.53015748,-0.52749465,-0.38347046
"2,5-Dimethyl-1-aza-bicyclo[2.2.1]heptane", 0.18984759,-0.29008465, 0.59289005,-0.29024958, 0.17572984,-0.29013630,-0.28998262
"2,5-Piperazinedione, 3-(phenylmethyl)-",-0.409937899, 0.300022800,-0.411993777,-0.412831347, 0.197529930,-0.412204990,-0.411355244
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-", 0.8034562, 0.9381492, 0.9731272, 0.7538099, 1.0297345, 0.9322327, 1.3895427
"2,5-Piperazinedione, 3-methyl-6-(phenylmethyl)-",-0.27655163,-0.17422776,-0.17759077,-0.27704876,-0.27685401,-0.12755603,-0.13577075
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine", 0.0676675381,-0.5092419166,-0.6783354550,-0.1913626380,-0.4514518370,-0.4222514323,-0.3975464215
"2,6-Dimethoxybenzylamine", 0.582707015,-0.468872912,-0.468873225, 0.399343256,-0.468871977,-0.468874116,-0.468870533
"2,6-Dimethoxyhydroquinone",-0.640774779,-0.645157930,-0.645322400,-0.647175111,-0.644667728,-0.645789605,-0.643909960
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline", 1.045360379, 0.112330028, 0.843634320, 1.092375850, 0.588806759, 1.774959768, 0.378429757
"2,6,10-Trimethyltridecane",-0.38102416,-0.38231552,-0.38236398,-0.38290982,-0.38217110,-0.29957920,-0.38194785
2'-Deoxyribolactone,-0.43329675,-0.43919398,-0.52848860,-0.52848907,-0.52848844,-0.52848872,-0.52848825
"2',2,3,6'-Tetramethoxychalcone",-0.911329416, 0.316538429, 0.276416521, 0.272419041, 0.101088285, 0.294611596,-0.805375133
3-(2-Hydroxyethyl)imidazole-2-thione, 1.540893072, 0.369920990, 1.080859467, 0.408029415, 3.410797267, 0.562577163, 2.361708167
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",-0.47122109,-0.47139999,-0.30694259,-0.43231011,-0.34492755,-0.26465045,-0.30083789
3-Amino-2-piperidone,-0.389828797,-0.394456511,-0.385968113,-0.384746246,-0.373666420,-0.367243227,-0.353514597
3-Amino-5-morpholinomethyl-2-oxazolidinone,-0.495856001,-0.496158999,-0.496046030,-0.496534645,-0.497548022,-0.494091402,-0.499919769
3-Aminobenzoic acid,-0.59472875,-0.59869218,-0.32069060,-0.60051620,-0.59824892,-0.30684905,-0.27765486
3-Aminobutanoic acid, 0.750374916, 1.236537857, 1.369511437, 0.675561744, 1.505291416, 0.930254082, 1.542686360
"3-Buten-2-one, 3-trimethylsilyloxy-",-0.066934033,-0.255980615,-0.182722987,-0.039637070,-0.091688977, 0.078879877, 0.131128730
"3-Buten-2-one, 4-(4-methoxyphenyl)-",-0.41592400,-0.39730637,-0.37921390,-0.45851539,-0.39674738,-0.47429593,-0.52144437
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",-0.4727740118,-0.4754799522,-0.4778449585,-0.4784538721,-0.4675651943,-0.4665450494,-0.4671127949
3-Ethylphenol, 1.82659186,-0.60490020,-0.60539093,-0.61091880,-0.60343760,-0.60678491,-0.60117667
3-Hexenedinitrile, 0.418439849, 0.238165819, 0.326384075, 0.237855221, 0.356137365, 0.305033174, 0.507241693
"3-Hydroxy-2,3-dihydromaltol",-0.355264739,-0.350605383,-0.303187836,-0.356925092,-0.362315684,-0.369313859,-0.361181597
3-Hydroxybutyric acid,-0.13958226, 0.61369291, 0.05060278,-0.11279801,-0.28126541,-0.41486386,-0.33639717
3-Hydroxyisovaleric acid, 1.47170974, 1.10440196, 1.23566209, 0.91848157, 1.29262536, 0.97262389, 1.42253592
3-Indoleacetic acid,-0.37922920, 0.59324598, 0.50780180, 0.50860137, 1.83461485, 1.88410193, 1.02787718
3-Indolepropionic acid,-0.589904211,-0.591605347,-0.591669179,-0.592388231,-0.591415095,-0.591850505,-0.591121000
"3-Methoxyamphetamine, 4-Trimethylsilyloxy, N,N-bis(Trimethylsilyloxy)-", 0.407535716, 0.266369993, 0.332639808, 0.287859442, 0.371958901, 0.244417852, 0.382059894
3-Methoxysalicylic acid,-0.35555229,-0.35555298,-0.35555301, 0.86247305, 0.14700979, 0.61310919,-0.35555279
"3-Methyl-1-(tetrahydropyrrolo[1,2-c]oxazol-3-ylidene)-butan-2-one",-0.327111485,-0.328307493, 2.371303120,-0.328857911,-0.328173734,-0.328479855,-0.327966966
3-Methyl-2-butanol,-0.407737814,-0.331752606,-0.408652551,-0.409025217,-0.408520866,-0.408746527, 0.107337717
"3-Methyl-2-butenoic acid, tridec-2-ynyl ester", 0.8874471175, 0.7671178740, 0.7629912719, 0.7602366676, 1.1100134219, 0.7854256439,-0.8525299330
3-Methyladenine, 0.89035165, 0.50881063, 0.67020451, 0.48465990, 0.80723512, 3.06176408, 0.69740690
"3-Methylpiperazine-2,5-dione, (R)-",-0.35079295,-0.35092814,-0.35093321,-0.35099035,-0.35091302,-0.35094762,-0.35088965
3-Methylvaleric acid, 1.914617413, 1.441894689, 2.388447065, 1.079899086, 1.351796109, 1.387700829, 1.379455621
3-Nonen-1-ol,-0.125455061,-0.178096927,-0.173149116,-0.226125431,-0.171440659,-0.297862426,-0.436523508
3-Ureidopropionic acid,-0.501568999, 0.766967026, 2.680568808, 0.677126925,-0.405750568, 2.723598002,-0.486202184
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-",-0.583727238,-0.534135554,-0.506194030,-0.544456860,-0.544811678,-0.547547583,-0.535922302
"3,4-Dihydroxymandelic acid, ethyl ester",-0.62578799, 0.41578931,-0.61879659, 0.11484814, 0.87736952, 0.18144481, 0.49170638
"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine", 1.04031354, 0.90398129, 1.72384675, 2.01569783,-0.28606996, 3.46544755,-0.16248876
"3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)-", 0.242907609,-0.501491364,-0.501493115,-0.501512838, 1.104861461, 0.672709674, 0.840124254
"3,5-Di-tert-butyl-2-trimethylsilyloxybenzaldehyde",-0.63348634,-0.64644991,-0.64693634,-0.65241590,-0.64500009,-0.64831814,-0.64275892
"3,5-di-tert-Butyl-4-hydroxyacetophenone", 1.070676624, 0.957633584,-1.113604820, 1.052632934,-1.111956240, 0.338480569, 1.394480528
"3,5-Dimethyl-1,4-diallylpyrazole", 0.632269554, 0.019286869, 0.174629102, 0.227140779, 0.009574548,-0.216266336, 0.364574119
"3,5-Dimethylpyrazole",-0.2240476,-0.2548572,-0.2463938,-0.2577371,-0.2273008,-0.2653833,-0.2006486
3'-(Trimethylsilyl)oxy-beta-naphthoflavone,-0.48182390,-0.48182625,-0.05331858, 0.25481334,-0.48182598,-0.48182658,-0.48182558
3'-Hydroxyacetophenone,-0.735392579, 2.150510888,-0.742829665,-0.745859550,-0.741759027,-0.743593721,-0.740519788
"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",-0.269773844,-0.272806846,-0.278003598,-0.276084412,-0.272449908,-0.276479390,-0.271860878
"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",-0.5070616319,-0.4133563544,-0.3323647753,-0.6163795853,-0.2270678132,-0.1029083690,-0.0666424773
4-(Methoxycarbonyl)phenol, 0.960486744, 0.628656035, 1.248171985, 0.785950026, 4.686096352, 2.239214271, 0.165881564
"4-(tert-Butylamino)-6-ethylamino-5H-1,3,5-triazin-2-one",-0.27106893,-0.27245086, 3.94704437, 3.45054754,-0.27229631,-0.27265001,-0.27205740
4-(Trimethylsilyoxy)-3-penten-2-one,-0.070966299,-0.151954683,-0.174068085,-0.799734495,-0.121570972,-0.158694771, 0.083725198
"4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",-0.16261268,-0.16262664,-0.16262717,-0.16263307,-0.16262508,-0.16262866,-0.16262267
4-Cumylphenol, 0.74383148,-1.24573398,-1.24619340,-1.25136857, 0.85496291,-1.24749844, 0.79198840
"4-Fluoroaniline, N-trimethylsilyl-",-0.177292436,-0.252654724,-0.382692896,-0.373207465,-0.401748836,-0.359543487, 0.065751419
4-Hydroxy-5-(hydroxymethyl)oxolan-2-one, 0.05742297, 0.63925431, 0.16533279, 0.20493387, 0.21867635, 0.66185544,-0.22561651
4-Hydroxybenzaldehyde,-0.591911694,-0.592413412,-0.590154991,-0.574558011,-0.572276264,-0.572156665,-0.539180811
4-Hydroxybenzeneacetic acid,-0.41978132,-0.42246354,-0.09634478,-0.33342652,-0.43766068,-0.37470918,-0.52393744
4-Hydroxybenzoic acid,-0.45356358,-0.46151510,-0.45117866,-0.45127695,-0.46135982,-0.44707742,-0.46151468
4-Hydroxybutanoic acid, 0.563226653, 2.198415874, 0.221388921, 0.561981221,-0.041679575,-0.806925271,-0.801236807
4-Hydroxyphenyllactic acid, 0.71431560, 0.69831476, 0.02615606, 1.09638798, 1.24053128, 0.66134952, 1.08253735
4-Methoxyphenol,-0.169232010,-0.150812608,-0.301669447,-0.335547627,-0.395252410,-0.286033164,-0.149218350
"4-Methylethcathinone, N-acetyl-",-0.30130211,-0.30440770,-0.30452424,-0.30583694,-0.11679808,-0.30485527,-0.30352348
4-Methylvaleric acid,-0.203022385,-0.122716691,-0.085851582,-0.153232716,-0.170402280, 0.014755229, 0.344027173
4-Pyridinol,-0.199429053,-0.197994543,-0.316170197,-0.321192332,-0.439384502,-0.470856991,-0.247989834
