Metabolite 1,Metabolite 2,VECPAC r,VECPAC p-values,VECPAC n,DSS r,DSS p-values,DSS n,LPS r,LPS p-values,LPS n,Consistent?,Can Meta-Analysis Be Calculated?,Meta-Analysis p-value,FDR
10-Heptadecenoic acid,"D-(+)-Ribono-1,4-lactone ",0.8108437164260032,0.0269163288431619,7,0.5272012675161055,0.1446993321338617,9,,,0,False,True,0.0362042013005924,0.1572911240663365
10-Heptadecenoic acid,D-Arabinose,,,0,0.1094229978624116,0.7634826463741492,10,0.4857142857142857,0.3287230320699709,6,False,True,0.4855501294970503,0.6123100265067987
10-Heptadecenoic acid,"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-posphate",0.228651005363322,0.4524208427931716,13,0.7073170731707318,0.022146453713439,10,0.3,0.6238376647810728,5,True,True,0.0738528813493386,0.2411097674661937
10-Heptadecenoic acid,d-Erythrotetrofuranose,-0.2275864233879017,0.4545861394305776,13,-0.1071428571428571,0.8191508555699912,7,-0.5,0.6666666666666667,3,True,True,0.4686786411077694,0.6024738694065499
10-Heptadecenoic acid,D-Glucose,0.0413224708487931,0.893376232470295,13,0.1959002804586282,0.5637442329087623,11,0.0857142857142857,0.8717434402332361,6,True,True,0.6255520534439598,0.7061512717234601
10-Heptadecenoic acid,"Dimethyl hexopyranosiduronate, alpha-D",,,0,0.1261312447773782,0.787572159407474,7,1.0,0.0,3,False,True,0.0,0.0
10-Heptadecenoic acid,Dodecanamide,0.180672268907563,0.6418030391134288,9,0.790433332862751,0.0195445372748577,8,0.5,0.6666666666666667,3,True,True,0.136759348898967,0.3337663806607965
10-Heptadecenoic acid,Ethanolamine,-0.0330579766790345,0.9146223638329168,13,-0.4448343073948499,0.1473386987123887,12,-0.5428571428571429,0.2657026239067055,6,True,True,0.2065880043527593,0.4078444419922903
10-Heptadecenoic acid,Ethyl alpha-D-glucopyranoside,-0.183066840867053,0.590032893645892,11,-0.4761904761904762,0.2329355346500979,8,-0.6,0.2847569798652937,5,True,True,0.1923647347427629,0.3933853128797064
10-Heptadecenoic acid,"Gulonic acid, gamma-lactone",0.7999999999999999,0.1040880386618278,5,0.1261312447773782,0.787572159407474,7,0.0579771035652448,0.9131317851623264,6,True,True,0.4749185671727879,0.606008686970511
10-Heptadecenoic acid,Hexanedioic acid,-0.5737936492688914,0.0403186708404725,13,-0.143607926009361,0.6561292074448724,12,-0.2,0.704,6,True,True,0.1049260234804192,0.2925873100102184
10-Heptadecenoic acid,Hexanoic acid,0.0136987729493166,0.9681133688856378,11,0.0540562477617335,0.9083652825239956,7,,,0,False,True,0.9250700879956092,0.929731458113773
10-Heptadecenoic acid,L-(+)-Lactic acid,-0.6392760709681123,0.0341969214049465,11,-0.396412483586046,0.378634709500413,7,,,0,False,True,0.0469718165774643,0.1857644732569393
10-Heptadecenoic acid,Levoglucosan,-0.1448277239741192,0.6368764762032442,13,-0.8421052631578948,0.0005891697295358,12,-0.5428571428571429,0.2657026239067055,6,True,True,0.0267045309665195,0.1287969684338179
10-Heptadecenoic acid,L-Isoleucine,-0.2148768484137243,0.4808175370922507,13,-0.5265149151940837,0.0786415071188843,12,-0.4857142857142857,0.3287230320699709,6,True,True,0.073342007416972,0.240344441160493
10-Heptadecenoic acid,L-Proline,-0.0881546044774253,0.7745896271486588,13,-0.649122807017544,0.0223708031628141,12,-0.7142857142857143,0.1107871720116617,6,True,True,0.0614621374070322,0.2175359519437632
10-Heptadecenoic acid,L-Threonine,-0.2306629834254143,0.4483422632956421,13,-0.6304738215045117,0.0279602596510262,12,-0.6,0.2079999999999998,6,True,True,0.0358009428178882,0.1562507828574633
10-Heptadecenoic acid,"L-Valinamide, N(2),N(2)-dimethyl",0.4364357804719848,0.3275824992661849,7,0.2994065654783147,0.4712605287015583,8,,,0,False,True,0.2748335381835296,0.4645491392716979
10-Heptadecenoic acid,Menthol,-0.2148768484137243,0.4808175370922507,13,-0.1471105583510527,0.6482152290826798,12,-0.0857142857142857,0.8717434402332361,6,True,True,0.4255914344021757,0.5707609698164766
10-Heptadecenoic acid,Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside,0.1087875631382439,0.7805538526280621,9,0.3161108827136336,0.3735613327078874,10,0.5,0.6666666666666667,3,True,True,0.4260807254913118,0.5710941335809023
10-Heptadecenoic acid,Methyl alpha-Arabinofuranoside,0.6035124870073533,0.0377316690424937,12,0.4910267673844362,0.2166082041402139,8,,,0,False,True,0.0297747724370198,0.1388729819872904
10-Heptadecenoic acid,Methyl stearate,0.0027548313899195,0.992873609475608,13,0.788156942310295,0.0039561923045928,11,0.0857142857142857,0.8717434402332361,6,True,True,0.1784020440674514,0.3798008547332641
10-Heptadecenoic acid,Methylmaleic acid,0.3553539971110001,0.283517752717117,11,0.8857142857142858,0.0188454810495626,6,,,0,False,True,0.1022137978185862,0.2886191408159306
10-Heptadecenoic acid,"N,N-Diethyl-2-aminoethanol",0.0842110446987004,0.7947089236078821,12,0.7999999999999999,0.1040880386618278,5,0.6,0.2079999999999998,6,True,True,0.2845342739653751,0.4718580476795412
10-Heptadecenoic acid,N-Acetyl-L-phenylalanine,-1.0,0.0,4,-0.1441499940312894,0.7578179356488596,7,,,0,False,True,0.0,0.0
10-Heptadecenoic acid,Niacin,0.3591160220994475,0.2281775878031205,13,0.7298245614035088,0.0070506187030815,12,0.1428571428571428,0.7871720116618075,6,True,True,0.02339012804378,0.1173517972285692
10-Heptadecenoic acid,n-Nonylcyclohexane,-0.5,0.6666666666666667,3,-0.0579771035652448,0.9131317851623264,6,-0.5428571428571429,0.2657026239067055,6,True,True,0.4660445866173243,0.6010616776673665
10-Heptadecenoic acid,Pantolactone,-0.2617089820423566,0.3877376946245203,13,-0.62697118916282,0.0291128808659876,12,-0.3142857142857143,0.5440932944606414,6,True,True,0.0485906390434208,0.1893871309366299
10-Heptadecenoic acid,Pentanedioic acid,0.3443539237399429,0.2492554131644409,13,0.287215852018722,0.3653744519387,12,0.1428571428571428,0.7871720116618075,6,True,True,0.1658189598690341,0.3672418026298043
10-Heptadecenoic acid,phenoxyethanol,0.0692523432619305,0.8221334504072515,13,0.4518395720782334,0.1403127704727103,12,0.5428571428571429,0.2657026239067055,6,True,True,0.1749164654929428,0.3763525794758424
10-Heptadecenoic acid,Picolinic acid,-0.4751381215469613,0.1008302333264651,13,-0.5639238070123688,0.0561671753873979,12,-0.7714285714285715,0.0723965014577259,6,True,True,0.00792984142366,0.0521566163079642
10-Heptadecenoic acid,Pimelic acid,-0.6804433533101272,0.0104777044732212,13,-0.5008764248619176,0.0971737747799286,12,-0.0857142857142857,0.8717434402332361,6,True,True,0.0119784569133832,0.0724586006836584
10-Heptadecenoic acid,Pipecolic acid,0.1404964008858967,0.6470908508048597,13,0.2381789992350377,0.4559885528370966,12,0.2571428571428572,0.6227871720116618,6,True,True,0.3557815944145199,0.5257171458414983
10-Heptadecenoic acid,"Propane, 2-methyl",-0.253444487872598,0.4034350731422543,13,-0.1959002804586282,0.5637442329087623,11,-0.7714285714285715,0.0723965014577259,6,True,True,0.1685028712270697,0.3696932891681974
10-Heptadecenoic acid,Propanedioic acid,0.0413224708487931,0.893376232470295,13,0.3817869252443988,0.2207080155044026,12,0.7142857142857143,0.1107871720116617,6,True,True,0.2092323089863251,0.4096882515983913
10-Heptadecenoic acid,"Propanoic acid, 2-hydroxy-3-phosphate-",0.5868368683374969,0.1261989855360893,8,0.6000000000000001,0.3999999999999999,4,1.0,0.0,3,True,True,0.0,0.0
10-Heptadecenoic acid,Protocatechoic acid,-0.6332590461337052,0.0364754244037681,11,-0.2697026903102633,0.3965800331472625,12,-0.3188740696088466,0.5379005604702051,6,True,True,0.057437602757679,0.209297625727201
10-Heptadecenoic acid,Pyrrole-2-carboxylic acid,0.1707995461750116,0.5769111304306216,13,0.6164632921377448,0.0327760380837606,12,0.4285714285714286,0.3965014577259474,6,True,True,0.0685967343326393,0.2317244779844005
10-Heptadecenoic acid,Sedoheptulose anhydride,0.3176795580110497,0.2901861961160988,13,0.2626974256268798,0.4094281948783638,12,0.8285714285714287,0.0415626822157433,6,True,True,0.0910118482228198,0.2724518965764315
10-Heptadecenoic acid,Serine,-0.5261727954746327,0.0647334484547689,13,-0.0875658085422933,0.7866940142086327,12,-0.753702346348183,0.0835232813732598,6,True,True,0.0787641893793823,0.2500848502147104
10-Heptadecenoic acid,Stearic acid,-0.0689655828448186,0.8228594600951676,13,-0.091324200913242,0.7894340678672062,11,-0.4857142857142857,0.3287230320699709,6,True,True,0.5350277422364558,0.6459432509155346
10-Heptadecenoic acid,"Stigmast-5-ene, 3beta",-0.5,0.6666666666666667,3,-0.3423562358243124,0.4522512215909057,7,,,0,False,True,0.4890353745747976,0.6140947557220445
10-Heptadecenoic acid,Suberic acid,-0.0896552576982643,0.7708437717583699,13,-0.2556921609434964,0.422481142333308,12,-0.8285714285714287,0.0415626822157433,6,True,True,0.2445722768996744,0.4395168523851951
10-Heptadecenoic acid,"Thymine, 1,3-dimethyl-6-hydroxymethyl",0.2151726184758343,0.4801992094616403,13,0.1401052936676692,0.6640757694429809,12,0.3142857142857143,0.5440932944606414,6,True,True,0.351974279425526,0.5225902206534507
10-Heptadecenoic acid,Tyrosine,-0.5013793129653569,0.0808905439984809,13,-0.4413316750531582,0.1509347288754138,12,-0.6,0.2079999999999998,6,True,True,0.0187637905419241,0.1011154032768192
10-Heptadecenoic acid,Undecanoic acid,-0.4352633596072878,0.1371351683059656,13,-0.18845071854082,0.6020947513149705,10,-0.1471224715841249,0.7809085271647664,6,True,True,0.1701543050731412,0.3711704352919961
3-Aminobutanoic acid,3-Hydroxypicolinic acid,-0.2142857142857143,0.6445115810207203,7,-0.7,0.0357695749702616,9,,,0,False,True,0.1071900406078712,0.296227420448003
3-Aminobutanoic acid,Acetohydroxamic acid,-0.3999999999999999,0.6,4,-0.1666666666666667,0.693238811728395,8,,,0,False,True,0.6144322849283463,0.6995300882843609
3-Aminobutanoic acid,Erythritol,-0.3,0.6238376647810728,5,-0.5666666666666667,0.1116329876114911,9,,,0,False,True,0.1489052371150731,0.3498341367883888
3-Aminobutanoic acid,L-Hydroxyproline,0.1785714285714286,0.7016579425162729,7,0.7333333333333334,0.0245541500714696,9,,,0,False,True,0.1050382335780389,0.2927380224358051
3-Aminobutanoic acid,L-Norvaline,0.0857142857142857,0.8717434402332361,6,0.5714285714285715,0.1802019889115274,7,,,0,False,True,0.3381492148205759,0.5130962311753071
3-Aminobutanoic acid,N-Acetylglucosamine,-0.1428571428571428,0.7599453002180929,7,-0.0833333333333333,0.831214097710308,9,,,0,False,True,0.7345621151515631,0.7802233155705507
3-Aminobutanoic acid,Thr-Leu,-0.2,0.704,6,-0.3571428571428572,0.4316113520383278,7,,,0,False,True,0.4406184569682603,0.5809247608847804
3-Aminobutanoic acid,"1,2,4,5-Cyclohexanetetrol",1.0,0.0,3,0.1999999999999999,0.747060078104662,5,,,0,False,True,0.0,0.0
3-Aminobutanoic acid,"1,5-Anhydroglucitol",-0.1428571428571428,0.7599453002180929,7,-0.5499999999999999,0.1249767841883319,9,,,0,False,True,0.2193158786895388,0.4183972624400014
3-Aminobutanoic acid,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,-0.6155870112510925,0.2689977701158222,5,-0.5,0.6666666666666667,3,,,0,False,True,0.3653238739798795,0.5325718136291401
3-Aminobutanoic acid,11-Methyldodecanol,0.9642857142857144,0.0004541491691941,7,0.119047619047619,0.7788857260523797,8,,,0,False,True,0.1939707372383537,0.3947715029832546
3-Aminobutanoic acid,13-Docosenamide,-0.1071428571428571,0.8191508555699912,7,-0.6333333333333333,0.0670857868923456,9,,,0,False,True,0.1817157306403284,0.3829820490152551
3-Aminobutanoic acid,1-Hexadecanol,0.5428571428571429,0.2657026239067055,6,0.75,0.0199421261319925,9,,,0,False,True,0.0322731929076002,0.145514560705456
3-Aminobutanoic acid,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",-0.3928571428571429,0.3833168704269726,7,-0.5,0.1704706607870538,9,,,0,False,True,0.140814528825799,0.3388732191699697
3-Aminobutanoic acid,1-Octadecanol,0.7207499701564473,0.0676349947302814,7,0.3333333333333333,0.3807131816768634,9,,,0,False,True,0.1196282054872086,0.3138574136736057
3-Aminobutanoic acid,1-Tetracosene,-0.1999999999999999,0.8,4,-0.5166666666666667,0.1543901209862251,9,,,0,False,True,0.2039125757963962,0.4048571955984374
3-Aminobutanoic acid,"2,3-Butanediol",0.1801874925391118,0.6990457740939315,7,0.1999999999999999,0.8,4,,,0,False,True,0.6796434487729581,0.7420441535744564
3-Aminobutanoic acid,"2,3-Dihydroxy-2-methylpropanoic acid",-0.5,0.6666666666666667,3,-0.5,0.1704706607870538,9,,,0,False,True,0.2097583941698185,0.4099865628584249
3-Aminobutanoic acid,"2,5-Dimethoxybenzhydrazide",0.4285714285714286,0.337368311085824,7,0.4166666666666666,0.2645860467474961,9,,,0,False,True,0.1755924831205408,0.3770415908966977
3-Aminobutanoic acid,"2,5-Dimethoxyphenol",0.6785714285714287,0.0937502539598313,7,0.7,0.0357695749702616,9,,,0,False,True,0.0211620828339411,0.1099706530972686
3-Aminobutanoic acid,"2,5-Di-tert-butyl-4-hydroxyphenol",0.5714285714285715,0.1802019889115274,7,0.5774109120414489,0.1035068848329885,9,,,0,False,True,0.0601822520452368,0.2148736549833191
3-Aminobutanoic acid,"2,6-Di-O-methyl-d-galactopyranose",0.5,0.6666666666666667,3,0.3333333333333333,0.3807131816768634,9,,,0,False,True,0.4096383733255165,0.5616333062670223
3-Aminobutanoic acid,"2-Allyl-1,4-dimethoxybenzene ",0.702731220902536,0.0782374538320715,7,0.0499999999999999,0.8983528043506301,9,,,0,False,True,0.3428791285596206,0.5161156077562943
3-Aminobutanoic acid,2-Aminoadipic acid,0.1785714285714286,0.7016579425162729,7,0.3333333333333333,0.3807131816768634,9,,,0,False,True,0.3883610049034083,0.5467556755377809
3-Aminobutanoic acid,2-Aminobutanoic acid,0.0857142857142857,0.8717434402332361,6,0.1833333333333333,0.6368198117628943,9,,,0,False,True,0.6505202679630189,0.7238523532046062
3-Aminobutanoic acid,2-Butenedioic acid,-0.0714285714285714,0.8790481931481541,7,-0.0333333333333333,0.932156735540504,9,,,0,False,True,0.877915861723133,0.8914460131534011
3-Aminobutanoic acid,2'-Desoxyuridine,-0.1441499940312894,0.7578179356488596,7,-0.4937281711658766,0.176759832298787,9,,,0,False,True,0.2612546430611834,0.4535145709708315
3-Aminobutanoic acid,2-Ethylhexanoic acid,-0.0357142857142857,0.9394082054712856,7,-0.7,0.0357695749702616,9,,,0,False,True,0.1746323158847348,0.3759993140835213
3-Aminobutanoic acid,2-Hydroxy-3-methylbutyric acid,1.0,0.0,3,0.523809523809524,0.1827207505397148,8,,,0,False,True,0.0,0.0
3-Aminobutanoic acid,"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",-0.3214285714285715,0.4820720382996776,7,-0.4833333333333333,0.187469855215542,9,,,0,False,True,0.1794012274432704,0.3802959352758796
3-Aminobutanoic acid,3-(3-Hydroxyphenyl)propanoic acid,-0.6,0.2079999999999998,6,-0.0833333333333333,0.831214097710308,9,,,0,False,True,0.4527087369492885,0.5903375743635892
3-Aminobutanoic acid,"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino",0.4285714285714286,0.337368311085824,7,0.2008385781013735,0.6043593545214949,9,,,0,False,True,0.3541943027547711,0.5242911574968311
3-Aminobutanoic acid,"3,4-Dimethoxymandelic acid",0.8999999999999998,0.0373860734684987,5,0.45,0.2242161074923366,9,,,0,False,True,0.1104538757630786,0.3008240574589209
3-Aminobutanoic acid,"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine",0.1428571428571428,0.7599453002180929,7,0.5833333333333334,0.0991858164798832,9,,,0,False,True,0.1966146090590923,0.3975865388768304
3-Aminobutanoic acid,3-Deoxyhexitol,0.0857142857142857,0.8717434402332361,6,0.1999999999999999,0.747060078104662,5,,,0,False,True,0.7687216917521539,0.8052785483690917
3-Aminobutanoic acid,"3-Ethyl-3-methyl-pyrrolidine-2,5-dione",-0.8999999999999998,0.0373860734684987,5,-0.2857142857142857,0.4927262450169573,8,,,0,False,True,0.2394180797817621,0.4343977612388396
3-Aminobutanoic acid,3-Hexenedioic acid,0.0714285714285714,0.8790481931481541,7,0.4666666666666666,0.2053863511058118,9,,,0,False,True,0.3293561514038745,0.5068083855941231
